layer9,"[('jsp', 1.3), ('ô', 1.07), ('Isa', 0.81), ('answer', 0.64), ('Zug', 0.61), ('sim', 0.6), ('ago', 0.48), ('Gran', 0.43), ('issen', 0.3), ('фи', 0.29)]","[('compression', 1.24), ('ân', 0.79), ('aria', 0.67), ('irtual', 0.54), ('jur', 0.43), ('firing', 0.37), ('(', 0.37), ('Gary', 0.35), ('definitely', 0.35), ('endi', 0.29)]","[('oux', 5.09), ('sche', 2.42), ('sin', 2.0), ('ami', 1.26), ('itos', 0.71), ('ktur', 0.67), ('amin', 0.64), ('ze', 0.52), ('guide', 0.51), ('гани', 0.49)]","[('arina', 1.16), ('gh', 1.07), ('äl', 0.48), ('sche', 0.45), ('irtual', 0.4), ('Gary', 0.38), ('apy', 0.38), ('lain', 0.36), ('ahl', 0.34), ('Gast', 0.33)]"
layer10,"[('inas', 1.83), ('externas', 0.93), ('indeed', 0.76), ('Ћ', 0.6), ('Ge', 0.56), ('umar', 0.53), ('middle', 0.52), ('estaven', 0.52), ('isecond', 0.48), ('iker', 0.45)]","[('indeed', 1.23), ('ahl', 0.72), ('atge', 0.62), ('ina', 0.43), ('middle', 0.43), ('gh', 0.42), ('äl', 0.38), ('Goth', 0.36), ('exp', 0.36), ('пе', 0.32)]","[('Connect', 0.92), ('CTYPE', 0.64), ('cust', 0.39), ('Sir', 0.33), ('Bio', 0.3), ('nature', 0.29), ('pes', 0.28), ('ё', 0.27), ('TAC', 0.27), ('imat', 0.26)]","[('priv', 1.78), ('complement', 0.94), ('�', 0.56), ('indeed', 0.55), ('olia', 0.47), ('пе', 0.44), ('itzer', 0.42), ('Javascript', 0.36), ('som', 0.35), ('ahl', 0.32)]"
layer11,"[('uge', 1.37), ('phia', 0.77), ('ingsområ', 0.71), ('idos', 0.64), ('uchte', 0.5), ('veg', 0.5), ('erdings', 0.46), ('angle', 0.35), ('Paolo', 0.35), ('aban', 0.32)]","[('priv', 1.83), ('complement', 1.2), ('пе', 1.15), ('Mys', 0.46), ('organ', 0.39), ('Javascript', 0.38), ('Goth', 0.34), ('Fitz', 0.32), ('iek', 0.31), ('ân', 0.3)]","[('iente', 5.12), ('elsk', 1.43), ('puis', 1.31), ('uth', 1.23), ('amet', 0.78), ('ven', 0.73), ('undle', 0.73), ('Oficina', 0.62), ('ran', 0.57), ('ز', 0.49)]","[('пе', 1.05), ('Javascript', 0.64), ('organ', 0.6), ('priv', 0.52), ('со', 0.43), ('exp', 0.37), ('Vil', 0.3), ('complement', 0.29), ('voor', 0.25), ('iani', 0.24)]"
layer12,"[('iemann', 1.85), ('yal', 1.46), ('iman', 1.11), ('three', 0.88), ('мо', 0.7), ('alion', 0.69), ('Schön', 0.49), ('条', 0.45), ('gepubliceerd', 0.43), ('emark', 0.39)]","[('ahl', 1.0), ('пе', 0.87), ('ân', 0.41), ('Javascript', 0.38), ('omorphic', 0.37), ('inth', 0.31), ('organ', 0.31), ('Karl', 0.29), ('педи', 0.28), ('Catalogue', 0.28)]","[('olt', 0.93), ('sero', 0.87), ('口', 0.76), ('ust', 0.54), ('rain', 0.53), ('rain', 0.45), ('Rain', 0.45), ('after', 0.44), ('pt', 0.43), ('SB', 0.41)]","[('__', 0.84), ('organ', 0.73), ('ân', 0.55), ('penas', 0.5), ('_', 0.49), ('ast', 0.43), ('ollar', 0.43), ('apt', 0.42), ('lea', 0.42), ('priv', 0.4)]"
layer13,"[('mér', 1.76), ('line', 0.84), ('ico', 0.62), ('ovie', 0.59), ('correctly', 0.52), ('van', 0.49), ('정', 0.45), ('rela', 0.44), ('strugg', 0.31), ('iko', 0.31)]","[('organ', 2.89), ('ved', 0.77), ('__', 0.46), ('saf', 0.46), ('ollar', 0.45), ('definitely', 0.34), ('Po', 0.32), ('sust', 0.3), ('ân', 0.3), ('penas', 0.29)]","[('davon', 1.75), ('št', 0.69), ('瀬', 0.68), ('Gree', 0.65), ('ISTS', 0.49), ('ITY', 0.44), ('li', 0.43), ('loy', 0.38), ('mét', 0.38), ('swe', 0.36)]","[('organ', 1.66), ('monot', 1.51), ('ân', 0.96), ('iman', 0.66), ('дей', 0.57), ('saf', 0.56), ('RC', 0.56), ('ved', 0.43), ('äl', 0.43), ('ニ', 0.41)]"
layer14,"[('jest', 0.84), ('ę', 0.81), ('que', 0.76), ('dienst', 0.69), ('ille', 0.63), ('agnet', 0.62), ('off', 0.47), ('ouse', 0.46), ('quelle', 0.44), ('↳', 0.43)]","[('monot', 2.19), ('ân', 0.68), ('RC', 0.56), ('organ', 0.49), ('ść', 0.49), ('ange', 0.48), ('verd', 0.42), ('jug', 0.4), ('Fab', 0.35), ('ollar', 0.35)]","[('leid', 1.85), ('if', 1.58), ('dor', 0.87), ('zan', 0.82), ('erson', 0.66), ('irm', 0.62), ('fac', 0.62), ('外', 0.6), ('ély', 0.51), ('arte', 0.46)]","[('monot', 1.27), ('ân', 1.25), ('jug', 0.54), ('Fab', 0.53), ('pla', 0.51), ('stad', 0.49), ('__', 0.48), ('complement', 0.46), ('BB', 0.42), ('runner', 0.39)]"
layer15,"[('externos', 1.8), ('ответ', 1.79), ('psum', 1.78), ('onderwerp', 1.17), ('scheid', 0.73), ('osos', 0.66), ('Gemeins', 0.53), ('isseur', 0.51), ('einmal', 0.37), ('Bedeut', 0.31)]","[('ân', 1.43), ('Fab', 0.97), ('Ziel', 0.86), ('__', 0.71), ('etro', 0.52), ('monot', 0.51), ('ko', 0.51), ('Luxemb', 0.5), ('≠', 0.48), ('Shang', 0.46)]","[('othe', 1.2), ('Dal', 0.8), ('wod', 0.7), ('brie', 0.62), ('jango', 0.55), ('Dre', 0.55), ('dal', 0.54), ('shell', 0.44), ('Span', 0.42), ('thesis', 0.41)]","[('Fab', 1.78), ('≠', 1.54), ('ân', 1.08), ('Shang', 0.88), ('_', 0.79), ('po', 0.73), ('__', 0.66), ('abei', 0.64), ('H', 0.57), ('Ziel', 0.54)]"
layer16,"[('feld', 1.13), ('swer', 0.72), ('Η', 0.69), ('ategy', 0.65), ('landa', 0.62), ('drum', 0.58), ('iast', 0.53), ('洞', 0.51), ('кер', 0.41), ('correct', 0.39)]","[('Shang', 1.26), ('H', 0.74), ('≠', 0.73), ('Ziel', 0.71), ('ân', 0.54), ('anga', 0.52), ('nom', 0.44), ('conduct', 0.43), ('Рус', 0.42), ('vil', 0.42)]","[('ex', 1.11), ('uki', 0.7), ('стви', 0.58), ('beck', 0.52), ('ango', 0.46), ('wave', 0.44), ('ум', 0.36), ('ван', 0.33), ('trav', 0.29), ('aker', 0.28)]","[('vil', 1.35), ('≠', 1.35), ('ân', 1.04), ('_', 0.9), ('ategor', 0.65), ('pale', 0.58), ('abei', 0.48), ('cho', 0.48), ('H', 0.38), ('None', 0.37)]"
layer17,"[('D', 8.71), ('D', 3.74), ('ker', 0.83), ('า', 0.65), ('fün', 0.59), ('дей', 0.57), ('unker', 0.49), ('Д', 0.44), ('ктора', 0.38), ('দ', 0.37)]","[('D', 3.34), ('≠', 2.8), ('ân', 0.78), ('cho', 0.75), ('arta', 0.68), ('ategor', 0.56), ('sa', 0.52), ('vil', 0.49), ('_', 0.47), ('pale', 0.44)]","[('mut', 1.86), ('❯', 1.71), ('Lan', 1.06), ('anten', 0.84), ('ignon', 0.79), ('島', 0.77), ('Einzeln', 0.58), ('fail', 0.57), ('mut', 0.53), ('ends', 0.51)]","[('D', 2.51), ('cho', 2.26), ('none', 1.19), ('None', 1.18), ('≠', 0.86), ('ân', 0.82), ('cho', 0.54), ('Fab', 0.53), ('manip', 0.48), ('arta', 0.45)]"
layer18,"[('alphabet', 26.02), ('#', 11.71), ('letter', 6.47), ('none', 2.98), ('letters', 1.49), ('�', 1.05), ('Option', 0.97), ('None', 0.89), ('none', 0.73), ('Panel', 0.44)]","[('none', 8.88), ('None', 5.93), ('cho', 3.03), ('D', 1.9), ('none', 1.43), ('arta', 1.01), ('None', 0.94), ('quelle', 0.83), ('A', 0.7), ('alphabet', 0.61)]","[('Alc', 2.41), ('bis', 1.59), ('äler', 1.41), ('ring', 1.03), ('iből', 0.84), ('zony', 0.76), ('aff', 0.63), ('icina', 0.52), ('connexes', 0.46), ('ikz', 0.45)]","[('none', 4.36), ('None', 3.27), ('D', 2.7), ('cho', 1.75), ('选', 1.62), ('emb', 1.25), ('cho', 1.08), ('A', 1.05), (""{'"", 0.65), ('sa', 0.62)]"
layer19,"[('د', 1.47), ('iframe', 1.03), ('endes', 0.78), ('esten', 0.76), ('dust', 0.74), ('Datos', 0.73), ('odio', 0.6), ('A', 0.58), ('bez', 0.53), ('соб', 0.5)]","[('D', 7.4), ('none', 4.34), ('None', 3.22), ('A', 3.02), ('选', 1.02), ('emb', 0.76), ('none', 0.6), ('sa', 0.53), ('A', 0.53), ('abei', 0.46)]","[('orsz', 1.34), ('би', 1.18), ('iformes', 1.04), ('cca', 0.91), ('�', 0.76), ('државе', 0.67), ('͡', 0.54), ('gens', 0.51), ('zug', 0.44), ('Alter', 0.44)]","[('none', 7.72), ('None', 4.86), ('D', 1.34), ('A', 1.18), ('None', 0.76), ('none', 0.74), ('选', 0.74), ('aly', 0.7), ('cho', 0.69), ('b', 0.56)]"
layer20,"[('D', 99.42), ('D', 0.58), ('Д', 0.0), ('Д', 0.0), ('d', 0.0), ('DS', 0.0), ('DE', 0.0), ('DE', 0.0), ('DR', 0.0), ('DF', 0.0)]","[('D', 90.88), ('D', 2.64), ('none', 0.44), ('None', 0.34), ('A', 0.15), ('DE', 0.12), ('Docker', 0.07), ('None', 0.05), ('Д', 0.04), ('none', 0.04)]","[('cool', 1.01), ('uso', 0.94), ('еде', 0.75), ('ês', 0.67), ('lein', 0.56), ('Begr', 0.55), ('succ', 0.47), ('ingo', 0.45), ('chev', 0.42), ('ciu', 0.41)]","[('D', 86.41), ('D', 3.43), ('none', 0.65), ('None', 0.32), ('b', 0.16), ('DE', 0.15), ('A', 0.09), ('Docker', 0.08), ('d', 0.08), ('arta', 0.07)]"
layer21,"[('D', 77.45), ('C', 22.51), ('D', 0.02), ('Д', 0.0), ('C', 0.0), ('Ц', 0.0), ('CD', 0.0), ('Cap', 0.0), ('Deep', 0.0), ('Cong', 0.0)]","[('D', 98.75), ('D', 0.92), ('none', 0.01), ('Д', 0.01), ('b', 0.01), ('DE', 0.01), ('C', 0.01), ('None', 0.01), ('A', 0.0), ('Да', 0.0)]","[('A', 51.39), ('phia', 1.64), ('lis', 0.58), ('nof', 0.54), ('dor', 0.52), ('upp', 0.5), ('А', 0.28), ('стра', 0.25), ('trip', 0.25), ('wick', 0.25)]","[('D', 98.2), ('D', 0.89), ('A', 0.12), ('Д', 0.02), ('C', 0.02), ('none', 0.02), ('DE', 0.01), ('A', 0.01), ('b', 0.01), ('B', 0.01)]"
layer22,"[('A', 21.54), ('externes', 1.69), ('房', 0.71), ('abord', 0.62), ('atol', 0.57), ('iformes', 0.57), ('良', 0.5), ('udni', 0.49), ('CTYPE', 0.48), ('stvo', 0.41)]","[('D', 97.1), ('A', 0.97), ('D', 0.83), ('C', 0.04), ('A', 0.04), ('B', 0.03), ('none', 0.02), ('Д', 0.02), ('А', 0.02), ('arta', 0.02)]","[('decl', 1.74), ('Vor', 1.36), ('delayed', 1.15), ('Bef', 0.9), ('shot', 0.64), ('manifest', 0.59), ('ure', 0.57), ('cargo', 0.53), ('才', 0.45), ('withdraw', 0.44)]","[('D', 94.71), ('D', 2.46), ('A', 0.15), ('C', 0.11), ('Д', 0.09), ('None', 0.06), ('none', 0.05), ('B', 0.03), ('arta', 0.02), ('DE', 0.02)]"
layer23,"[('éric', 0.71), ('{{', 0.42), ('Night', 0.26), ('Wein', 0.25), ('коли', 0.24), ('aso', 0.24), ('гер', 0.24), ('Bien', 0.2), ('adem', 0.18), ('AML', 0.18)]","[('D', 92.7), ('D', 2.04), ('A', 0.24), ('C', 0.14), ('Д', 0.12), ('none', 0.1), ('None', 0.07), ('DE', 0.04), ('B', 0.04), ('Д', 0.04)]","[('米', 3.38), ('adi', 3.24), ('зо', 0.98), ('uno', 0.95), ('onnen', 0.61), ('yo', 0.49), ('este', 0.46), ('ContentView', 0.45), ('assen', 0.43), ('etta', 0.39)]","[('D', 76.41), ('D', 4.98), ('A', 0.6), ('none', 0.39), ('None', 0.34), ('Д', 0.28), ('C', 0.26), ('A', 0.13), ('B', 0.13), ('None', 0.12)]"
layer24,"[('A', 11.34), ('A', 0.63), ('А', 0.34), ('RS', 0.22), ('immagini', 0.18), ('refer', 0.17), ('рос', 0.16), ('mieszkań', 0.16), ('TT', 0.16), ('érez', 0.15)]","[('D', 74.21), ('D', 5.99), ('A', 2.54), ('C', 0.34), ('A', 0.34), ('Д', 0.34), ('none', 0.27), ('None', 0.23), ('А', 0.18), ('B', 0.12)]","[('A', 63.07), ('A', 5.99), ('bul', 1.85), ('А', 1.27), ('teger', 0.59), ('<s>', 0.56), ('orgen', 0.41), ('Shakespeare', 0.29), ('rew', 0.17), ('Veg', 0.15)]","[('D', 50.46), ('A', 22.88), ('D', 3.61), ('A', 2.13), ('А', 0.87), ('C', 0.36), ('Д', 0.25), ('None', 0.23), ('none', 0.19), ('BD', 0.13)]"
layer25,"[('//', 99.98), ('//', 0.02), ('{', 0.0), ('///', 0.0), ('\\\\', 0.0), ('////', 0.0), ('///', 0.0), ('/', 0.0), ('////////', 0.0), ('->', 0.0)]","[('D', 46.28), ('A', 20.67), ('D', 4.23), ('A', 2.2), ('А', 0.9), ('C', 0.45), ('Д', 0.29), ('None', 0.22), ('//', 0.22), ('BD', 0.19)]","[('B', 3.16), ('aco', 1.36), ('loy', 0.69), ('gele', 0.53), ('ahu', 0.48), ('ög', 0.46), ('heck', 0.45), ('kir', 0.4), ('/_', 0.38), ('cji', 0.33)]","[('A', 49.54), ('D', 14.94), ('A', 4.15), ('А', 1.78), ('C', 1.45), ('B', 0.8), ('D', 0.66), ('B', 0.26), ('//', 0.21), ('BD', 0.19)]"
layer26,"[('D', 91.93), ('A', 0.74), ('C', 0.12), (""'"", 0.08), ('B', 0.07), ('""', 0.05), ('面', 0.03), ('Warren', 0.02), ('IF', 0.02), ('Д', 0.02)]","[('A', 43.38), ('D', 41.13), ('A', 1.95), ('C', 1.23), ('А', 0.87), ('B', 0.66), ('D', 0.38), ('B', 0.09), ('Д', 0.08), ('//', 0.07)]","[('civil', 1.01), ('hed', 0.82), ('atem', 0.7), ('cide', 0.65), ('scr', 0.64), ('heb', 0.57), ('ding', 0.55), ('aza', 0.53), ('imes', 0.52), ('ex', 0.47)]","[('A', 43.34), ('D', 41.37), ('A', 3.09), ('C', 1.36), ('А', 0.93), ('D', 0.6), ('B', 0.57), ('B', 0.12), ('А', 0.07), ('C', 0.06)]"
layer27,"[(':\u2009', 1.44), ('turns', 1.33), ('Receive', 0.42), ('must', 0.36), ('Give', 0.32), ('♂', 0.31), ('enjo', 0.3), ('зво', 0.3), ('turno', 0.29), ('ora', 0.28)]","[('D', 41.65), ('A', 41.45), ('A', 2.7), ('C', 1.48), ('А', 0.98), ('B', 0.71), ('D', 0.52), ('B', 0.12), ('{', 0.08), ('А', 0.07)]","[('macht', 3.43), ('voc', 1.17), ('vt', 1.15), ('kem', 1.02), ('ulas', 1.01), ('cito', 0.74), ('Tob', 0.53), ('Hello', 0.46), ('nelle', 0.37), ('externes', 0.35)]","[('D', 67.11), ('A', 12.09), ('A', 3.41), ('C', 2.33), ('B', 1.69), ('D', 0.98), ('А', 0.59), ('B', 0.19), ('C', 0.12), ('{', 0.1)]"
layer28,"[('D', 97.06), ('A', 2.8), ('B', 0.09), ('{', 0.02), ('Д', 0.01), ('А', 0.0), ('D', 0.0), ('C', 0.0), ('A', 0.0), ('({', 0.0)]","[('D', 86.41), ('A', 9.71), ('B', 0.88), ('A', 0.85), ('C', 0.65), ('D', 0.29), ('А', 0.19), ('{', 0.05), ('B', 0.03), ('Д', 0.03)]","[('…', 4.04), ('“', 3.0), ('–', 2.74), ('A', 2.26), ('//', 1.73), ('1', 1.57), ('×', 1.27), ('—', 1.1), ('2', 1.04), ('+', 0.83)]","[('D', 45.97), ('A', 43.14), ('A', 5.41), ('B', 1.77), ('C', 1.09), ('D', 0.89), ('А', 0.28), ('B', 0.17), ('{', 0.06), ('C', 0.04)]"
layer29,"[('�', 43.37), ('�', 36.9), ('�', 4.53), ('✔', 3.28), ('✅', 0.44), ('�', 0.24), ('☆', 0.2), ('�', 0.15), ('✿', 0.11), ('★', 0.1)]","[('A', 43.07), ('D', 39.26), ('A', 8.32), ('B', 2.85), ('C', 1.53), ('D', 0.93), ('А', 0.55), ('B', 0.28), ('{', 0.1), ('�', 0.09)]","[('1', 0.94), ('toolbar', 0.77), ('affen', 0.68), ('slant', 0.6), ('8', 0.6), ('goto', 0.57), ('пан', 0.54), ('stein', 0.49), ('7', 0.44), ('6', 0.41)]","[('D', 30.52), ('A', 30.34), ('A', 21.44), ('D', 5.59), ('B', 3.03), ('B', 1.13), ('А', 0.99), ('C', 0.94), ('{', 0.29), ('C', 0.28)]"
layer30,"[('\x91', 2.56), ('{', 0.95), ('`', 0.5), ('illaume', 0.41), ('Ē', 0.36), ('slot', 0.34), ('unos', 0.33), ('mathchar', 0.32), ('utos', 0.32), ('azu', 0.31)]","[('A', 29.46), ('A', 27.03), ('D', 15.25), ('D', 4.91), ('B', 3.74), ('{', 2.15), ('А', 1.37), ('B', 1.27), ('C', 1.02), ('C', 0.47)]","[('\n', 42.18), (',', 32.56), ('(', 10.64), ('I', 4.95), ('from', 3.2), ('1', 1.37), ('.', 0.65), ('-', 0.64), ('2', 0.63), ('and', 0.38)]","[('A', 47.48), ('D', 31.24), ('B', 9.64), ('A', 4.39), ('C', 2.61), ('D', 1.19), ('{', 0.81), ('B', 0.38), ('�', 0.22), ('(', 0.21)]"
layer31,"[('', 2.27), ('!', 0.79), ('(', 0.65), ('bid', 0.63), ('adoop', 0.45), (',', 0.36), ('/', 0.3), ('(', 0.27), ('ade', 0.27), ('/', 0.24)]","[('A', 44.39), ('D', 28.16), ('B', 12.36), ('A', 5.04), ('C', 3.4), ('D', 1.45), ('{', 1.18), ('B', 0.62), ('(', 0.48), ('�', 0.32)]","[('textt', 11.75), ('geprüft', 4.84), ('archivi', 3.58), ('beskre', 3.28), ('Ḩ', 3.01), ('ungsseite', 1.94), ('kwiet', 1.37), ('prü', 1.23), ('AccessorImpl', 0.91), ('stycz', 0.86)]","[('A', 31.44), ('D', 29.25), ('{', 13.36), ('B', 9.58), ('�', 8.1), ('C', 2.76), ('\n', 1.27), ('�', 1.17), ('(', 0.49), ('А', 0.2)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('пута', 9.61), ('archivi', 3.56), ('partiellement', 2.93), ('textt', 1.77), ('sier', 0.83), ('ѐ', 0.76), ('Censo', 0.76), ('konn', 0.69), ('embros', 0.67), ('Хронологија', 0.66)]","[('пута', 21.87), ('partiellement', 1.47), ('Censo', 0.69), ('sterd', 0.61), ('сылки', 0.58), ('empre', 0.45), ('bolds', 0.42), ('писок', 0.37), ('ográfica', 0.34), ('cí', 0.33)]","[('пута', 3.36), ('partiellement', 1.37), ('сылки', 1.13), ('embros', 0.67), ('penas', 0.49), ('gmin', 0.44), ('berga', 0.42), ('sono', 0.42), ('ә', 0.41), ('洞', 0.41)]","[('пута', 18.02), ('partiellement', 2.28), ('сылки', 1.18), ('sterd', 0.7), ('cí', 0.52), ('empre', 0.51), ('bolds', 0.5), ('洞', 0.42), ('ográfica', 0.4), ('totalité', 0.39)]"
