layer9,"[('▁answer', 1.4), ('ô', 1.03), ('jsp', 0.97), ('▁Isa', 0.89), ('▁sim', 0.88), ('▁Gran', 0.61), ('▁Zug', 0.55), ('▁answered', 0.53), ('▁Ch', 0.52), ('ago', 0.38)]","[('1', 60.88), ('2', 19.84), ('3', 5.54), ('4', 2.87), ('9', 1.04), ('0', 0.98), ('7', 0.85), ('5', 0.78), ('6', 0.7), ('A', 0.61)]","[('oux', 5.9), ('sche', 2.62), ('sin', 2.1), ('ami', 1.16), ('itos', 0.87), ('ktur', 0.84), ('amin', 0.66), ('ze', 0.59), ('guide', 0.52), ('wards', 0.5)]","[('1', 52.0), ('2', 15.46), ('3', 8.74), ('4', 2.53), ('A', 2.38), ('0', 1.55), ('5', 1.27), ('9', 1.09), ('8', 0.94), ('7', 0.92)]"
layer10,"[('inas', 1.94), ('▁Ge', 1.42), ('▁indeed', 1.25), ('▁middle', 0.94), ('▁third', 0.52), ('umar', 0.48), ('iker', 0.4), ('▁externas', 0.38), ('▁centre', 0.38), ('▁above', 0.38)]","[('1', 43.07), ('2', 16.41), ('3', 11.69), ('4', 3.06), ('0', 1.98), ('7', 0.76), ('5', 0.75), ('▁', 0.72), ('9', 0.7), ('A', 0.62)]","[('Connect', 1.28), ('CTYPE', 0.49), ('▁cust', 0.48), ('▁Sir', 0.38), ('ё', 0.33), ('▁Bio', 0.32), ('▁nature', 0.31), ('Interface', 0.3), ('▁pes', 0.3), ('▁Britain', 0.3)]","[('1', 45.02), ('2', 17.87), ('3', 17.06), ('4', 2.53), ('0', 1.68), ('▁', 0.88), ('5', 0.64), ('6', 0.46), ('8', 0.37), ('en', 0.33)]"
layer11,"[('uge', 1.62), ('phia', 0.9), ('ingsområ', 0.83), ('idos', 0.7), ('veg', 0.69), ('erdings', 0.56), ('uchte', 0.49), ('baut', 0.43), ('ius', 0.34), ('▁Paolo', 0.33)]","[('1', 42.7), ('2', 17.0), ('3', 16.19), ('4', 2.34), ('0', 1.85), ('5', 0.78), ('▁', 0.59), ('8', 0.45), ('6', 0.43), ('A', 0.36)]","[('iente', 3.93), ('puis', 1.37), ('elsk', 1.2), ('uth', 1.07), ('ven', 0.8), ('▁amet', 0.71), ('undle', 0.68), ('ran', 0.65), ('▁const', 0.58), ('▁Oficina', 0.53)]","[('1', 38.86), ('2', 28.13), ('3', 11.9), ('0', 3.1), ('4', 2.24), ('▁', 0.66), ('5', 0.58), ('8', 0.48), ('a', 0.47), ('en', 0.46)]"
layer12,"[('iemann', 2.24), ('yal', 1.22), ('▁three', 1.14), ('iman', 1.03), ('alion', 0.72), ('мо', 0.63), ('▁gepubliceerd', 0.45), ('▁Schön', 0.41), ('条', 0.4), ('▁Wol', 0.4)]","[('1', 39.56), ('2', 18.77), ('3', 18.06), ('0', 4.89), ('4', 3.06), ('5', 0.9), ('8', 0.42), ('▁', 0.37), ('6', 0.36), ('▁(', 0.35)]","[('sero', 0.99), ('olt', 0.79), ('口', 0.74), ('rain', 0.46), ('▁Rain', 0.46), ('ust', 0.45), ('▁corso', 0.44), ('pt', 0.43), ('SB', 0.42), ('éri', 0.36)]","[('1', 21.4), ('2', 17.53), ('3', 16.52), ('0', 2.64), ('4', 2.52), ('A', 1.83), ('b', 1.48), ('▁', 1.3), ('B', 1.13), ('▁_', 0.75)]"
layer13,"[('▁mér', 1.3), ('line', 0.87), ('ico', 0.8), ('▁correctly', 0.77), ('▁spot', 0.49), ('▁strugg', 0.46), ('ovie', 0.46), ('▁rela', 0.45), ('▁skill', 0.45), ('정', 0.43)]","[('1', 20.3), ('2', 11.99), ('3', 7.06), ('▁', 4.57), ('0', 2.11), ('A', 1.46), ('b', 1.33), ('4', 1.29), ('▁(', 1.27), ('B', 1.22)]","[('▁davon', 1.42), ('št', 0.82), ('瀬', 0.74), ('li', 0.74), ('▁Gree', 0.55), ('▁mét', 0.5), ('loy', 0.43), ('ISTS', 0.42), ('PF', 0.38), ('vá', 0.37)]","[('1', 31.89), ('2', 14.72), ('3', 8.97), ('▁', 3.38), ('0', 2.17), ('B', 1.98), ('4', 1.89), ('b', 1.24), ('A', 1.19), ('c', 0.86)]"
layer14,"[('ę', 0.89), ('jest', 0.82), ('que', 0.58), ('ille', 0.58), ('▁ign', 0.57), ('agnet', 0.49), ('▁odd', 0.48), ('ouse', 0.48), ('dienst', 0.47), ('nier', 0.44)]","[('1', 24.09), ('2', 9.1), ('3', 6.24), ('B', 5.9), ('A', 2.35), ('c', 2.28), ('0', 2.06), ('e', 2.0), ('▁', 1.89), ('b', 1.82)]","[('leid', 1.72), ('▁if', 1.47), ('äft', 0.74), ('▁dor', 0.69), ('zan', 0.68), ('ély', 0.64), ('外', 0.55), ('erson', 0.47), ('▁insert', 0.47), ('▁arte', 0.45)]","[('1', 30.09), ('2', 12.0), ('3', 6.45), ('B', 6.15), ('4', 5.41), ('A', 2.04), ('▁', 1.49), ('b', 1.26), ('0', 1.25), ('<0x0A>', 1.0)]"
layer15,"[('psum', 1.75), ('▁externos', 1.53), ('ответ', 1.52), ('scheid', 0.81), ('osos', 0.74), ('isseur', 0.56), ('▁onderwerp', 0.46), ('▁einmal', 0.31), ('шин', 0.31), ('▁Bat', 0.3)]","[('1', 22.02), ('2', 9.44), ('B', 5.29), ('3', 3.62), ('4', 3.55), ('▁H', 3.41), ('<0x0A>', 2.48), ('▁_', 2.23), ('b', 2.23), ('0', 2.15)]","[('othe', 1.26), ('▁Dal', 1.0), ('jango', 0.72), ('wod', 0.71), ('▁Dre', 0.59), ('▁dal', 0.57), ('▁Record', 0.53), ('brie', 0.51), ('▁Span', 0.5), ('thesis', 0.44)]","[('1', 11.82), ('B', 10.67), ('2', 7.61), ('▁H', 6.95), ('▁_', 5.02), ('b', 3.7), ('4', 3.68), ('3', 3.03), ('<0x0A>', 2.63), ('R', 2.59)]"
layer16,"[('▁D', 1.04), ('feld', 0.88), ('ategy', 0.64), ('▁drum', 0.63), ('A', 0.59), ('iast', 0.52), ('▁Social', 0.51), ('Η', 0.48), ('swer', 0.47), ('▁None', 0.46)]","[('B', 20.36), ('1', 13.49), ('▁H', 7.58), ('2', 4.58), ('<0x0A>', 4.35), ('A', 3.89), ('▁B', 3.05), ('4', 2.1), ('3', 2.06), ('▁_', 1.97)]","[('quelle', 0.86), ('beck', 0.77), ('стви', 0.77), ('uki', 0.68), ('ум', 0.57), ('ango', 0.56), ('ederb', 0.4), ('otal', 0.38), ('̄', 0.38), ('ван', 0.36)]","[('1', 13.99), ('B', 11.23), ('▁A', 5.63), ('2', 4.37), ('▁_', 4.23), ('▁H', 3.9), ('▁D', 3.69), ('<0x0A>', 3.3), ('3', 2.72), ('A', 2.55)]"
layer17,"[('D', 15.89), ('▁D', 5.6), ('▁fün', 0.63), ('▁ker', 0.61), ('дей', 0.6), ('า', 0.54), ('▁Д', 0.45), ('unker', 0.42), ('▁lungo', 0.36), ('TD', 0.34)]","[('▁D', 22.12), ('B', 14.08), ('D', 13.14), ('1', 6.44), ('4', 6.28), ('A', 3.06), ('▁A', 1.84), ('2', 1.75), ('3', 1.68), ('▁_', 1.47)]","[('❯', 2.28), ('mut', 1.63), ('▁Lan', 1.03), ('anten', 0.74), ('ignon', 0.73), ('島', 0.72), ('▁Einzeln', 0.65), ('bindung', 0.54), ('<0x8A>', 0.53), ('▁fail', 0.52)]","[('▁D', 20.89), ('B', 10.78), ('D', 8.64), ('4', 5.35), ('1', 5.32), ('A', 3.26), ('▁A', 2.8), ('2', 2.29), ('3', 1.95), ('b', 1.7)]"
layer18,"[('▁alphabet', 21.64), ('▁#', 16.35), ('▁letter', 5.08), ('▁none', 2.72), ('▁None', 1.31), ('<0xBB>', 1.22), ('▁letters', 1.19), ('▁A', 0.84), ('Option', 0.84), ('none', 0.64)]","[('▁D', 17.58), ('B', 16.43), ('▁A', 9.76), ('D', 9.65), ('A', 8.41), ('▁B', 3.38), ('C', 3.06), ('▁None', 2.22), ('▁none', 1.99), ('b', 1.57)]","[('▁Alc', 2.77), ('äler', 1.89), ('bis', 1.63), ('iből', 0.98), ('▁ring', 0.8), ('zony', 0.71), ('icina', 0.67), ('ikz', 0.56), ('▁connexes', 0.49), ('▁aff', 0.46)]","[('▁D', 21.06), ('B', 14.76), ('▁A', 12.3), ('A', 7.42), ('▁B', 3.68), ('D', 3.61), ('C', 2.97), ('b', 2.83), ('▁C', 1.63), ('▁None', 1.34)]"
layer19,"[('A', 18.14), ('▁A', 3.01), ('▁D', 2.9), ('D', 2.81), ('{', 2.28), ('▁{', 2.04), ('3', 1.03), ('د', 0.98), ('▁III', 0.68), ('G', 0.64)]","[('▁D', 33.95), ('▁A', 20.46), ('A', 16.96), ('B', 6.59), ('D', 5.66), ('C', 2.23), ('b', 1.77), ('▁C', 0.97), ('▁B', 0.95), ('2', 0.7)]","[('би', 1.37), ('orsz', 1.0), ('cca', 0.99), ('<0xAF>', 0.85), ('▁државе', 0.68), ('iformes', 0.54), ('▁Alter', 0.42), ('▁infin', 0.41), ('gens', 0.4), ('inho', 0.39)]","[('A', 22.47), ('▁A', 16.86), ('▁D', 13.08), ('B', 11.51), ('b', 7.71), ('D', 6.61), ('C', 3.0), ('4', 2.12), ('2', 1.59), ('c', 1.21)]"
layer20,"[('▁D', 99.93), ('D', 0.07), ('▁Д', 0.0), ('▁d', 0.0), ('Д', 0.0), ('▁DE', 0.0), ('DE', 0.0), ('DS', 0.0), ('d', 0.0), ('DR', 0.0)]","[('▁D', 88.68), ('D', 10.72), ('A', 0.2), ('▁A', 0.17), ('B', 0.07), ('b', 0.04), ('d', 0.03), ('C', 0.02), ('▁B', 0.01), ('2', 0.01)]","[('▁cool', 2.21), ('▁b', 0.81), ('▁spot', 0.68), ('▁followed', 0.67), ('uso', 0.59), ('▁succ', 0.56), ('sub', 0.5), ('еде', 0.46), ('lein', 0.4), ('▁Class', 0.39)]","[('▁D', 88.85), ('D', 10.4), ('A', 0.22), ('b', 0.15), ('▁A', 0.12), ('B', 0.09), ('d', 0.06), ('C', 0.02), ('▁B', 0.01), ('c', 0.01)]"
layer21,"[('▁D', 76.33), ('▁C', 23.65), ('D', 0.02), ('C', 0.0), ('▁Д', 0.0), ('▁B', 0.0), ('▁Ц', 0.0), ('▁Cap', 0.0), ('▁Deep', 0.0), ('CD', 0.0)]","[('▁D', 94.91), ('D', 5.01), ('b', 0.02), ('A', 0.02), ('B', 0.01), ('C', 0.01), ('▁C', 0.01), ('▁A', 0.0), ('d', 0.0), ('▁B', 0.0)]","[('▁A', 92.47), ('1', 0.63), ('2', 0.37), ('A', 0.32), ('phia', 0.1), ('▁c', 0.07), ('3', 0.07), ('▁А', 0.06), ('▁of', 0.06), ('▁AB', 0.05)]","[('▁D', 94.85), ('D', 4.48), ('▁A', 0.32), ('A', 0.18), ('▁C', 0.04), ('B', 0.03), ('b', 0.02), ('C', 0.02), ('1', 0.01), ('2', 0.01)]"
layer22,"[('▁A', 29.07), ('▁externes', 1.96), ('iformes', 0.69), ('良', 0.65), ('atol', 0.64), ('房', 0.63), ('▁B', 0.53), ('abord', 0.53), ('CTYPE', 0.5), ('udni', 0.46)]","[('▁D', 92.46), ('D', 4.12), ('▁A', 2.52), ('A', 0.61), ('▁C', 0.08), ('B', 0.07), ('C', 0.05), ('▁B', 0.04), ('b', 0.03), ('2', 0.01)]","[('decl', 2.1), ('Vor', 1.38), ('▁delayed', 1.26), ('manifest', 0.74), ('▁cargo', 0.72), ('▁Bef', 0.7), ('▁withdraw', 0.7), ('▁decl', 0.53), ('▁joined', 0.5), ('▁sig', 0.5)]","[('▁D', 89.69), ('D', 9.24), ('▁A', 0.41), ('▁C', 0.19), ('A', 0.19), ('C', 0.11), ('B', 0.07), ('▁B', 0.03), ('b', 0.02), ('2', 0.0)]"
layer23,"[('éric', 2.34), ('{{', 0.9), ('гер', 0.55), ('▁Wein', 0.52), ('коли', 0.51), ('férences', 0.42), ('▁familjen', 0.42), ('▁Night', 0.39), ('▁Bien', 0.37), ('pieler', 0.36)]","[('▁D', 85.87), ('D', 12.14), ('▁A', 0.69), ('A', 0.5), ('C', 0.27), ('▁C', 0.22), ('B', 0.13), ('▁B', 0.04), ('b', 0.04), ('2', 0.01)]","[('adi', 5.1), ('米', 2.34), ('uno', 0.97), ('зо', 0.92), ('yo', 0.8), ('este', 0.66), ('etta', 0.42), ('▁spo', 0.37), ('onnen', 0.36), ('ors', 0.34)]","[('▁D', 62.82), ('D', 30.44), ('A', 2.61), ('▁A', 1.59), ('B', 0.87), ('C', 0.69), ('▁C', 0.37), ('b', 0.19), ('▁B', 0.12), ('1', 0.05)]"
layer24,"[('▁A', 58.29), ('A', 5.81), ('▁А', 0.5), ('it', 0.34), ('D', 0.27), ('at', 0.27), ('RS', 0.27), ('TT', 0.21), ('el', 0.2), ('refer', 0.2)]","[('▁D', 61.61), ('D', 28.11), ('▁A', 4.9), ('A', 3.88), ('B', 0.54), ('C', 0.46), ('▁C', 0.31), ('▁B', 0.07), ('b', 0.03), ('1', 0.02)]","[('▁A', 94.37), ('A', 3.48), ('bul', 0.13), ('▁А', 0.13), ('▁Shakespeare', 0.03), ('ade', 0.02), ('rew', 0.02), ('▁Veg', 0.02), ('▁De', 0.02), ('▁Bul', 0.02)]","[('▁A', 41.98), ('▁D', 29.39), ('A', 17.93), ('D', 9.79), ('B', 0.27), ('C', 0.26), ('▁C', 0.25), ('▁B', 0.04), ('b', 0.03), ('1', 0.01)]"
layer25,"[('▁//', 99.99), ('//', 0.01), ('▁{', 0.0), ('▁///', 0.0), ('▁\\\\', 0.0), ('////', 0.0), ('///', 0.0), ('▁/', 0.0), ('////////', 0.0), ('▁/\\', 0.0)]","[('▁A', 33.7), ('▁D', 33.61), ('A', 15.87), ('D', 15.38), ('B', 0.56), ('C', 0.28), ('▁C', 0.27), ('▁B', 0.08), ('b', 0.04), ('1', 0.04)]","[('▁B', 12.44), ('aco', 1.4), ('gele', 0.72), ('▁C', 0.64), ('1', 0.59), ('loy', 0.58), ('ahu', 0.53), ('ög', 0.5), ('cji', 0.43), ('kir', 0.39)]","[('▁A', 65.62), ('A', 21.86), ('▁D', 7.7), ('D', 1.43), ('B', 1.27), ('▁C', 0.89), ('▁B', 0.48), ('C', 0.32), ('1', 0.14), ('2', 0.06)]"
layer26,"[('▁D', 99.5), ('▁A', 0.41), ('▁C', 0.03), ('▁B', 0.01), (""▁'"", 0.01), ('▁""', 0.01), ('A', 0.0), ('D', 0.0), ('▁E', 0.0), (',', 0.0)]","[('▁A', 67.24), ('▁D', 22.62), ('A', 8.34), ('▁C', 0.65), ('D', 0.53), ('▁B', 0.24), ('B', 0.23), ('C', 0.08), ('<0x0A>', 0.01), ('1', 0.01)]","[('ex', 1.83), ('S', 1.68), ('▁civil', 1.12), ('A', 1.03), ('G', 1.01), ('Y', 0.98), ('Sc', 0.88), ('▁', 0.87), ('E', 0.86), ('hed', 0.71)]","[('▁A', 60.5), ('▁D', 20.19), ('A', 16.74), ('D', 1.06), ('▁C', 0.7), ('B', 0.38), ('▁B', 0.21), ('C', 0.15), ('1', 0.01), ('<0x0A>', 0.01)]"
layer27,"[(':\u2009', 7.82), ('♂', 1.06), ('▁turns', 0.86), ('Receive', 0.77), ('▁turno', 0.53), ('зво', 0.53), ('aterra', 0.45), ('▁`{', 0.38), ('бра', 0.36), ('ld', 0.35)]","[('▁A', 54.61), ('A', 25.88), ('▁D', 15.92), ('D', 1.69), ('B', 0.68), ('▁C', 0.65), ('C', 0.25), ('▁B', 0.19), ('1', 0.02), ('<0x0A>', 0.02)]","[('▁(', 8.89), ('▁B', 1.37), ('macht', 1.31), ('▁voc', 1.21), ('▁v', 1.03), ('▁b', 1.02), ('vt', 0.78), ('▁with', 0.74), ('▁met', 0.63), ('kem', 0.62)]","[('A', 39.44), ('▁D', 33.77), ('▁A', 18.16), ('D', 4.06), ('▁C', 1.51), ('B', 1.39), ('C', 0.69), ('▁B', 0.69), ('<0x0A>', 0.06), ('1', 0.04)]"
layer28,"[('▁D', 96.87), ('▁A', 3.01), ('▁B', 0.08), ('▁{', 0.03), ('▁C', 0.0), ('▁Д', 0.0), ('▁А', 0.0), ('D', 0.0), ('A', 0.0), ('🌍', 0.0)]","[('▁D', 65.56), ('▁A', 24.68), ('A', 7.4), ('D', 1.04), ('▁B', 0.55), ('▁C', 0.49), ('B', 0.19), ('C', 0.06), ('▁{', 0.01), ('<0x0A>', 0.0)]","[('“', 6.01), ('A', 4.21), ('…', 3.15), ('1', 2.28), ('2', 2.28), ('–', 1.56), ('The', 1.54), ('//', 1.38), ('B', 1.13), ('×', 1.04)]","[('A', 52.35), ('▁A', 33.01), ('▁D', 8.86), ('D', 3.63), ('B', 1.24), ('▁B', 0.39), ('▁C', 0.26), ('C', 0.21), ('<0x0A>', 0.01), ('▁{', 0.01)]"
layer29,"[('<0xE2>', 44.28), ('<0xF0>', 42.17), ('<0xEF>', 4.0), ('✔', 3.38), ('✅', 0.39), ('☆', 0.17), ('<0xEE>', 0.17), ('<0xE1>', 0.14), ('★', 0.09), ('✿', 0.07)]","[('A', 54.65), ('▁A', 27.47), ('▁D', 11.09), ('D', 3.4), ('B', 1.54), ('▁B', 0.91), ('▁C', 0.37), ('C', 0.34), ('<0x0A>', 0.08), ('<0xF0>', 0.03)]","[('1', 29.36), ('8', 7.12), ('6', 5.5), ('7', 5.37), ('5', 2.97), ('-', 2.8), ('4', 2.4), ('D', 1.52), ('0', 1.31), ('x', 1.2)]","[('A', 76.37), ('D', 11.58), ('▁A', 5.14), ('B', 3.56), ('▁D', 2.05), ('C', 0.68), ('▁B', 0.27), ('▁C', 0.06), ('<0x0A>', 0.05), ('▁{', 0.03)]"
layer30,"[('\x91', 3.65), ('▁Einzelnach', 1.6), ('mathchar', 1.09), ('▁Попис', 0.97), ('illaume', 0.94), ('<0xF3>', 0.76), ('Ē', 0.76), ('▁{', 0.75), ('utos', 0.54), ('giore', 0.53)]","[('A', 81.31), ('D', 7.6), ('▁A', 4.68), ('B', 2.79), ('▁D', 1.39), ('C', 0.7), ('▁{', 0.48), ('▁B', 0.47), ('<0x0A>', 0.08), ('▁C', 0.08)]","[('▁from', 20.33), (',', 15.29), ('<0x0A>', 13.6), ('▁(', 9.67), ('▁I', 5.8), ('1', 3.67), ('<0xE2>', 3.44), ('2', 2.19), ('▁on', 1.73), ('▁-', 1.62)]","[('A', 34.02), ('▁A', 29.54), ('▁D', 12.12), ('D', 6.35), ('▁B', 5.08), ('<0x0A>', 4.11), ('B', 2.65), ('▁{', 1.1), ('▁C', 0.87), ('C', 0.69)]"
layer31,"[('▁esterni', 2.64), ('adoop', 1.26), ('!', 0.78), ('▁bid', 0.6), ('▁', 0.42), ('ogeneous', 0.39), ('▁rgba', 0.37), ('ependant', 0.36), ('▁SELECT', 0.33), ('▁Dios', 0.31)]","[('A', 33.65), ('▁A', 20.37), ('▁D', 11.0), ('D', 9.08), ('▁B', 6.56), ('<0xF0>', 3.49), ('B', 3.44), ('▁{', 3.1), ('▁C', 1.49), ('C', 1.45)]","[('▁geprüft', 22.14), ('▁beskre', 6.09), ('textt', 5.14), ('▁prü', 3.78), ('▁kwiet', 2.59), ('ungsseite', 2.2), ('▁stycz', 1.43), ('Ḩ', 1.1), ('▁sierp', 0.92), ('▁(`', 0.81)]","[('▁A', 31.44), ('▁D', 29.25), ('▁{', 13.36), ('▁B', 9.58), ('<0xF0>', 8.1), ('▁C', 2.76), ('<0x0A>', 1.27), ('<0xE2>', 1.17), ('▁(', 0.49), ('▁А', 0.2)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
