Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer10,"[('дова', 2), ('olia', 1), ('ån', 1), ('ucha', 1), ('iből', 0), ('hai', 0), ('acy', 0), ('arel', 0), ('above', 0), ('gresql', 0)]","[('brie', 0), ('dfs', 0), ('j', 0), ('kwiet', 0), ('Jules', 0), ('layers', 0), ('孝', 0), ('Complex', 0), ('agi', 0), ('hat', 0)]","[('�', 0), ('ovy', 0), ('trou', 0), ('~[', 0), ('isat', 0), ('hnen', 0), ('Ren', 0), ('somet', 0), ('itza', 0), ('йм', 0)]","[('brie', 0), ('kwiet', 0), ('layers', 0), ('hat', 0), ('aram', 0), ('cente', 0), ('ouwen', 0), ('onda', 0), ('ето', 0), ('lide', 0)]"
layer11,"[('ederb', 2), ('externas', 1), ('endo', 1), ('VICE', 1), ('дав', 0), ('úblic', 0), ('ués', 0), ('idea', 0), ('dro', 0), ('реди', 0)]","[('layers', 1), ('doFilter', 1), ('его', 0), ('cente', 0), ('idea', 0), ('kwiet', 0), ('Sitz', 0), ('uit', 0), ('layers', 0), ('brie', 0)]","[('ann', 4), ('strap', 0), ('cli', 0), ('pedig', 0), ('ByVal', 0), ('mos', 0), ('Fire', 0), ('Пе', 0), ('iter', 0), ('stra', 0)]","[('layers', 1), ('ово', 0), ('Sitz', 0), ('burger', 0), ('udio', 0), ('lide', 0), ('aram', 0), ('Express', 0), ('erdings', 0), ('fred', 0)]"
layer12,"[('lint', 2), (""'"", 1), ('pol', 1), ('rules', 1), ('terne', 0), ('ög', 0), ('rules', 0), ('нциклопеди', 0), ('ruled', 0), ('cente', 0)]","[('layers', 2), ('cente', 1), ('burger', 1), ('ово', 0), ('Sitz', 0), ('headers', 0), ('cin', 0), ('fred', 0), ('Aber', 0), ('first', 0)]","[('uve', 1), ('ap', 1), ('dorf', 1), ('ifen', 1), ('exc', 0), ('append', 0), ('ワ', 0), ('relative', 0), ('ufen', 0), ('ori', 0)]","[('headers', 1), ('aram', 1), ('fred', 0), ('cente', 0), ('burger', 0), ('bert', 0), ('automatically', 0), ('first', 0), ('̂', 0), ('dfs', 0)]"
layer13,"[('adora', 1), ('jur', 1), ('fr', 0), ('onato', 0), ('bu', 0), ('odos', 0), ('Complex', 0), ('intersection', 0), ('TypeError', 0), ('oba', 0)]","[('fred', 2), ('burger', 2), ('headers', 0), ('Energy', 0), ('appropri', 0), ('erdings', 0), ('рис', 0), ('égr', 0), ('appropriate', 0), ('automatically', 0)]","[('rc', 1), ('qq', 1), ('ttp', 1), ('ấ', 1), ('wur', 1), ('gz', 0), ('obil', 0), ('Brandenburg', 0), ('kir', 0), ('eres', 0)]","[('burger', 3), ('fred', 1), ('Energy', 0), ('uit', 0), ('EGIN', 0), ('ĭ', 0), ('oben', 0), ('McK', 0), ('рис', 0), ('cente', 0)]"
layer14,"[('HS', 1), ('odor', 1), ('Donald', 1), ('explo', 0), ('endorf', 0), ('agini', 0), ('доступ', 0), ('hens', 0), ('riel', 0), ('DL', 0)]","[('burger', 1), ('fred', 0), ('cente', 0), ('erdings', 0), ('uit', 0), ('uniqu', 0), ('Jer', 0), ('Hat', 0), ('dfs', 0), ('agini', 0)]","[('porte', 1), ('istik', 1), ('unta', 0), ('aus', 0), ('wo', 0), ('Wikip', 0), ('tres', 0), ('体', 0), ('icht', 0), ('axy', 0)]","[('burger', 3), ('....', 0), ('dfs', 0), ('uit', 0), ('cente', 0), ('+)', 0), ('Jer', 0), ('őd', 0), ('Daily', 0), ('uniqu', 0)]"
layer15,"[('живе', 1), ('adel', 1), ('aden', 1), ('あ', 1), ('illaume', 0), ('gende', 0), ('terne', 0), ('forge', 0), ('ю', 0), ('icamente', 0)]","[('burger', 3), ('McK', 0), ('uit', 0), ('agini', 0), ('cente', 0), ('Jer', 0), ('dfs', 0), ('branches', 0), ('uniqu', 0), ('мери', 0)]","[('datab', 2), ('totalité', 2), ('gow', 1), ('occ', 1), ('切', 0), ('égl', 0), ('alet', 0), ('horn', 0), ('zat', 0), ('uno', 0)]","[('burger', 1), ('gan', 0), ('cente', 0), ('agini', 0), ('dfs', 0), ('Charlot', 0), ('änner', 0), ('竹', 0), ('....', 0), ('opol', 0)]"
layer16,"[('D', 65), ('дав', 0), ('D', 0), ('anci', 0), ('DP', 0), ('Д', 0), ('department', 0), ('ด', 0), ('̂', 0), ('修', 0)]","[('burger', 1), ('cente', 1), ('D', 1), ('dfs', 1), ('undo', 0), ('imo', 0), ('DP', 0), ('dale', 0), ('änner', 0), ('agini', 0)]","[('haupt', 2), ('Pit', 2), ('enz', 1), ('dens', 0), ('verk', 0), ('œuvre', 0), ('ruf', 0), ('iella', 0), ('capit', 0), ('eus', 0)]","[('burger', 2), ('undo', 0), ('D', 0), ('dfs', 0), ('...)', 0), ('ván', 0), ('Charlot', 0), ('Hans', 0), ('haupt', 0), ('dale', 0)]"
layer17,"[('Label', 2), ('Label', 1), ('WID', 1), ('erm', 1), ('ze', 1), ('hook', 0), ('""(', 0), ('unde', 0), ('land', 0), ('LAB', 0)]","[('D', 1), ('burger', 1), ('undo', 1), ('+)', 0), ('соответ', 0), ('...)', 0), ('cente', 0), ('dale', 0), ('Hans', 0), ('agini', 0)]","[('座', 1), ('Columns', 1), ('Pref', 0), ('beck', 0), ('ability', 0), ('ongodb', 0), ('cca', 0), ('cket', 0), ('library', 0), ('府', 0)]","[('+)', 2), ('burger', 1), ('undo', 1), ('dale', 1), ('D', 0), ('dfs', 0), ('соответ', 0), ('...)', 0), ('Charlot', 0), ('haupt', 0)]"
layer18,"[('F', 66), ('#', 12), ('F', 4), ('#(', 0), ('letter', 0), ('Ф', 0), ('alphabet', 0), ('oport', 0), ('igin', 0), ('letters', 0)]","[('D', 2), ('burger', 2), ('+)', 1), ('undo', 0), ('dfs', 0), ('lem', 0), ('F', 0), ('Charlot', 0), ('ropy', 0), ('haupt', 0)]","[('zan', 2), ('a', 1), ('ave', 0), ('ragment', 0), ('(/', 0), ('ответ', 0), ('‹', 0), ('ur', 0), ('IC', 0), ('mar', 0)]","[('+)', 2), ('D', 1), ('burger', 1), ('dfs', 0), ('ď', 0), ('lem', 0), ('...)', 0), ('F', 0), ('undo', 0), ('D', 0)]"
layer19,"[('K', 39), ('G', 24), ('N', 0), ('ﬁ', 0), ('Schw', 0), ('stack', 0), ('usch', 0), ('дон', 0), ('ahu', 0), ('St', 0)]","[('D', 4), ('+)', 1), ('F', 1), ('D', 1), ('...)', 0), ('ď', 0), ('undo', 0), ('burger', 0), ('A', 0), ('dfs', 0)]","[('SC', 1), ('cors', 1), ('ív', 0), ('�', 0), ('skog', 0), ('ikor', 0), ('tring', 0), ('inverse', 0), ('Loren', 0), ('iah', 0)]","[('D', 6), ('+)', 3), ('F', 2), ('D', 1), ('...)', 0), ('B', 0), ('ď', 0), ('A', 0), ('undo', 0), ('F', 0)]"
layer20,"[('Storage', 70), ('storage', 17), ('Storage', 6), ('E', 3), ('storage', 1), ('stored', 0), ('stor', 0), ('storing', 0), ('stor', 0), ('E', 0)]","[('D', 15), ('F', 3), ('D', 2), ('E', 2), ('+)', 1), ('...)', 0), ('F', 0), ('uit', 0), ('ď', 0), ('storage', 0)]","[(""'}"", 6), ('*}', 4), ('ּ', 1), ('?}', 1), ('}', 1), ('ritt', 1), ('()}', 0), ('!}', 0), ('ací', 0), ('onomy', 0)]","[('D', 18), ('D', 3), ('E', 2), ('F', 2), ('+)', 2), ('ď', 0), ('...)', 0), ('B', 0), ('F', 0), ('iella', 0)]"
layer21,"[('D', 99), ('D', 0), ('Д', 0), ('transport', 0), ('transport', 0), ('(', 0), ('C', 0), ('Transport', 0), ('(', 0), ('inst', 0)]","[('D', 93), ('D', 4), ('+)', 0), ('F', 0), ('E', 0), ('B', 0), ('...)', 0), ('C', 0), ('storage', 0), ('F', 0)]","[('A', 17), ('A', 15), ('ァ', 1), ('AB', 0), ('berga', 0), ('dur', 0), ('�', 0), ('raste', 0), ('terra', 0), ('Ľ', 0)]","[('D', 91), ('D', 6), ('A', 0), ('F', 0), ('+)', 0), ('B', 0), ('E', 0), ('A', 0), ('C', 0), ('F', 0)]"
layer22,"[('CN', 78), ('G', 10), ('H', 3), ('G', 0), ('cn', 0), ('CNN', 0), ('A', 0), ('HH', 0), ('Nancy', 0), ('H', 0)]","[('D', 91), ('D', 5), ('A', 0), ('E', 0), ('F', 0), ('B', 0), ('+)', 0), ('A', 0), ('G', 0), ('C', 0)]","[('Identity', 2), ('ensus', 1), ('limp', 1), ('encias', 0), ('ClickListener', 0), ('jak', 0), ('proport', 0), ('AS', 0), ('Censo', 0), ('patr', 0)]","[('D', 88), ('D', 7), ('F', 0), ('E', 0), ('A', 0), ('+)', 0), ('B', 0), ('G', 0), ('F', 0), ('C', 0)]"
layer23,"[('modules', 34), ('M', 29), ('module', 17), ('Module', 14), ('Module', 1), ('module', 1), ('M', 0), ('Mod', 0), ('L', 0), ('LM', 0)]","[('D', 85), ('D', 8), ('F', 0), ('A', 0), ('E', 0), ('B', 0), ('+)', 0), ('L', 0), ('ď', 0), ('Daily', 0)]","[('Q', 39), ('K', 13), ('G', 8), ('Q', 4), ('J', 2), ('E', 2), ('ken', 0), ('F', 0), ('q', 0), ('Z', 0)]","[('D', 91), ('D', 5), ('E', 0), ('F', 0), ('G', 0), ('B', 0), ('A', 0), ('L', 0), ('C', 0), ('F', 0)]"
layer24,"[('storage', 58), ('Storage', 27), ('retr', 5), ('Storage', 4), ('Retrie', 1), ('storage', 1), ('Ret', 0), ('retrieve', 0), ('Ret', 0), ('storing', 0)]","[('D', 87), ('D', 7), ('storage', 1), ('Storage', 0), ('retr', 0), ('Storage', 0), ('F', 0), ('stored', 0), ('retrieve', 0), ('E', 0)]","[('inkel', 2), ('gren', 2), ('otti', 1), ('orno', 1), ('ี', 0), ('ază', 0), ('Référence', 0), ('innen', 0), ('ITable', 0), ('krie', 0)]","[('D', 89), ('D', 6), ('storage', 0), ('Storage', 0), ('retr', 0), ('F', 0), ('stored', 0), ('Storage', 0), ('A', 0), ('retrieve', 0)]"
layer25,"[('–', 99), ('Paint', 0), ('paint', 0), ('painting', 0), ('painted', 0), ('pain', 0), ('</', 0), ('painter', 0), ('peint', 0), ('}</', 0)]","[('D', 83), ('D', 9), ('storage', 1), ('Storage', 0), ('stored', 0), ('Storage', 0), ('retr', 0), ('F', 0), ('B', 0), ('A', 0)]","[('D', 99), ('D', 0), ('B', 0), ('C', 0), ('E', 0), ('Dy', 0), ('Д', 0), ('DBC', 0), ('d', 0), ('A', 0)]","[('D', 95), ('D', 4), ('storage', 0), ('B', 0), ('E', 0), ('A', 0), ('Storage', 0), ('F', 0), ('stored', 0), ('Storage', 0)]"
layer26,"[('inst', 80), ('K', 10), ('Inst', 3), ('inst', 1), ('dr', 0), ('Institute', 0), ('Inst', 0), ('H', 0), ('instit', 0), ('INST', 0)]","[('D', 97), ('D', 1), ('E', 0), ('A', 0), ('storage', 0), ('F', 0), ('B', 0), ('Storage', 0), ('stored', 0), ('C', 0)]","[('cí', 0), ('CI', 0), ('rès', 0), ('ettes', 0), ('servable', 0), ('AX', 0), ('reso', 0), ('useppe', 0), ('repub', 0), ('estimated', 0)]","[('D', 96), ('D', 2), ('storage', 0), ('F', 0), ('E', 0), ('A', 0), ('Storage', 0), ('E', 0), ('B', 0), ('stored', 0)]"
layer27,"[('click', 4), ('}>', 1), ('give', 0), ('""}', 0), ('Bull', 0), ('}', 0), ('download', 0), ('}{', 0), ('oro', 0), ('picture', 0)]","[('D', 96), ('D', 2), ('storage', 0), ('E', 0), ('F', 0), ('A', 0), ('Storage', 0), ('B', 0), ('E', 0), ('Storage', 0)]","[('I', 10), ('i', 8), ('C', 5), ('iella', 3), ('O', 2), ('H', 2), ('G', 1), ('A', 0), ('M', 0), ('a', 0)]","[('D', 90), ('D', 8), ('storage', 0), ('Storage', 0), ('E', 0), ('E', 0), ('A', 0), ('F', 0), ('A', 0), ('stored', 0)]"
layer28,"[('–', 97), ('D', 2), ('H', 0), ('E', 0), ('K', 0), ('–', 0), ('B', 0), ('D', 0), ('H', 0), ('J', 0)]","[('D', 95), ('D', 3), ('E', 0), ('F', 0), ('E', 0), ('A', 0), ('storage', 0), ('A', 0), ('B', 0), ('Storage', 0)]","[('I', 20), ('Ret', 17), ('ret', 8), ('S', 3), ('ret', 3), ('Ret', 3), ('retro', 2), ('G', 2), ('waiting', 2), ('B', 2)]","[('D', 62), ('D', 33), ('E', 0), ('A', 0), ('C', 0), ('E', 0), ('G', 0), ('A', 0), ('storage', 0), ('F', 0)]"
layer29,"[('F', 69), ('the', 1), ('A', 1), ('C', 1), ('the', 0), ('}{', 0), (')[', 0), ('produit', 0), (')}{', 0), ('E', 0)]","[('D', 47), ('D', 45), ('F', 0), ('A', 0), ('E', 0), ('A', 0), ('E', 0), ('C', 0), ('F', 0), ('G', 0)]","[('L', 19), ('D', 16), ('A', 11), ('1', 9), ('F', 6), ('B', 5), ('G', 1), ('I', 1), ('CH', 1), ('M', 1)]","[('D', 84), ('D', 9), ('A', 1), ('E', 0), ('F', 0), ('C', 0), ('F', 0), ('G', 0), ('A', 0), ('B', 0)]"
layer30,"[('produ', 25), ('produ', 2), ('Produ', 1), ('produced', 1), ('produz', 1), ('producing', 0), ('❯', 0), ('LENG', 0), ('produce', 0), ('produces', 0)]","[('D', 87), ('D', 4), ('A', 2), ('E', 1), ('F', 0), ('C', 0), ('G', 0), ('B', 0), ('F', 0), ('A', 0)]","[('B', 14), ('D', 14), ('I', 14), ('F', 12), ('1', 5), ('L', 3), ('H', 3), ('S', 3), ('C', 2), ('I', 2)]","[('D', 93), ('A', 1), ('D', 1), ('F', 1), ('E', 0), ('C', 0), ('B', 0), ('G', 0), ('L', 0), ('H', 0)]"
layer31,"[('(', 37), ('(', 7), ('(-', 2), ('_', 1), ('[', 1), ('/', 1), ('+', 0), ('*', 0), ('*(', 0), ('[', 0)]","[('D', 92), ('F', 1), ('A', 1), ('D', 0), ('C', 0), ('E', 0), ('B', 0), ('G', 0), ('L', 0), ('H', 0)]","[('K', 4), ('I', 0), ('H', 0), ('F', 0), ('E', 0), ('WRITE', 0), ('INSERT', 0), ('write', 0), ('CONT', 0), ('INST', 0)]","[('D', 55), ('F', 11), ('A', 8), ('E', 6), ('C', 4), ('B', 2), ('G', 2), ('H', 1), ('K', 1), ('L', 1)]"
