layer9,"[('inea', 2), ('usqu', 1), ('asia', 1), ('ucha', 1), ('hd', 0), ('yme', 0), ('rör', 0), ('vul', 0), ('HD', 0), ('ogene', 0)]","[('straight', 1), ('exec', 0), ('per', 0), ('Stra', 0), ('cus', 0), ('Trop', 0), ('̄', 0), ('lean', 0), ('sterd', 0), ('-,', 0)]","[('NA', 2), ('ialog', 2), ('Ritter', 1), ('zte', 1), ('ole', 1), ('stag', 0), ('InstanceState', 0), ('Pale', 0), ('opf', 0), ('derr', 0)]","[('ạ', 2), ('sterd', 1), ('tout', 0), ('halten', 0), ('stoff', 0), ('Arthur', 0), ('publique', 0), ('exec', 0), ('Graham', 0), ('ynie', 0)]"
layer10,"[('TeX', 1), ('ea', 0), ('Hat', 0), ('heimer', 0), ('sap', 0), ('Système', 0), ('ellen', 0), ('ighth', 0), ('Bedeut', 0), ('ŝ', 0)]","[('publique', 1), ('ạ', 0), ('tout', 0), ('sterd', 0), ('là', 0), ('ynie', 0), ('prü', 0), ('halten', 0), ('ág', 0), ('打', 0)]","[('\xad', 1), ('ido', 1), ('engine', 1), ('pro', 0), ('回', 0), ('pi', 0), ('lif', 0), ('галь', 0), ('sid', 0), ('travers', 0)]","[('uf', 0), ('Arthur', 0), ('shal', 0), ('Air', 0), ('Brig', 0), ('là', 0), ('ási', 0), ('pair', 0), ('cus', 0), ('Sierra', 0)]"
layer11,"[('imo', 11), ('�', 1), ('Santo', 0), ('ske', 0), ('catch', 0), ('SN', 0), ('irc', 0), ('рито', 0), ('◄', 0), ('screen', 0)]","[('uf', 0), ('Air', 0), ('ág', 0), ('indo', 0), ('ख', 0), ('ả', 0), ('wan', 0), ('matching', 0), ('cus', 0), ('gon', 0)]","[('ted', 1), ('ustom', 0), ('ове', 0), ('tab', 0), ('ener', 0), ('kra', 0), ('wald', 0), ('oe', 0), ('archivi', 0), ('aje', 0)]","[('uf', 1), ('tout', 0), ('‹', 0), ('Kra', 0), ('lang', 0), ('Air', 0), ('gon', 0), ('смо', 0), ('Tournament', 0), ('</s>', 0)]"
layer12,"[('gresql', 1), ('hnen', 0), ('Ferd', 0), ('∗', 0), ('actér', 0), ('ovis', 0), ('totalité', 0), ('endl', 0), ('chant', 0), ('bare', 0)]","[('tout', 1), ('uf', 1), ('<s>', 1), ('wan', 0), ('смо', 0), ('lang', 0), ('ynie', 0), ('enschaft', 0), ('gart', 0), ('Air', 0)]","[('rico', 2), ('illi', 1), ('ев', 0), ('continu', 0), ('onel', 0), ('Tas', 0), ('dern', 0), ('etz', 0), ('iles', 0), ('sql', 0)]","[('<s>', 0), ('matching', 0), ('Trop', 0), ('Air', 0), ('_(', 0), ('gart', 0), ('aur', 0), ('ynie', 0), ('tout', 0), ('</s>', 0)]"
layer13,"[('vice', 3), ('zo', 2), ('jna', 1), ('partiellement', 1), ('cias', 1), ('bn', 0), ('ont', 0), ('astr', 0), ('answer', 0), ('Hub', 0)]","[('akt', 1), ('answer', 0), ('èn', 0), ('Trop', 0), ('<s>', 0), ('bn', 0), ('wan', 0), ('gart', 0), ('front', 0), ('answered', 0)]","[('iada', 1), ('vie', 1), ('pas', 0), ('ɨ', 0), ('lives', 0), ('answers', 0), ('aph', 0), ('Sync', 0), ('principal', 0), ('Perry', 0)]","[('answer', 2), ('answered', 1), ('Answer', 1), ('front', 0), ('akt', 0), ('hands', 0), ('odot', 0), ('answers', 0), ('Air', 0), ('(', 0)]"
layer14,"[('Sdk', 1), ('ege', 0), ('Recognizer', 0), ('ido', 0), ('idth', 0), ('esen', 0), ('Inn', 0), ('ơ', 0), ('boot', 0), ('プ', 0)]","[('answer', 4), ('answered', 3), ('Answer', 1), ('hands', 0), ('Answer', 0), ('answers', 0), ('matching', 0), ('Aer', 0), ('front', 0), ('qu', 0)]","[('<!', 5), ('Champ', 1), ('Som', 0), ('kn', 0), ('Camil', 0), ('ven', 0), ('⁄', 0), ('avia', 0), ('vir', 0), ('nof', 0)]","[('answer', 4), ('⁄', 2), ('Answer', 2), ('answered', 2), ('(', 1), ('hands', 0), ('а', 0), ('Answer', 0), ('tout', 0), ('</s>', 0)]"
layer15,"[('umerate', 3), ('нец', 2), ('taire', 1), ('idé', 1), ('ActivityThread', 1), ('enze', 1), ('fico', 0), ('♭', 0), ('nofollow', 0), ('mathchar', 0)]","[('answer', 9), ('answered', 7), ('Answer', 4), ('Answer', 1), ('tout', 0), ('answering', 0), ('⁄', 0), ('answers', 0), ('а', 0), ('hands', 0)]","[('subfigure', 3), ('Wass', 1), ('げ', 1), ('ünd', 0), ('Tex', 0), ('рин', 0), ('pse', 0), ('̥', 0), ('zyk', 0), ('ania', 0)]","[('answered', 2), ('а', 1), ('Answer', 1), ('answer', 1), ('Answer', 1), ('⁄', 0), ('odot', 0), ('tout', 0), ('akt', 0), ('vez', 0)]"
layer16,"[('esterni', 2), ('Hinweis', 2), ('œuv', 1), ('ень', 1), ('₉', 1), ('Answer', 1), ('igin', 1), ('Answer', 1), ('정', 1), ('answer', 0)]","[('Answer', 7), ('answered', 5), ('Answer', 5), ('answer', 5), ('а', 2), ('answers', 1), ('answer', 1), ('esterni', 1), ('answering', 0), ('quelle', 0)]","[('égl', 5), ('➜', 3), ('agit', 2), ('ниц', 1), ('jsf', 1), ('NaN', 1), ('ongodb', 1), ('Converter', 0), ('❯', 0), ('INCT', 0)]","[('answered', 17), ('answer', 13), ('Answer', 6), ('Answer', 5), ('answer', 2), ('answers', 1), ('а', 1), ('answering', 0), ('quelle', 0), ('❯', 0)]"
layer17,"[('дат', 1), ('enta', 1), ('ziale', 0), ('burning', 0), ('🌍', 0), ('vent', 0), ('inth', 0), ('rai', 0), ('gon', 0), ('ela', 0)]","[('answer', 16), ('answered', 15), ('Answer', 8), ('Answer', 7), ('answer', 3), ('answers', 2), ('❯', 1), ('answering', 0), ('а', 0), ('quelle', 0)]","[('yi', 1), (',', 0), ('icture', 0), ('sko', 0), ('ASE', 0), ('iler', 0), ('jak', 0), ('}).', 0), ('Moz', 0), ('scope', 0)]","[('answer', 21), ('answered', 10), ('Answer', 8), ('Answer', 7), ('answer', 4), ('а', 2), ('answers', 1), ('quelle', 1), ('❯', 1), ('answering', 1)]"
layer18,"[('haupt', 2), ('&=\\', 1), ('#(', 1), ('$}}%', 0), ('abi', 0), ('elsk', 0), ('ϊ', 0), ('❯', 0), ('schein', 0), ('gram', 0)]","[('answer', 15), ('answered', 7), ('Answer', 7), ('Answer', 4), ('❯', 3), ('answer', 3), ('quelle', 3), ('answers', 2), ('а', 1), ('esterni', 0)]","[('Tags', 1), (',', 1), (').', 1), (')', 1), ('Q', 1), ('a', 1), (');', 0), ('inverse', 0), (';', 0), ('d', 0)]","[('answer', 29), ('answered', 6), ('answer', 5), ('Answer', 4), ('Answer', 4), ('quelle', 3), ('answers', 2), ('❯', 2), ('а', 1), ('ответ', 0)]"
layer19,"[('Qu', 7), ('Qu', 5), ('Q', 3), ('gresql', 3), ('asket', 1), ('äs', 1), ('quarter', 1), ('ľ', 1), ('<s>', 0), ('quar', 0)]","[('answer', 36), ('answer', 8), ('answered', 5), ('quelle', 5), ('Answer', 3), ('answers', 2), ('Answer', 2), ('</s>', 1), ('❯', 1), ('а', 0)]","[('bot', 1), ('bot', 1), ('pr', 1), ('right', 1), ('Est', 0), ('Project', 0), ('chat', 0), ('Fou', 0), ('codes', 0), ('van', 0)]","[('answer', 22), ('quelle', 6), ('answer', 4), ('</s>', 2), ('answered', 2), ('❯', 2), ('Answer', 1), ('answers', 1), ('Answer', 1), ('а', 1)]"
layer20,"[('Organ', 33), ('organ', 27), ('Organ', 24), ('organ', 14), ('organiz', 0), ('org', 0), ('organis', 0), ('question', 0), ('organisation', 0), ('asking', 0)]","[('answer', 34), ('answer', 5), ('quelle', 4), ('answered', 3), ('Answer', 2), ('Answer', 2), ('answers', 2), ('Question', 0), ('ответ', 0), ('</s>', 0)]","[('bare', 2), ('wicklung', 0), ('lose', 0), ('iens', 0), ('asc', 0), ('loat', 0), ('inde', 0), ('fiddle', 0), ('bolds', 0), ('Frid', 0)]","[('answer', 17), ('quelle', 8), ('answer', 3), ('answered', 2), ('answers', 1), ('ответ', 1), ('</s>', 1), ('Question', 1), ('Answer', 1), ('Answer', 0)]"
layer21,"[('question', 65), ('Question', 21), ('Question', 6), ('answer', 4), ('Answer', 1), ('question', 0), ('Answer', 0), ('answering', 0), ('answered', 0), ('questions', 0)]","[('answer', 63), ('Question', 7), ('question', 4), ('answer', 4), ('Answer', 3), ('answered', 3), ('Question', 3), ('Answer', 2), ('answers', 2), ('questions', 1)]","[('(', 3), ('•', 1), ('""', 1), ('む', 1), ('uen', 0), ('chez', 0), ('nost', 0), ('[', 0), ('ynie', 0), ('A', 0)]","[('answer', 20), ('Question', 12), ('Question', 7), ('question', 5), ('Answer', 3), ('Answer', 3), ('answer', 2), ('answered', 2), ('quelle', 2), ('question', 1)]"
layer22,"[('question', 99), ('question', 0), ('Question', 0), ('Question', 0), ('questions', 0), ('questions', 0), ('вопро', 0), ('Input', 0), ('QUEST', 0), ('input', 0)]","[('question', 72), ('Question', 12), ('Question', 12), ('question', 2), ('questions', 0), ('questions', 0), ('вопро', 0), ('QUEST', 0), ('answer', 0), ('Input', 0)]","[('sterreich', 2), ('lei', 2), ('良', 1), ('obst', 0), ('Хронологија', 0), ('rov', 0), ('stract', 0), ('ответ', 0), ('сона', 0), ('Gest', 0)]","[('question', 66), ('Question', 16), ('Question', 12), ('question', 3), ('questions', 0), ('questions', 0), ('вопро', 0), ('QUEST', 0), ('Input', 0), ('answer', 0)]"
layer23,"[('organ', 3), ('pty', 0), ('Ret', 0), ('yci', 0), ('Kh', 0), ('Lat', 0), ('Pre', 0), ('extension', 0), ('Author', 0), (':', 0)]","[('question', 58), ('Question', 20), ('Question', 17), ('question', 3), ('questions', 0), ('questions', 0), ('вопро', 0), ('QUEST', 0), ('Input', 0), ('input', 0)]","[('ask', 41), ('asking', 27), ('ask', 18), ('asks', 11), ('asked', 0), ('Ask', 0), ('qu', 0), ('pose', 0), ('❯', 0), ('aska', 0)]","[('question', 59), ('Question', 20), ('Question', 15), ('question', 4), ('questions', 0), ('questions', 0), ('вопро', 0), ('QUEST', 0), ('ques', 0), ('quelle', 0)]"
layer24,"[('input', 52), ('Input', 45), ('Input', 1), ('input', 0), ('inputs', 0), ('Output', 0), ('output', 0), ('输', 0), ('Output', 0), ('outputs', 0)]","[('question', 48), ('Question', 23), ('Question', 23), ('question', 3), ('input', 0), ('Input', 0), ('questions', 0), ('inputs', 0), ('Input', 0), ('input', 0)]","[('Ú', 5), ('ART', 1), ('fah', 1), ('fik', 1), ('xiv', 0), ('aines', 0), ('epen', 0), ('�', 0), ('鳥', 0), ('adora', 0)]","[('question', 52), ('Question', 24), ('Question', 15), ('question', 3), ('input', 1), ('Input', 1), ('inputs', 0), ('Input', 0), ('questions', 0), ('input', 0)]"
layer25,"[('???', 84), ('****', 7), ('??', 4), ('***', 2), ('?', 0), ('\n', 0), ('***', 0), ('??', 0), ('(?', 0), ('********', 0)]","[('question', 49), ('Question', 27), ('Question', 17), ('question', 3), ('input', 1), ('Input', 0), ('inputs', 0), ('questions', 0), ('Input', 0), ('input', 0)]","[('Qu', 9), ('q', 2), ('B', 0), ('Qu', 0), ('q', 0), ('subscri', 0), ('que', 0), ('QUE', 0), ('quad', 0), ('чин', 0)]","[('question', 43), ('Question', 28), ('Question', 10), ('input', 6), ('question', 4), ('Input', 4), ('Input', 0), ('inputs', 0), ('input', 0), ('questions', 0)]"
layer26,"[('system', 84), ('system', 7), ('systems', 3), ('System', 1), ('e', 0), ('System', 0), ('Systems', 0), ('систем', 0), ('систе', 0), ('A', 0)]","[('question', 41), ('Question', 22), ('Question', 11), ('input', 10), ('Input', 5), ('question', 4), ('inputs', 1), ('Input', 0), ('input', 0), ('questions', 0)]","[('a', 3), ('a', 2), ('A', 1), ('#', 0), ('b', 0), ('Gef', 0), ('gram', 0), ('➜', 0), ('Re', 0), ('ten', 0)]","[('question', 42), ('Question', 25), ('Question', 12), ('input', 6), ('question', 5), ('Input', 3), ('inputs', 1), ('Input', 0), ('input', 0), ('questions', 0)]"
layer27,"[('is', 45), ('Which', 36), ('which', 13), ('which', 2), ('None', 0), ('none', 0), ('None', 0), ('between', 0), ('laquelle', 0), ('between', 0)]","[('question', 38), ('Question', 25), ('Question', 13), ('input', 8), ('question', 4), ('Input', 4), ('inputs', 1), ('Input', 1), ('input', 0), ('questions', 0)]","[('(', 12), ('c', 3), ('org', 2), ('cí', 1), ('C', 0), ('Originals', 0), ('eca', 0), ('c', 0), ('elles', 0), ('organ', 0)]","[('question', 44), ('Question', 22), ('Question', 13), ('input', 6), ('question', 5), ('Input', 3), ('Input', 0), ('inputs', 0), ('input', 0), ('questions', 0)]"
layer28,"[('A', 77), ('Question', 8), ('D', 7), ('B', 4), ('Answer', 0), ('C', 0), ('Question', 0), ('A', 0), ('Answer', 0), ('Input', 0)]","[('Question', 51), ('Question', 37), ('question', 4), ('Input', 3), ('Input', 0), ('input', 0), ('question', 0), ('A', 0), ('A', 0), ('inputs', 0)]","[('Option', 35), ('option', 20), ('options', 17), ('options', 9), ('Options', 5), ('option', 3), ('Option', 2), ('Options', 2), ('OPT', 0), ('a', 0)]","[('Question', 49), ('Question', 44), ('question', 4), ('Input', 0), ('question', 0), ('Input', 0), ('A', 0), ('A', 0), ('input', 0), ('inputs', 0)]"
layer29,"[('\n', 58), ('input', 23), ('The', 4), ('e', 3), ('</s>', 2), ('input', 0), ('The', 0), ('output', 0), ('question', 0), ('Re', 0)]","[('Question', 53), ('Question', 33), ('question', 8), ('Input', 1), ('input', 0), ('question', 0), ('Input', 0), ('A', 0), ('A', 0), ('input', 0)]","[('e', 43), ('ex', 8), ('c', 8), ('b', 6), ('A', 2), ('-', 1), (':', 1), ('com', 1), ('C', 1), ('a', 1)]","[('Question', 47), ('Question', 32), ('question', 4), ('A', 3), ('Input', 2), ('A', 2), ('Input', 2), ('input', 1), ('question', 0), ('input', 0)]"
layer30,"[('_', 99), ('________', 0), ('__', 0), ('____', 0), ('**', 0), ('________________', 0), ('___', 0), ('A', 0), ('amp', 0), (' ', 0)]","[('Question', 44), ('Question', 30), ('A', 10), ('question', 3), ('Input', 3), ('Input', 2), ('A', 1), ('input', 1), ('question', 0), ('input', 0)]","[('', 33), ('B', 14), ('1', 10), ('is', 7), ('2', 7), (',', 5), ('\n', 5), ('.', 2), ('3', 1), ('a', 1)]","[('A', 68), ('Question', 16), ('Question', 4), ('A', 2), ('Input', 1), ('B', 1), ('a', 1), ('question', 0), ('C', 0), ('e', 0)]"
layer31,"[('?', 8), ('...', 8), ('....', 6), ('Answer', 4), ('answer', 3), ('?.', 3), ('..', 2), ('Answer', 2), ('....', 1), ('??', 1)]","[('A', 46), ('Question', 30), ('Question', 8), ('Input', 2), ('B', 1), ('a', 1), ('C', 1), ('question', 1), ('A', 1), ('e', 0)]","[('Choice', 0), ('Comput', 0), ('Organ', 0), ('Introduction', 0), ('System', 0), ('Subject', 0), ('Math', 0), ('Basic', 0), ('********', 0), ('Summary', 0)]","[('Question', 56), ('A', 13), ('Input', 3), ('B', 3), ('C', 2), ('The', 2), ('D', 1), ('a', 1), ('Answer', 0), ('\n', 0)]"
,,,,
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('férences', 2), ('Хронологија', 1), ('пута', 0), ('<s>', 0), ('ímp', 0), ('Longrightarrow', 0), ('Ḩ', 0), ('ө', 0), ('trightarrow', 0), ('瀬', 0)]","[('férences', 2), ('ímp', 0), ('Longrightarrow', 0), ('пута', 0), ('瀬', 0), ('Ḩ', 0), ('<s>', 0), ('trightarrow', 0), ('quelle', 0), ('Хронологија', 0)]","[('<s>', 7), ('férences', 2), ('씨', 1), ('archivi', 1), ('пута', 1), ('洞', 0), ('guez', 0), ('瀬', 0), ('кипеди', 0), ('ímp', 0)]","[('férences', 4), ('<s>', 3), ('пута', 1), ('ímp', 1), ('瀬', 1), ('씨', 0), ('trightarrow', 0), ('archivi', 0), ('Longrightarrow', 0), ('sime', 0)]"
layer1,"[('anim', 0), ('références', 0), ('éo', 0), ('zet', 0), ('lit', 0), ('⁻', 0), ('‹', 0), ('ardi', 0), ('refer', 0), ('ˇ', 0)]","[('<s>', 9), ('férences', 1), ('Ḩ', 1), ('ǫ', 0), ('arget', 0), ('월', 0), ('gat', 0), ('guez', 0), ('ә', 0), ('ímp', 0)]","[('aris', 1), ('abei', 1), ('inkel', 0), ('adém', 0), ('fach', 0), ('antes', 0), ('igne', 0), ('ultimo', 0), ('Sup', 0), ('êt', 0)]","[('<s>', 6), ('férences', 1), ('arget', 0), ('guez', 0), ('penas', 0), ('ímp', 0), ('ответ', 0), ('adém', 0), ('anim', 0), ('ұ', 0)]"
layer2,"[('iwers', 3), ('publique', 2), ('othèque', 1), ('immagini', 1), ('ланд', 0), ('ufen', 0), ('nou', 0), ('ель', 0), ('zetek', 0), ('цю', 0)]","[('<s>', 5), ('arget', 1), ('guez', 1), ('férences', 0), ('nou', 0), ('actér', 0), ('от', 0), ('othèque', 0), ('penas', 0), ('ә', 0)]","[('iger', 0), ('fam', 0), ('Patrick', 0), ('grad', 0), ('vas', 0), ('li', 0), ('del', 0), ('by', 0), ('anter', 0), ('му', 0)]","[('arget', 0), ('<s>', 0), ('guez', 0), ('actér', 0), ('Gemeins', 0), ('от', 0), ('anter', 0), ('ví', 0), ('ченко', 0), ('férences', 0)]"
layer3,"[('zym', 1), ('apis', 0), ('�', 0), ('zin', 0), ('prüng', 0), ('cus', 0), ('otti', 0), ('ján', 0), ('aum', 0), ('ictwo', 0)]","[('arget', 0), ('guez', 0), ('Gemeins', 0), ('<s>', 0), ('prüng', 0), ('oft', 0), ('ченко', 0), ('penas', 0), ('adém', 0), ('actér', 0)]","[('CCE', 3), ('issen', 2), ('bent', 0), ('anos', 0), ('dar', 0), ('instrument', 0), ('uerte', 0), ('ogne', 0), ('antages', 0), ('sson', 0)]","[('deg', 0), ('oft', 0), ('Gemeins', 0), ('arget', 0), ('rvm', 0), ('ченко', 0), ('昌', 0), ('hyp', 0), ('원', 0), ('prüng', 0)]"
layer4,"[('Kel', 1), ('rita', 1), ('Љ', 0), ('questions', 0), ('té', 0), ('Question', 0), ('Question', 0), ('sí', 0), ('lm', 0), ('yes', 0)]","[('ченко', 0), ('twe', 0), ('tout', 0), ('ә', 0), ('deg', 0), ('원', 0), ('answer', 0), ('ぐ', 0), ('guez', 0), ('anter', 0)]","[('plate', 0), ('away', 0), ('Britann', 0), ('oh', 0), ('pret', 0), ('ahl', 0), ('lah', 0), ('tales', 0), ('ga', 0), ('wa', 0)]","[('deg', 1), ('ченко', 0), ('anter', 0), ('bes', 0), ('forth', 0), ('asia', 0), ('dwell', 0), ('mex', 0), ('gener', 0), ('Asia', 0)]"
layer5,"[('ณ', 1), ('UIView', 1), ('cura', 1), ('teck', 0), ('oem', 0), ('Nation', 0), ('Centro', 0), ('lane', 0), ('repla', 0), ('Prz', 0)]","[('visibility', 1), ('forth', 1), ('anter', 1), ('deg', 0), ('asia', 0), ('invol', 0), ('maven', 0), ('answer', 0), ('bes', 0), ('Oficina', 0)]","[('\ufeff', 1), ('atte', 1), ('aben', 1), ('mund', 1), ('ipes', 1), ('ош', 0), ('ate', 0), ('rap', 0), ('ATE', 0), ('bben', 0)]","[('visibility', 1), ('ogne', 0), ('patron', 0), ('anter', 0), ('CCE', 0), ('plant', 0), ('Johnny', 0), ('ula', 0), ('bben', 0), ('hbar', 0)]"
layer6,"[('eda', 1), ('Buffer', 1), ('clock', 0), ('clock', 0), ('∘', 0), ('gor', 0), ('Љ', 0), ('remainder', 0), ('ket', 0), ('igh', 0)]","[('visibility', 1), ('answer', 0), ('grab', 0), ('∘', 0), ('出', 0), ('(', 0), ('onal', 0), ('invol', 0), ('solid', 0), ('plant', 0)]","[('TAG', 0), ('kre', 0), ('subs', 0), ('alb', 0), ('Formatter', 0), ('Zie', 0), ('HH', 0), ('obre', 0), ('bei', 0), ('borg', 0)]","[('penas', 1), ('semi', 1), ('–', 0), ('ован', 0), ('Kra', 0), ('bah', 0), ('rola', 0), ('bara', 0), ('̀', 0), ('Bra', 0)]"
layer7,"[('anes', 1), ('Dan', 0), ('plot', 0), ('ELD', 0), ('⠀', 0), ('inx', 0), ('issen', 0), ('Feld', 0), ('Flash', 0), ('insen', 0)]","[('semi', 2), ('bra', 1), ('mut', 0), ('Bent', 0), ('rola', 0), ('olit', 0), ('Bra', 0), ('TAC', 0), ('–', 0), ('̀', 0)]","[('wy', 2), ('Хронологија', 1), ('dimen', 0), ('MainActivity', 0), ('від', 0), ('ija', 0), ('sob', 0), ('lah', 0), ('plug', 0), ('Mack', 0)]","[('apk', 4), ('olit', 1), ('╔', 0), ('zm', 0), ('bra', 0), ('Java', 0), ('rem', 0), ('rola', 0), ('bah', 0), ('ause', 0)]"
