layer9,"[('ğ', 1), ('vu', 0), ('Tennis', 0), ('rör', 0), ('gc', 0), ('answered', 0), ('ille', 0), ('homes', 0), ('respons', 0), ('Trop', 0)]","[('NF', 0), ('Java', 0), ('hun', 0), ('Common', 0), ('Media', 0), ('tain', 0), ('esta', 0), ('DN', 0), ('nou', 0), ('Object', 0)]","[('üng', 1), ('ią', 1), ('flow', 1), ('PO', 1), ('Ak', 0), ('geldig', 0), ('äß', 0), ('wahl', 0), ('sak', 0), ('eye', 0)]","[('NF', 0), ('Object', 0), ('мер', 0), ('ora', 0), ('etwork', 0), ('Object', 0), ('ả', 0), ('Your', 0), ('hun', 0), ('dwell', 0)]"
layer10,"[('sí', 2), ('щение', 0), ('Bedeut', 0), ('kB', 0), ('stellen', 0), ('péri', 0), ('дія', 0), ('Liver', 0), ('надмор', 0), ('Хронологија', 0)]","[('мер', 0), ('mér', 0), ('ora', 0), ('Your', 0), ('hun', 0), ('Java', 0), ('ả', 0), ('dwell', 0), ('NF', 0), ('Zo', 0)]","[('Référence', 1), ('archive', 0), ('stwa', 0), ('tub', 0), ('bud', 0), ('etra', 0), ('⇔', 0), ('Ξ', 0), ('splitting', 0), ('gepubliceerd', 0)]","[('geldig', 0), ('ty', 0), ('uf', 0), ('DN', 0), ('tra', 0), ('trailing', 0), ('富', 0), ('мер', 0), ('Zo', 0), ('ả', 0)]"
layer11,"[('imo', 3), ('...]', 2), ('...', 1), ('Rein', 1), ('sub', 1), ('�', 1), ('TP', 0), ('screen', 0), ('DI', 0), ('amo', 0)]","[('uf', 1), ('Zo', 0), ('ả', 0), ('ty', 0), ('uid', 0), ('tie', 0), ('ън', 0), ('Object', 0), ('trailing', 0), ('ora', 0)]","[('edor', 0), ('Thom', 0), ('cord', 0), ('ador', 0), ('mon', 0), ('ii', 0), ('ación', 0), ('äd', 0), ('iii', 0), ('schließ', 0)]","[('ън', 0), ('effort', 0), ('dear', 0), ('tra', 0), ('tra', 0), ('ST', 0), ('<s>', 0), ('uf', 0), ('vu', 0), ('uid', 0)]"
layer12,"[('Rein', 1), ('Done', 0), ('7', 0), ('anti', 0), ('Rub', 0), ('rank', 0), ('proced', 0), ('block', 0), ('1', 0), ('9', 0)]","[('ън', 1), ('tra', 0), ('effort', 0), ('tra', 0), ('SP', 0), ('ST', 0), ('Rein', 0), ('dear', 0), ('uf', 0), ('wur', 0)]","[('isis', 6), ('izin', 1), ('uca', 1), ('utos', 1), ('stein', 0), ('esters', 0), ('Fu', 0), ('eps', 0), ('otr', 0), ('oto', 0)]","[('ън', 4), ('tra', 1), ('tra', 1), ('Rein', 0), ('Object', 0), ('Fu', 0), ('effort', 0), ('uid', 0), ('Kong', 0), ('answered', 0)]"
layer13,"[('Pages', 5), ('answered', 1), ('aster', 1), ('ponse', 1), ('uka', 1), ('Answer', 0), ('Answer', 0), ('références', 0), ('répond', 0), ('answer', 0)]","[('ън', 3), ('answered', 1), ('tra', 1), ('Rein', 1), ('tra', 1), ('answer', 0), ('effort', 0), ('Object', 0), ('Kong', 0), ('answering', 0)]","[('tritt', 8), ('qual', 1), ('Bedeut', 0), ('material', 0), ('нина', 0), ('Tal', 0), ('fran', 0), ('na', 0), ('swe', 0), ('statement', 0)]","[('effort', 2), ('answer', 1), ('answered', 1), ('tra', 1), ('Object', 0), ('questions', 0), ('ън', 0), ('mass', 0), ('answering', 0), ('Cu', 0)]"
layer14,"[('deg', 1), ('onden', 0), ('audi', 0), (',', 0), ('untime', 0), ('ando', 0), ('pl', 0), ('erni', 0), ('信', 0), ('cím', 0)]","[('answer', 3), ('tra', 1), ('answered', 1), ('Object', 1), ('effort', 1), ('ън', 0), ('mass', 0), ('answering', 0), ('Answer', 0), ('irre', 0)]","[('side', 1), ('Wa', 1), ('AK', 0), ('pply', 0), ('NA', 0), ('cii', 0), ('ixen', 0), ('ște', 0), ('hyp', 0), ('ak', 0)]","[('tra', 5), ('answer', 2), ('answered', 1), ('tra', 1), ('Object', 1), ('answering', 0), ('Answer', 0), ('irre', 0), ('Cu', 0), ('NE', 0)]"
layer15,"[('andenburg', 3), ('meno', 1), ('ahlen', 0), ('questions', 0), ('umerate', 0), ('Literatur', 0), ('cop', 0), ('望', 0), ('.:\u200a', 0), ('mande', 0)]","[('answer', 8), ('answered', 4), ('tra', 3), ('questions', 1), ('answering', 1), ('Answer', 1), ('tra', 1), ('Answer', 0), ('answer', 0), ('ads', 0)]","[('itul', 3), ('echo', 1), ('Bib', 1), ('Gros', 0), ('forall', 0), ('edia', 0), ('CUR', 0), ('automatisch', 0), ('Common', 0), ('Princi', 0)]","[('answer', 9), ('answered', 6), ('questions', 4), ('Answer', 2), ('Answer', 1), ('answering', 1), ('tra', 1), ('answer', 0), ('answers', 0), ('Object', 0)]"
layer16,"[('ď', 2), ('7', 1), ('idenote', 1), ('rar', 1), ('answers', 1), ('Seven', 0), ('seven', 0), ('iner', 0), ('Answer', 0), ('answer', 0)]","[('answer', 22), ('answered', 11), ('Answer', 6), ('questions', 4), ('Answer', 3), ('answers', 2), ('answer', 2), ('answering', 2), ('Object', 1), ('Question', 0)]","[('which', 4), ('which', 4), ('∙', 2), ('dimen', 2), ('Kontrola', 1), ('Which', 1), ('▸', 1), ('航', 1), ('Хронологија', 0), ('virti', 0)]","[('answer', 40), ('answered', 22), ('Answer', 4), ('answering', 2), ('Answer', 2), ('answer', 2), ('answers', 1), ('questions', 1), ('Question', 0), ('Question', 0)]"
layer17,"[('_', 2), ('neg', 1), ('reference', 1), ('brick', 1), ('Bak', 0), ('prep', 0), ('test', 0), ('prec', 0), ('register', 0), ('bezeichneter', 0)]","[('answer', 48), ('answered', 19), ('Answer', 4), ('answer', 3), ('answering', 3), ('Answer', 2), ('answers', 1), ('questions', 1), ('Question', 0), ('Question', 0)]","[('Springer', 4), ('дя', 2), ('题', 2), ('ué', 1), ('spr', 0), ('ná', 0), ('exam', 0), ('itu', 0), ('virtuel', 0), ('urg', 0)]","[('answer', 58), ('answered', 14), ('answer', 5), ('Answer', 4), ('questions', 2), ('Answer', 2), ('answering', 2), ('answers', 2), ('Question', 0), ('Question', 0)]"
layer18,"[('flush', 1), ('zia', 0), ('giv', 0), ('answer', 0), ('diam', 0), ('Tang', 0), ('avel', 0), ('фо', 0), ('voc', 0), ('stoff', 0)]","[('answer', 70), ('answered', 10), ('answer', 4), ('Answer', 3), ('Answer', 1), ('answers', 1), ('answering', 1), ('questions', 0), ('Question', 0), ('Question', 0)]","[('me', 2), ('wid', 0), ('wick', 0), ('wid', 0), ('pac', 0), ('walt', 0), ('gest', 0), ('bury', 0), ('bl', 0), ('ties', 0)]","[('answer', 64), ('answered', 14), ('answer', 5), ('answers', 2), ('Answer', 2), ('Answer', 1), ('answering', 1), ('questions', 0), ('Question', 0), ('Question', 0)]"
layer19,"[('</s>', 27), ('\n', 5), ('esso', 2), ('<s>', 1), ('equal', 0), ('ogli', 0), ('csol', 0), ('textt', 0), ('ấ', 0), ('asket', 0)]","[('answer', 66), ('answered', 13), ('answer', 8), ('answers', 2), ('Answer', 1), ('answering', 1), ('Answer', 1), ('questions', 0), ('kin', 0), ('</s>', 0)]","[('yd', 1), ('ussen', 0), ('speech', 0), ('proble', 0), ('isf', 0), ('rib', 0), ('blo', 0), ('sens', 0), ('Speed', 0), ('nde', 0)]","[('answer', 43), ('answered', 11), ('answer', 7), ('Answer', 1), ('answering', 1), ('answers', 0), ('nofollow', 0), ('Answer', 0), ('questions', 0), ('Object', 0)]"
layer20,"[('₇', 2), ('sevent', 2), ('stad', 2), ('зо', 1), ('eb', 1), ('Bildern', 0), ('minimum', 0), ('7', 0), ('laid', 0), ('screen', 0)]","[('answer', 42), ('answered', 8), ('answer', 5), ('answering', 1), ('answers', 1), ('nofollow', 1), ('Answer', 1), ('Answer', 0), ('kin', 0), ('questions', 0)]","[('jsp', 1), ('cho', 1), ('olis', 0), ('ved', 0), ('ownership', 0), ('eor', 0), ('ven', 0), ('ax', 0), ('vek', 0), ('←', 0)]","[('answer', 17), ('answered', 5), ('answer', 4), ('nofollow', 1), ('answering', 1), ('</s>', 1), ('mark', 0), ('7', 0), ('answers', 0), ('marks', 0)]"
layer21,"[('Хронологија', 30), ('<s>', 3), ('選', 2), ('Answer', 1), ('Answer', 1), ('드', 1), ('Kontrola', 0), ('Sele', 0), ('Попис', 0), ('multicol', 0)]","[('answer', 27), ('answered', 9), ('answer', 7), ('answering', 2), ('nofollow', 1), ('Answer', 1), ('Answer', 1), ('answers', 1), ('mark', 0), ('marks', 0)]","[('A', 2), ('arias', 1), ('ker', 1), ('\u200f', 0), ('Longrightarrow', 0), ('abei', 0), ('doc', 0), ('oid', 0), ('abor', 0), ('ede', 0)]","[('answer', 2), ('❯', 1), ('answer', 1), ('answered', 1), ('mark', 1), ('nofollow', 1), ('</s>', 0), ('marks', 0), ('▸', 0), ('7', 0)]"
layer22,"[('##', 11), ('\t', 6), ('   ', 2), ('heimer', 1), (' ', 1), ('       ', 1), ('penas', 0), ('mathchar', 0), ('letter', 0), ('  ', 0)]","[('answer', 3), ('answer', 2), ('❯', 2), ('answered', 1), ('marks', 1), ('nofollow', 1), ('▸', 1), ('<s>', 1), ('penas', 1), ('mark', 1)]","[('estaven', 1), ('textt', 1), ('stolet', 1), ('испо', 1), ('HP', 0), ('ѫ', 0), ('URE', 0), ('Хронологија', 0), ('Bé', 0), ('LECT', 0)]","[('❯', 5), ('penas', 3), ('<s>', 1), ('▸', 1), ('answer', 1), ('A', 1), ('answer', 1), ('answered', 1), ('nofollow', 1), ('uria', 0)]"
layer23,"[('Author', 4), ('author', 3), ('cel', 1), ('emen', 0), ('authority', 0), ('authorization', 0), ('ret', 0), ('ilo', 0), ('yk', 0), ('fil', 0)]","[('❯', 4), ('penas', 2), ('A', 2), ('answered', 1), ('7', 1), ('answer', 0), ('uria', 0), ('answer', 0), ('<s>', 0), ('nofollow', 0)]","[('qu', 9), ('qu', 9), ('tests', 3), ('tests', 1), ('paździer', 1), ('exam', 1), ('sierp', 1), ('stycz', 1), ('Tests', 1), ('compte', 1)]","[('❯', 4), ('A', 2), ('penas', 2), ('<s>', 1), ('answered', 1), ('answer', 0), ('answer', 0), ('▸', 0), ('uria', 0), ('7', 0)]"
layer24,"[('ggi', 2), ('thee', 0), ('mie', 0), ('para', 0), ('―', 0), ('uns', 0), ('organ', 0), ('fung', 0), ('Organ', 0), ('organiz', 0)]","[('❯', 2), ('<s>', 2), ('A', 2), ('penas', 1), ('nofollow', 0), ('Which', 0), ('7', 0), ('answer', 0), ('uria', 0), ('answer', 0)]","[('A', 2), ('A', 0), ('Bd', 0), ('ѝ', 0), ('stad', 0), ('ethod', 0), ('arod', 0), ('fort', 0), ('rural', 0), ('ści', 0)]","[('A', 8), ('<s>', 3), ('❯', 2), ('penas', 1), ('nofollow', 0), ('A', 0), ('ban', 0), ('Which', 0), ('confident', 0), ('7', 0)]"
layer25,"[('seven', 63), ('Seven', 32), ('7', 2), ('七', 1), ('VII', 0), ('⁷', 0), ('sevent', 0), ('sieben', 0), ('₇', 0), ('sept', 0)]","[('7', 29), ('seven', 9), ('A', 4), ('Seven', 3), ('sevent', 1), ('<s>', 1), ('七', 1), ('❯', 1), ('penas', 1), ('VII', 1)]","[('C', 64), ('B', 14), ('C', 8), ('D', 4), ('B', 2), ('D', 1), ('A', 0), ('sm', 0), ('E', 0), ('E', 0)]","[('7', 30), ('A', 18), ('seven', 9), ('Seven', 2), ('sevent', 1), ('A', 1), ('B', 0), ('七', 0), ('<s>', 0), ('penas', 0)]"
layer26,"[('system', 82), ('system', 7), ('systems', 4), ('System', 3), ('System', 1), ('Systems', 0), ('sys', 0), ('ystem', 0), ('THE', 0), ('syst', 0)]","[('7', 24), ('A', 18), ('seven', 9), ('Seven', 1), ('sevent', 1), ('B', 1), ('A', 1), ('七', 0), ('❯', 0), ('C', 0)]","[('vn', 3), ('Hin', 2), ('akult', 2), ('stress', 1), ('sole', 1), ('rola', 0), ('enburg', 0), ('Q', 0), ('agnet', 0), ('#', 0)]","[('7', 28), ('A', 23), ('seven', 7), ('A', 2), ('sevent', 1), ('Seven', 1), ('❯', 0), ('B', 0), ('七', 0), ('C', 0)]"
layer27,"[('Which', 34), ('which', 14), ('which', 8), ('→', 1), ('?”', 1), ('laquelle', 1), ('\n', 0), ('None', 0), ('*/', 0), ('?](', 0)]","[('7', 23), ('A', 16), ('seven', 6), ('A', 2), ('❯', 2), ('sevent', 1), ('Seven', 1), ('七', 0), ('B', 0), ('VII', 0)]","[('amd', 1), ('\x1d', 0), ('aza', 0), ('sch', 0), ('gol', 0), ('ois', 0), ('Gol', 0), ('Originals', 0), ('por', 0), ('  ', 0)]","[('7', 39), ('seven', 9), ('A', 6), ('A', 3), ('sevent', 2), ('Seven', 1), ('七', 1), ('❯', 0), ('VII', 0), ('C', 0)]"
layer28,"[('A', 88), ('D', 6), ('B', 3), ('C', 1), ('The', 0), ('A', 0), ('C', 0), ('Д', 0), ('А', 0), ('The', 0)]","[('A', 82), ('A', 4), ('B', 2), ('C', 2), ('7', 1), ('seven', 0), ('D', 0), ('C', 0), ('Seven', 0), ('sevent', 0)]","[('option', 7), ('Option', 6), ('option', 6), ('B', 4), ('Option', 2), ('options', 1), ('options', 0), ('a', 0), ('lient', 0), ('Base', 0)]","[('A', 81), ('A', 6), ('C', 4), ('7', 1), ('B', 0), ('C', 0), ('seven', 0), ('B', 0), ('D', 0), ('❯', 0)]"
layer29,"[('�', 57), ('d', 11), ('The', 8), ('the', 2), ('primary', 2), ('main', 2), ('...', 2), ('the', 1), ('&#', 1), ('THE', 0)]","[('A', 71), ('A', 6), ('C', 6), ('7', 4), ('B', 1), ('seven', 1), ('C', 0), ('B', 0), ('The', 0), ('D', 0)]","[('r', 15), ('A', 8), ('d', 6), ('f', 4), ('Se', 3), ('In', 3), ('In', 1), ('z', 1), ('p', 1), ('m', 1)]","[('A', 76), ('A', 12), ('7', 5), ('C', 0), ('seven', 0), ('B', 0), ('B', 0), ('C', 0), ('\n', 0), ('D', 0)]"
layer30,"[('_', 21), ('________', 11), ('___', 3), ('\\', 3), ('____', 2), ('A', 2), ('________________', 1), ('amp', 1), ('{\\', 0), ('__', 0)]","[('A', 54), ('A', 31), ('7', 5), ('B', 0), ('C', 0), ('C', 0), ('seven', 0), ('B', 0), ('\n', 0), ('The', 0)]","[('»', 57), ('»', 31), ('', 1), ('\n', 1), ('\ufeff', 1), ('1', 0), ('2', 0), ('is', 0), ('y', 0), ('a', 0)]","[('A', 74), ('A', 12), ('7', 4), ('B', 2), ('\n', 1), ('C', 0), ('', 0), ('B', 0), ('C', 0), ('D', 0)]"
layer31,"[('....', 16), ('...', 13), ('', 8), ('6', 7), ('4', 4), ('..', 3), ('5', 2), ('8', 2), ('?', 1), ('3', 1)]","[('A', 55), ('7', 19), ('', 6), ('A', 4), ('\n', 3), ('B', 2), ('C', 1), ('...', 0), ('The', 0), ('(', 0)]","[('[[', 1), ('##', 1), ('</', 1), ('#', 1), ('----------------', 0), ('{', 0), ('****************', 0), ('\\\\', 0), ('Answer', 0), ('Question', 0)]","[('7', 20), ('A', 16), ('\n', 8), ('B', 4), ('The', 3), ('', 3), ('C', 3), ('(', 2), ('D', 2), ('\\', 1)]"
,,,,
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 2), ('ímp', 0), ('월', 0), ('férences', 0), ('пута', 0), ('Außer', 0), ('abhäng', 0), ('prüng', 0), ('trightarrow', 0), ('őd', 0)]","[('<s>', 1), ('ímp', 0), ('férences', 0), ('abhäng', 0), ('월', 0), ('пута', 0), ('ográfica', 0), ('Außer', 0), ('ategory', 0), ('trightarrow', 0)]","[('<s>', 2), ('씨', 1), ('archivi', 1), ('пута', 1), ('guez', 1), ('瀬', 0), ('textt', 0), ('кипеди', 0), ('洞', 0), ('férences', 0)]","[('<s>', 4), ('пута', 1), ('férences', 1), ('ímp', 1), ('瀬', 0), ('trightarrow', 0), ('archivi', 0), ('penas', 0), ('씨', 0), ('월', 0)]"
layer1,"[('anim', 1), ('refer', 1), ('références', 0), ('ula', 0), ('isser', 0), ('gouvern', 0), ('Hinweis', 0), ('Kin', 0), ('tout', 0), ('madre', 0)]","[('<s>', 14), ('opera', 0), ('ǫ', 0), ('penas', 0), ('abhäng', 0), ('ográfica', 0), ('월', 0), ('anim', 0), ('𝓝', 0), ('férences', 0)]","[('ovis', 3), ('ommes', 1), ('éma', 1), ('aris', 0), ('imoine', 0), ('penas', 0), ('доступ', 0), ('atform', 0), ('ċ', 0), ('ederb', 0)]","[('<s>', 15), ('penas', 3), ('ategory', 0), ('Außer', 0), ('opera', 0), ('anim', 0), ('éma', 0), ('abhäng', 0), ('tout', 0), ('院', 0)]"
layer2,"[('ufen', 1), ('erv', 1), ('ker', 1), ('asp', 0), ('Knight', 0), ('pret', 0), ('ель', 0), ('ren', 0), ('dec', 0), ('cím', 0)]","[('<s>', 13), ('penas', 3), ('opera', 1), ('ategory', 1), ('anim', 0), ('ederb', 0), ('tout', 0), ('othèque', 0), ('ovis', 0), ('atform', 0)]","[('tap', 1), ('cal', 0), ('stress', 0), ('Mu', 0), ('lower', 0), ('owan', 0), ('mu', 0), ('OF', 0), ('li', 0), ('mu', 0)]","[('penas', 3), ('opera', 0), ('ategory', 0), ('actér', 0), ('Außer', 0), ('anim', 0), ('<s>', 0), ('tout', 0), ('ialog', 0), ('ederb', 0)]"
layer3,"[('imas', 3), ('penas', 2), ('idos', 1), ('cco', 1), ('atore', 1), ('wer', 0), ('wert', 0), ('ť', 0), ('aggreg', 0), ('catal', 0)]","[('penas', 22), ('ť', 1), ('atform', 0), ('pecies', 0), ('imas', 0), ('opera', 0), ('ISSN', 0), ('ű', 0), ('ategory', 0), ('tout', 0)]","[('sted', 2), ('adin', 0), ('uen', 0), ('herit', 0), ('LOB', 0), ('ferred', 0), ('Managed', 0), ('loat', 0), ('oval', 0), ('ulle', 0)]","[('penas', 27), ('pecies', 1), ('atform', 0), ('imas', 0), ('сс', 0), ('entferne', 0), ('ű', 0), ('opera', 0), ('Außer', 0), ('tout', 0)]"
layer4,"[('lm', 2), ('té', 0), ('Regin', 0), ('.__', 0), ('TeX', 0), ('Spo', 0), ('rita', 0), ('рак', 0), ('ichtung', 0), ('sí', 0)]","[('penas', 6), ('pecies', 2), ('werb', 1), ('éma', 0), ('atform', 0), ('andenburg', 0), ('рак', 0), ('opera', 0), ('uso', 0), ('сс', 0)]","[('ument', 2), ('lo', 1), ('oh', 1), ('ever', 0), ('gent', 0), ('rios', 0), ('dent', 0), ('asha', 0), ('Gent', 0), ('mort', 0)]","[('LOB', 2), ('lo', 1), ('penas', 1), ('iennes', 0), ('vos', 0), ('éma', 0), ('dex', 0), ('metros', 0), ('imas', 0), ('tout', 0)]"
layer5,"[('cej', 5), ('➖', 1), ('ע', 0), ('wards', 0), ('sko', 0), ('zetek', 0), ('refix', 0), ('ostęp', 0), ('nitz', 0), ('ом', 0)]","[('LOB', 3), ('imas', 1), ('vos', 1), ('penas', 1), ('bounded', 1), ('nitz', 0), ('añ', 0), ('éma', 0), ('Lima', 0), ('tout', 0)]","[('ár', 2), ('Winter', 1), ('aben', 1), ('zeg', 0), ('const', 0), ('堂', 0), (':@', 0), ('Kenneth', 0), ('сем', 0), ('math', 0)]","[('penas', 2), ('tober', 1), ('zyma', 1), ('nitz', 0), ('Media', 0), ('LOB', 0), ('dex', 0), ('bounded', 0), ('ș', 0), ('igne', 0)]"
layer6,"[('gresql', 5), ('vos', 0), ('rad', 0), ('ella', 0), ('eda', 0), ('ule', 0), ('tan', 0), ('雲', 0), ('agnet', 0), ('洋', 0)]","[('tober', 3), ('zyma', 2), ('vos', 2), ('ș', 2), ('Media', 1), ('NF', 0), ('Media', 0), ('事', 0), ('intellig', 0), ('penas', 0)]","[('фициаль', 3), ('\u200d', 2), ('eff', 1), ('INFO', 0), ('hu', 0), ('EGIN', 0), ('quer', 0), ('Vin', 0), ('attan', 0), ('rund', 0)]","[('ș', 4), ('penas', 4), ('Einzeln', 1), ('vos', 1), ('enie', 0), ('dex', 0), ('inline', 0), ('CURL', 0), ('ral', 0), ('añ', 0)]"
layer7,"[('aque', 6), ('asure', 1), ('Brig', 1), ('insen', 1), ('aru', 0), ('ique', 0), ('reib', 0), ('fn', 0), ('Hans', 0), ('izen', 0)]","[('penas', 22), ('añ', 2), ('istra', 1), ('ș', 1), ('demás', 0), ('ral', 0), ('NF', 0), ('intellig', 0), ('arel', 0), ('Gra', 0)]","[('ford', 1), ('inger', 0), ('nou', 0), ('Name', 0), ('igi', 0), ('fica', 0), ('lifetime', 0), ('іб', 0), ('os', 0), ('Identifier', 0)]","[('nou', 2), ('penas', 1), ('ș', 1), ('aque', 1), ('Gra', 1), ('refix', 0), ('arel', 0), ('ral', 0), ('añ', 0), ('sieme', 0)]"
