layer19,"[('aft', 1), ('\n', 0), ('jboss', 0), ('ấ', 0), ('ogli', 0), ('chia', 0), ('olean', 0), ('</s>', 0), ('década', 0), ('itori', 0)]","[('answer', 14), ('answered', 6), ('answer', 2), ('answering', 2), ('Answer', 1), ('nav', 1), ('Answer', 1), ('kin', 0), ('кин', 0), ('_(', 0)]","[('ญ', 1), ('est', 0), ('Mittel', 0), ('conv', 0), ('populations', 0), ('*', 0), ('an', 0), ('surfaces', 0), ('agua', 0), ('bet', 0)]","[('answer', 8), ('answered', 4), ('nav', 2), ('penas', 1), ('answering', 1), ('answer', 1), ('кин', 1), ('Answer', 1), ('kin', 0), ('Answer', 0)]"
layer20,"[('Sol', 44), ('sol', 14), ('Sol', 10), ('clean', 5), ('sol', 3), ('clean', 1), ('combination', 0), ('solar', 0), ('ambiguation', 0), ('rec', 0)]","[('answer', 11), ('answered', 5), ('answer', 1), ('answering', 1), ('nav', 1), ('penas', 1), ('Answer', 1), ('кин', 0), ('Answer', 0), ('kin', 0)]","[('metros', 1), ('Ű', 1), ('René', 0), ('ijk', 0), ('hes', 0), ('paths', 0), ('lande', 0), ('май', 0), ('ijo', 0), ('izont', 0)]","[('nav', 2), ('answer', 1), ('penas', 1), ('кин', 0), ('answered', 0), ('ds', 0), ('</s>', 0), ('answering', 0), ('agua', 0), ('hre', 0)]"
layer21,"[('industry', 28), ('Indust', 20), ('indust', 11), ('indust', 8), ('repla', 2), ('Sele', 0), ('iks', 0), ('alles', 0), ('選', 0), ('◄', 0)]","[('answer', 1), ('penas', 1), ('nav', 1), ('answered', 0), ('answering', 0), ('кин', 0), ('agua', 0), ('answer', 0), ('uria', 0), ('Answer', 0)]","[('amo', 4), ('dbc', 2), ('pad', 2), ('ха', 0), ('posa', 0), ('adel', 0), ('XXX', 0), ('lev', 0), ('A', 0), ('Feature', 0)]","[('hre', 0), ('nav', 0), ('penas', 0), ('uria', 0), ('answer', 0), ('Advanced', 0), ('Studies', 0), ('кин', 0), ('sink', 0), ('eria', 0)]"
layer22,"[('##', 99), ('##', 0), ('####', 0), ('#', 0), ('#,', 0), ('#', 0), ('>[', 0), ('>', 0), ('![', 0), ('####', 0)]","[('##', 4), ('penas', 2), ('##', 0), ('![', 0), ('а', 0), ('answer', 0), ('Advanced', 0), ('hre', 0), ('#', 0), ('_(', 0)]","[('ễ', 2), ('iellement', 1), ('Хронологија', 1), ('Bé', 1), ('riction', 0), ('POST', 0), ('inition', 0), ('Cs', 0), ('combin', 0), ('iella', 0)]","[('##', 4), ('penas', 2), ('##', 0), ('rör', 0), ('_(', 0), ('olis', 0), ('fica', 0), ('![', 0), ('hre', 0), ('dbc', 0)]"
layer23,"[('rec', 11), ('chio', 2), ('asto', 0), ('sdk', 0), ('rec', 0), ('édie', 0), ('⁄', 0), ('popup', 0), ('hell', 0), ('idos', 0)]","[('penas', 3), ('##', 1), ('rör', 1), ('##', 0), ('ços', 0), ('❯', 0), ('olis', 0), ('fica', 0), ('![', 0), ('а', 0)]","[('koz', 2), ('ída', 1), ('FAULT', 1), ('cas', 0), ('<s>', 0), ('хан', 0), ('жі', 0), ('trightarrow', 0), ('rze', 0), ('ebol', 0)]","[('penas', 8), ('##', 1), ('rör', 0), ('ços', 0), ('fica', 0), ('![', 0), ('❯', 0), ('##', 0), ('а', 0), ('dbc', 0)]"
layer24,"[('An', 99), ('rec', 0), ('An', 0), ('Rec', 0), ('option', 0), ('Rec', 0), ('rec', 0), ('Ана', 0), ('Option', 0), ('Option', 0)]","[('penas', 3), ('rör', 0), ('##', 0), ('थ', 0), ('recens', 0), ('ços', 0), ('Answer', 0), ('fica', 0), ('Hinweis', 0), ('##', 0)]","[('cel', 4), ('fert', 3), ('Außer', 2), ('Ps', 2), ('pse', 1), ('CTYPE', 1), ('mina', 1), ('cko', 0), ('gravity', 0), ('fah', 0)]","[('penas', 3), ('##', 0), ('![', 0), ('rör', 0), ('ços', 0), ('❯', 0), ('recens', 0), ('Answer', 0), ('थ', 0), ('A', 0)]"
layer25,"[('--', 60), ('B', 6), ('--', 1), ('*', 0), ('****************', 0), ('-->', 0), ('」', 0), ('alc', 0), ('""""', 0), ("".'"", 0)]","[('penas', 2), ('##', 0), ('rör', 0), ('❯', 0), ('थ', 0), ('ços', 0), ('![', 0), ('##', 0), ('Answer', 0), ('Ans', 0)]","[('C', 3), ('B', 1), ('jal', 0), ('C', 0), (';', 0), ('l', 0), ('sm', 0), ('vera', 0), ('rico', 0), ('D', 0)]","[('penas', 1), ('##', 1), ('A', 1), ('![', 0), ('##', 0), ('ços', 0), ('थ', 0), ('rica', 0), ('Ans', 0), ('Answer', 0)]"
layer26,"[('S', 51), ('industry', 21), ('Indust', 6), ('Company', 6), ('indust', 4), ('company', 1), ('companies', 1), ('indust', 1), ('industrial', 0), ('company', 0)]","[('A', 2), ('penas', 1), ('![', 0), ('##', 0), ('ços', 0), ('Ans', 0), ('##', 0), ('❯', 0), ('rec', 0), ('answer', 0)]","[('greg', 3), ('管', 2), ('maste', 1), ('itzen', 1), ('段', 0), ('dub', 0), ('solar', 0), ('❯', 0), ('égr', 0), ('bitr', 0)]","[('A', 3), ('❯', 1), ('penas', 1), ('![', 1), ('##', 0), ('ços', 0), ('rec', 0), ('recens', 0), ('##', 0), ('>', 0)]"
layer27,"[('none', 34), ('None', 28), ('None', 23), ('none', 10), ('\n', 0), ('Which', 0), ('which', 0), ('which', 0), ('All', 0), ('neither', 0)]","[('A', 2), ('penas', 1), ('![', 1), ('❯', 0), ('rec', 0), ('recens', 0), ('ços', 0), ('>', 0), ('Ans', 0), ('A', 0)]","[('cor', 37), ('Cor', 2), ('▸', 1), ('Originals', 0), ('(', 0), ('original', 0), ('Cor', 0), ('   ', 0), ('kor', 0), ('HR', 0)]","[('❯', 2), ('recens', 1), ('![', 1), ('A', 1), ('penas', 0), ('\n', 0), ('##', 0), ('>', 0), ('A', 0), ('none', 0)]"
layer28,"[('D', 99), ('C', 0), ('B', 0), ('A', 0), ('Д', 0), ('C', 0), ('D', 0), ('Ц', 0), ('Delta', 0), ('Cs', 0)]","[('D', 29), ('A', 19), ('C', 19), ('B', 4), ('C', 1), ('A', 1), ('❯', 0), ('Sol', 0), ('D', 0), ('sol', 0)]","[('Option', 35), ('Option', 21), ('option', 13), ('option', 11), ('options', 7), ('options', 1), ('B', 0), ('Options', 0), ('OPT', 0), ('Level', 0)]","[('C', 28), ('A', 19), ('C', 7), ('A', 4), ('D', 1), ('❯', 1), ('option', 1), ('B', 0), ('B', 0), ('Option', 0)]"
layer29,"[('Sol', 98), ('sol', 0), ('Sol', 0), ('solar', 0), ('sol', 0), ('solic', 0), ('\n', 0), ('water', 0), ('An', 0), ('sols', 0)]","[('Sol', 20), ('C', 14), ('A', 11), ('Sol', 7), ('sol', 6), ('C', 3), ('solar', 1), ('A', 1), ('\n', 1), ('option', 0)]","[('>', 69), ('1', 6), ('no', 2), ('>', 2), ('In', 1), ('F', 0), ('f', 0), ('"">', 0), ('B', 0), ('a', 0)]","[('A', 22), ('A', 10), ('Sol', 8), ('C', 4), ('sol', 4), ('Sol', 3), ('>', 3), ('B', 2), ('C', 2), ('\n', 1)]"
layer30,"[('D', 21), ('D', 8), ('A', 7), ('Water', 6), ('C', 2), ('_', 2), ('water', 1), ('Electric', 1), ('Dar', 0), ('Dance', 0)]","[('A', 24), ('A', 12), ('Sol', 7), ('C', 5), ('C', 4), ('sol', 3), ('D', 3), ('D', 2), ('Sol', 2), ('B', 2)]","[('-', 58), ('\n', 21), ('', 8), ('V', 1), ('--', 1), ('</s>', 0), (""'"", 0), ('.', 0), ('»', 0), ('»', 0)]","[('A', 33), ('\n', 17), ('A', 12), ('B', 4), ('C', 4), ('D', 3), ('C', 3), ('</s>', 2), ('D', 2), ('Sol', 2)]"
layer31,"[('', 36), ('....', 8), ('...', 5), ('Answer', 2), ('...', 1), ('Answer', 0), ('................', 0), ('....', 0), ('.....', 0), ('........', 0)]","[('A', 27), ('\n', 20), ('A', 6), ('C', 5), ('B', 4), ('Sol', 3), ('>', 2), ('</s>', 2), ('D', 2), ('C', 2)]","[('[[', 1), ('##', 0), ('{', 0), ('#', 0), ('----------------', 0), ('********', 0), ('<!--', 0), ('To', 0), ('{{', 0), ('~~~~~~~~', 0)]","[('\n', 23), ('A', 10), ('>', 8), ('C', 6), ('B', 4), ('D', 3), ('##', 3), ('Sol', 1), ('-', 1), ('An', 1)]"
,,,,
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 1), ('пута', 0), ('Хронологија', 0), ('férences', 0), ('prüng', 0), ('abhäng', 0), ('ímp', 0), ('trightarrow', 0), ('월', 0), ('őd', 0)]","[('<s>', 1), ('férences', 0), ('пута', 0), ('ímp', 0), ('abhäng', 0), ('prüng', 0), ('ategory', 0), ('trightarrow', 0), ('Хронологија', 0), ('ográfica', 0)]","[('guez', 2), ('пута', 2), ('씨', 1), ('archivi', 1), ('<s>', 0), ('penas', 0), ('férences', 0), ('洞', 0), ('ént', 0), ('ongodb', 0)]","[('пута', 2), ('<s>', 2), ('férences', 1), ('ímp', 1), ('archivi', 0), ('瀬', 0), ('penas', 0), ('guez', 0), ('trightarrow', 0), ('씨', 0)]"
layer1,"[('anim', 0), ('refer', 0), ('gouvern', 0), ('isser', 0), ('campe', 0), ('�', 0), ('Hinweis', 0), ('références', 0), ('ë', 0), ('Kin', 0)]","[('<s>', 14), ('penas', 1), ('ategory', 0), ('ǫ', 0), ('férences', 0), ('opera', 0), ('autorité', 0), ('abhäng', 0), ('월', 0), ('𝓝', 0)]","[('aris', 1), ('<s>', 1), ('Dy', 1), ('penas', 0), ('picked', 0), ('ommes', 0), ('ederb', 0), ('abei', 0), ('ovis', 0), ('cas', 0)]","[('<s>', 30), ('penas', 5), ('ategory', 1), ('guez', 0), ('Außer', 0), ('férences', 0), ('aris', 0), ('abhäng', 0), ('ultimo', 0), ('𝓝', 0)]"
layer2,"[('ufen', 4), ('ederb', 2), ('guer', 0), ('pret', 0), ('erv', 0), ('dedu', 0), ('intellij', 0), ('̂', 0), ('Bayern', 0), ('Amer', 0)]","[('<s>', 12), ('penas', 4), ('ategory', 1), ('guez', 1), ('ederb', 0), ('atform', 0), ('opera', 0), ('férences', 0), ('ű', 0), ('aris', 0)]","[('обо', 1), ('plant', 0), ('tap', 0), ('Six', 0), ('cal', 0), ('enter', 0), ('orig', 0), ('owan', 0), ('št', 0), ('chart', 0)]","[('penas', 5), ('ategory', 1), ('ufen', 0), ('<s>', 0), ('iennes', 0), ('ederb', 0), ('guez', 0), ('opera', 0), ('igne', 0), ('adém', 0)]"
layer3,"[('terne', 3), ('uso', 1), ('ť', 1), ('aggreg', 0), ('huvudstaden', 0), ('penas', 0), ('bum', 0), ('imas', 0), ('wer', 0), ('atform', 0)]","[('penas', 16), ('ť', 2), ('atform', 1), ('imas', 1), ('ategory', 1), ('ű', 0), ('ufen', 0), ('bum', 0), ('opera', 0), ('terne', 0)]","[('ferred', 1), ('fn', 1), ('anes', 1), ('idenote', 0), ('auss', 0), ('instructions', 0), ('oval', 0), ('loat', 0), ('obb', 0), ('appen', 0)]","[('penas', 11), ('atform', 1), ('imas', 1), ('ategory', 1), ('anim', 1), ('pecies', 0), ('ű', 0), ('iennes', 0), ('bum', 0), ('opera', 0)]"
layer4,"[('IMARY', 0), ('oreign', 0), ('asse', 0), ('INCT', 0), ('rz', 0), ('Bij', 0), ('geldig', 0), ('strij', 0), ('Zo', 0), ('Beau', 0)]","[('pecies', 2), ('penas', 0), ('atform', 0), ('werb', 0), ('iennes', 0), ('Beau', 0), ('imas', 0), ('metros', 0), ('šč', 0), ('anter', 0)]","[('abs', 2), ('Mes', 1), ('closure', 0), ('bru', 0), ('gent', 0), ('ument', 0), ('absor', 0), ('utter', 0), ('Abs', 0), ('brit', 0)]","[('imas', 3), ('iennes', 2), ('LOB', 1), ('bum', 0), ('penas', 0), ('metros', 0), ('ilib', 0), ('atform', 0), ('anter', 0), ('Eing', 0)]"
layer5,"[('enberg', 1), ('Claude', 1), ('IR', 1), ('ом', 0), ('Nil', 0), ('Node', 0), ('throw', 0), ('غ', 0), ('Bildern', 0), ('�', 0)]","[('LOB', 2), ('thrown', 1), ('añ', 0), ('Beau', 0), ('penas', 0), ('imas', 0), ('mass', 0), ('throw', 0), ('throwing', 0), ('swer', 0)]","[('éri', 7), ('Ven', 1), ('fm', 1), ('const', 1), ('alter', 1), ('DJ', 0), ('Winter', 0), ('aben', 0), ('xes', 0), ('ais', 0)]","[('thrown', 0), ('mass', 0), ('any', 0), ('bru', 0), ('Kin', 0), ('aut', 0), ('Sn', 0), ('tout', 0), ('armed', 0), ('penas', 0)]"
layer6,"[('gresql', 56), ('listade', 0), ('lab', 0), ('hat', 0), ('Censo', 0), ('IMARY', 0), ('lege', 0), ('schap', 0), ('Argument', 0), ('ober', 0)]","[('tober', 0), ('Point', 0), ('mass', 0), ('bru', 0), ('tout', 0), ('iből', 0), ('ユ', 0), ('Einzeln', 0), ('uno', 0), ('inline', 0)]","[('&=\\', 2), ('spl', 1), ('vin', 1), ('shell', 0), ('lut', 0), ('LCCN', 0), ('sur', 0), ('фициаль', 0), ('Calendar', 0), ('daugh', 0)]","[('Einzeln', 1), ('ゴ', 1), ('tout', 0), ('bru', 0), ('Point', 0), ('armed', 0), ('anter', 0), ('dar', 0), ('zor', 0), ('inline', 0)]"
layer7,"[('insen', 4), ('jú', 1), ('Visual', 1), ('pus', 1), ('anz', 1), ('visual', 0), ('án', 0), ('visual', 0), ('asure', 0), ('äs', 0)]","[('Point', 1), ('Visual', 0), ('ゴ', 0), ('anha', 0), ('Errors', 0), ('anter', 0), ('penas', 0), ('NF', 0), ('ked', 0), ('Points', 0)]","[('Us', 1), ('fica', 1), ('♀', 1), ('nung', 1), ('LOAD', 0), ('charact', 0), ('chmark', 0), ('Rep', 0), ('unda', 0), ('helm', 0)]","[('anha', 2), ('odb', 0), ('Point', 0), ('ほ', 0), ('sup', 0), ('añ', 0), ('`\\', 0), ('recens', 0), ('Sv', 0), ('Visual', 0)]"
