Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer10,"[('oz', 1), ('omorphism', 1), ('baz', 1), ('Bash', 0), ('archy', 0), ('edad', 0), ('Footnote', 0), ('totalité', 0), ('Bak', 0), ('Référence', 0)]","[('alse', 3), ('aho', 0), ('Fiche', 0), ('cn', 0), ('yen', 0), ('quin', 0), ('Zu', 0), ('Append', 0), ('ALSE', 0), ('CN', 0)]","[('ega', 2), ('ari', 0), ('anner', 0), ('èce', 0), ('bek', 0), ('pf', 0), ('inds', 0), ('ttp', 0), ('ikus', 0), ('éo', 0)]","[('alse', 2), ('eval', 1), ('Scroll', 0), ('cn', 0), ('ALSE', 0), ('Append', 0), ('ize', 0), ('alis', 0), ('LEFT', 0), ('Hat', 0)]"
layer11,"[('že', 1), ('sBy', 1), ('Arte', 0), ('показа', 0), ('gré', 0), ('ovis', 0), ('dolor', 0), ('laimed', 0), ('Pale', 0), ('ʌ', 0)]","[('eval', 2), ('Hinweis', 1), ('Ź', 0), ('Scroll', 0), ('CN', 0), ('ALSE', 0), ('unas', 0), ('Wol', 0), ('alse', 0), ('Dres', 0)]","[('pot', 1), (""('"", 0), ('native', 0), ('egen', 0), ('ozzá', 0), ('dump', 0), ('mas', 0), ('ignon', 0), ('aser', 0), ('anterie', 0)]","[('CN', 1), ('Ź', 1), ('alse', 0), ('aho', 0), ('anse', 0), ('Hinweis', 0), ('alis', 0), ('eval', 0), ('urls', 0), ('données', 0)]"
layer12,"[('vole', 3), ('ง', 2), ('双', 1), ('buntu', 0), ('adas', 0), ('gh', 0), ('sob', 0), ('heb', 0), ('GND', 0), ('зь', 0)]","[('CN', 3), ('ogne', 1), ('eval', 1), ('Hinweis', 0), ('Ź', 0), ('ery', 0), ('Gol', 0), ('urls', 0), ('Henri', 0), ('anse', 0)]","[('cla', 3), ('che', 2), ('cable', 1), ('Lü', 0), ('prov', 0), ('cod', 0), ('Schl', 0), ('rov', 0), ('border', 0), ('beck', 0)]","[('CN', 3), ('protocol', 1), ('eval', 1), ('urls', 1), ('ARN', 1), ('quelle', 0), ('url', 0), ('anse', 0), ('ogne', 0), ('gat', 0)]"
layer13,"[('oti', 1), ('answer', 0), ('Cinema', 0), ('indeed', 0), ('stoff', 0), ('solid', 0), ('cin', 0), ('weis', 0), ('thrust', 0), ('oot', 0)]","[('CN', 2), ('urls', 1), ('Hinweis', 0), ('protocol', 0), ('бург', 0), ('ogne', 0), ('élé', 0), ('eval', 0), ('url', 0), ('Ź', 0)]","[('aine', 1), ('uder', 0), ('pend', 0), ('ains', 0), ('iből', 0), ('lib', 0), ('smoke', 0), ('цер', 0), ('elen', 0), ('har', 0)]","[('Hinweis', 0), ('CN', 0), ('álva', 0), ('бург', 0), ('aucoup', 0), ('Wol', 0), ('lein', 0), ('iből', 0), ('Scroll', 0), ('Read', 0)]"
layer14,"[('Da', 0), ('chia', 0), ('cus', 0), ('jet', 0), ('straight', 0), ('jets', 0), ('UST', 0), ('answered', 0), ('count', 0), ('geprüft', 0)]","[('Hinweis', 2), ('answered', 2), ('ogne', 1), ('aucoup', 1), ('tab', 0), ('answering', 0), ('read', 0), ('Runtime', 0), ('CN', 0), ('Wol', 0)]","[('itul', 1), ('unicí', 0), ('azu', 0), ('enza', 0), ('pó', 0), ('rong', 0), ('ansen', 0), ('oki', 0), ('alberga', 0), ('ichi', 0)]","[('aucoup', 1), ('Hinweis', 1), ('answered', 0), ('CN', 0), ('Runtime', 0), ('answering', 0), ('tab', 0), ('Salvador', 0), ('eval', 0), ('quin', 0)]"
layer15,"[('Answer', 16), ('answered', 10), ('answer', 8), ('Answer', 2), ('answers', 1), ('answering', 1), ('andenburg', 1), ('sett', 0), ('answer', 0), ('ią', 0)]","[('answered', 19), ('Answer', 5), ('answering', 5), ('aucoup', 4), ('answer', 3), ('Answer', 1), ('Hinweis', 1), ('Runtime', 1), ('answer', 0), ('swers', 0)]","[('angularjs', 2), ('vit', 2), ('TC', 0), ('mount', 0), ('Ernst', 0), ('Mam', 0), ('conscience', 0), ('ль', 0), (';)', 0), ('umm', 0)]","[('answered', 14), ('answer', 8), ('Answer', 6), ('Answer', 3), ('answering', 2), ('aucoup', 1), ('answer', 0), ('swers', 0), ('icamente', 0), ('ans', 0)]"
layer16,"[('Answer', 38), ('answer', 16), ('answers', 14), ('Answer', 12), ('answered', 1), ('swers', 1), ('answer', 1), ('answering', 1), ('correct', 0), ('wan', 0)]","[('Answer', 30), ('answer', 26), ('answered', 17), ('Answer', 11), ('answering', 3), ('answers', 1), ('answer', 1), ('swers', 0), ('ans', 0), ('Hinweis', 0)]","[('answer', 68), ('Answer', 10), ('answer', 9), ('answers', 3), ('Answer', 2), ('answered', 1), ('answering', 1), ('répond', 0), ('LENG', 0), ('&=\\', 0)]","[('answer', 50), ('Answer', 29), ('answered', 8), ('Answer', 6), ('answering', 1), ('answer', 1), ('answers', 1), ('swers', 0), ('ans', 0), ('répond', 0)]"
layer17,"[('дат', 4), ('D', 3), ('ugel', 3), ('LAB', 2), ('дро', 1), ('ссе', 1), ('ď', 0), ('deutsch', 0), ('Thread', 0), ('ischof', 0)]","[('answer', 44), ('Answer', 33), ('Answer', 9), ('answered', 8), ('answers', 1), ('answering', 1), ('answer', 1), ('swers', 0), ('ischof', 0), ('ans', 0)]","[('answer', 33), ('answer', 16), ('Answer', 16), ('answers', 4), ('swers', 2), ('Answer', 1), ('ugno', 0), ('tegr', 0), ('Ans', 0), ('exam', 0)]","[('answer', 56), ('Answer', 33), ('Answer', 4), ('answered', 2), ('answer', 1), ('answers', 1), ('answering', 0), ('swers', 0), ('题', 0), ('Hinweis', 0)]"
layer18,"[('</s>', 94), ('Source', 0), ('apsed', 0), ('\n', 0), ('Option', 0), ('Source', 0), (']]', 0), ('option', 0), ('gresql', 0), ('consulté', 0)]","[('answer', 49), ('Answer', 37), ('Answer', 5), ('answered', 2), ('answer', 2), ('answers', 1), ('answering', 0), ('swers', 0), ('题', 0), ('Hinweis', 0)]","[('options', 8), ('select', 6), ('options', 5), ('Options', 4), ('Options', 4), ('Select', 4), ('option', 3), ('Option', 2), ('Option', 2), ('選', 2)]","[('answer', 67), ('Answer', 18), ('Answer', 5), ('answer', 3), ('answers', 2), ('answered', 2), ('swers', 0), ('answering', 0), ('Hinweis', 0), ('题', 0)]"
layer19,"[('FA', 3), ('answers', 3), ('T', 2), ('CA', 1), ('swers', 1), ('TEXT', 1), ('Which', 1), ('TA', 1), ('Franc', 0), ('tomb', 0)]","[('answer', 69), ('Answer', 15), ('Answer', 5), ('answers', 3), ('answer', 2), ('answered', 2), ('swers', 0), ('answering', 0), ('Ans', 0), ('ans', 0)]","[('correct', 71), ('Correct', 21), ('correct', 2), ('wrong', 2), ('correctly', 0), ('incorrect', 0), ('wr', 0), ('right', 0), ('ask', 0), ('corrected', 0)]","[('answer', 66), ('Answer', 20), ('Answer', 5), ('answered', 3), ('answers', 2), ('answer', 2), ('swers', 0), ('answering', 0), ('correct', 0), ('Correct', 0)]"
layer20,"[('d', 65), ('D', 25), ('D', 0), ('widet', 0), ('d', 0), ('review', 0), ('Review', 0), ('VIII', 0), ('Ale', 0), ('Amsterdam', 0)]","[('answer', 65), ('Answer', 21), ('Answer', 6), ('answered', 2), ('answer', 2), ('answers', 2), ('swers', 0), ('answering', 0), ('correct', 0), ('Correct', 0)]","[('Ű', 5), ('ijst', 4), ('olis', 0), ('\x1d', 0), ('chen', 0), ('please', 0), ('bolds', 0), ('>::', 0), ('rane', 0), ('門', 0)]","[('answer', 56), ('Answer', 20), ('Answer', 9), ('answer', 5), ('answers', 3), ('answered', 2), ('correct', 1), ('Correct', 0), ('swers', 0), ('answering', 0)]"
layer21,"[('Option', 26), ('Select', 14), ('option', 6), ('select', 5), ('Option', 5), ('選', 3), ('Select', 2), ('Answer', 2), ('Answer', 2), ('selected', 2)]","[('answer', 45), ('Answer', 30), ('Answer', 14), ('answer', 4), ('answers', 3), ('answered', 1), ('answering', 0), ('swers', 0), ('correct', 0), ('Ans', 0)]","[('bez', 6), ('eten', 1), ('gat', 1), ('wad', 0), ('piel', 0), ('wiąz', 0), ('aux', 0), ('од', 0), ('ührung', 0), ('mou', 0)]","[('Answer', 35), ('answer', 23), ('Answer', 20), ('correct', 3), ('answer', 3), ('Correct', 2), ('Ans', 1), ('answers', 1), ('Hinweis', 0), ('answered', 0)]"
layer22,"[('E', 2), ('E', 1), ('AA', 0), ('e', 0), ('Zyg', 0), ('anja', 0), ('ique', 0), ('ef', 0), ('ök', 0), ('gef', 0)]","[('Answer', 37), ('Answer', 21), ('answer', 20), ('answer', 3), ('correct', 2), ('Ans', 2), ('Correct', 2), ('answers', 1), ('Hinweis', 0), ('answered', 0)]","[('cx', 1), ('ieb', 0), ('abase', 0), ('èg', 0), ('VIS', 0), ('endi', 0), ('нев', 0), ('Cat', 0), ('êtes', 0), ('kem', 0)]","[('Answer', 34), ('answer', 22), ('Answer', 18), ('correct', 3), ('Correct', 3), ('answer', 1), ('Hinweis', 1), ('answers', 0), ('Ans', 0), ('answered', 0)]"
layer23,"[('са', 1), ('hol', 0), ('istik', 0), ('ftrag', 0), ('Lexikon', 0), ('ов', 0), ('except', 0), ('lag', 0), ('cord', 0), ('Jul', 0)]","[('Answer', 36), ('Answer', 19), ('answer', 16), ('correct', 5), ('Correct', 4), ('Hinweis', 2), ('answer', 1), ('answers', 1), ('answered', 0), ('Ans', 0)]","[('emor', 2), ('wort', 1), ('gresql', 1), ('bern', 1), ('\x0c', 0), ('ências', 0), ('vironment', 0), ('environ', 0), ('igkeit', 0), ('Kle', 0)]","[('Answer', 20), ('Answer', 14), ('answer', 11), ('correct', 10), ('Hinweis', 7), ('Correct', 4), ('Ans', 3), ('quelle', 2), ('answer', 1), ('correct', 0)]"
layer24,"[('Taiwan', 99), ('Tai', 0), ('台', 0), ('option', 0), ('Hong', 0), ('China', 0), ('Chinese', 0), ('Review', 0), ('Tokyo', 0), ('Asia', 0)]","[('Answer', 26), ('answer', 17), ('Answer', 15), ('correct', 9), ('Correct', 6), ('Ans', 2), ('Hinweis', 2), ('quelle', 1), ('answer', 1), ('correct', 1)]","[('reu', 3), ('widet', 0), ('Sub', 0), ('prü', 0), ('Ain', 0), ('enburg', 0), ('Lat', 0), ('Type', 0), ('SUB', 0), ('uale', 0)]","[('Answer', 26), ('answer', 14), ('Answer', 11), ('correct', 9), ('Correct', 4), ('Ans', 4), ('quelle', 3), ('Hinweis', 2), ('answer', 1), ('answers', 1)]"
layer25,"[('Which', 6), ('III', 2), ('onderwerp', 1), ('idenote', 1), ('Sel', 1), ('Q', 1), ('oce', 1), ('penas', 1), ('uria', 0), ('II', 0)]","[('Answer', 21), ('answer', 21), ('Answer', 13), ('correct', 6), ('quelle', 5), ('Correct', 3), ('Ans', 3), ('Hinweis', 1), ('answer', 1), ('answers', 1)]","[('E', 51), ('E', 3), ('D', 1), ('EG', 0), ('cle', 0), ('akov', 0), ('vu', 0), ('\u2003', 0), ('ata', 0), ('D', 0)]","[('answer', 18), ('Answer', 17), ('Answer', 15), ('quelle', 10), ('correct', 6), ('Correct', 3), ('Ans', 2), ('Hinweis', 2), ('answer', 1), ('answers', 1)]"
layer26,"[('city', 32), ('City', 20), ('city', 18), ('Ta', 13), ('City', 10), ('correct', 1), ('ta', 0), ('cities', 0), ('Tai', 0), ('correct', 0)]","[('correct', 30), ('answer', 10), ('Correct', 9), ('Answer', 9), ('Answer', 8), ('correct', 3), ('Ans', 3), ('quelle', 2), ('incorrect', 1), ('Hinweis', 1)]","[('beeld', 2), ('anos', 1), ('Sav', 0), ('dc', 0), ('Grid', 0), ('selector', 0), ('DC', 0), ('Sub', 0), ('squares', 0), ('Ta', 0)]","[('correct', 20), ('answer', 11), ('Answer', 11), ('Correct', 8), ('Answer', 8), ('Ans', 5), ('quelle', 5), ('correct', 2), ('Hinweis', 2), ('incorrect', 1)]"
layer27,"[('Which', 93), ('None', 1), ('None', 1), ('none', 0), ('which', 0), ('laquelle', 0), ('none', 0), ('which', 0), ('Its', 0), ('Your', 0)]","[('correct', 19), ('Answer', 10), ('answer', 9), ('Correct', 9), ('Answer', 7), ('quelle', 6), ('Ans', 5), ('Hinweis', 2), ('correct', 2), ('incorrect', 1)]","[('Cor', 75), ('cor', 15), ('Cor', 7), ('cor', 1), ('kor', 0), ('corr', 0), ('Kor', 0), ('corr', 0), ('corps', 0), ('Corporation', 0)]","[('Ans', 15), ('quelle', 12), ('answer', 9), ('Answer', 9), ('Answer', 6), ('Hinweis', 5), ('Correct', 1), ('correct', 1), ('ans', 1), ('Tai', 1)]"
layer28,"[('Answer', 13), ('E', 11), ('Academia', 5), ('Answer', 2), ('answer', 2), ('answers', 1), ('answered', 1), ('E', 1), ('Question', 0), ('Question', 0)]","[('Answer', 17), ('answer', 14), ('Ans', 13), ('Answer', 9), ('quelle', 7), ('Hinweis', 3), ('Correct', 1), ('answered', 1), ('correct', 1), ('answers', 1)]","[('option', 22), ('Option', 7), ('Option', 4), ('options', 4), ('option', 1), ('wh', 0), ('ro', 0), ('Don', 0), ('ind', 0), ('form', 0)]","[('answer', 17), ('quelle', 14), ('Ans', 13), ('Answer', 10), ('Answer', 6), ('option', 3), ('Option', 2), ('Option', 2), ('correct', 1), ('options', 1)]"
layer29,"[('(...)', 72), ('...', 25), ('[...]', 0), ('...', 0), ('...)', 0), ('....', 0), ('!...', 0), ('(...', 0), ('....', 0), ('.....', 0)]","[('answer', 14), ('Ans', 11), ('quelle', 11), ('Answer', 8), ('Answer', 4), ('option', 3), ('Option', 2), ('correct', 2), ('Hinweis', 1), ('Option', 1)]","[('II', 7), ('IV', 4), ('III', 3), ('VII', 3), ('II', 3), ('XI', 2), ('__', 1), ('In', 1), ('ii', 1), ('IV', 0)]","[('answer', 25), ('Ans', 11), ('Answer', 7), ('Answer', 6), ('option', 5), ('quelle', 3), ('Option', 2), ('correct', 1), ('Correct', 1), ('Hinweis', 1)]"
layer30,"[('Answer', 26), ('Select', 9), ('Which', 3), ('Does', 1), ('Select', 1), ('________________', 1), ('Answer', 1), ('What', 1), ('________', 1), ('_', 1)]","[('answer', 28), ('Answer', 16), ('Ans', 13), ('Answer', 8), ('option', 2), ('quelle', 1), ('answered', 1), ('Hinweis', 1), ('Option', 1), ('Correct', 1)]","[('a', 39), ('\n', 11), ('s', 8), ('(', 5), ('-', 5), ('', 4), ('w', 2), ('b', 2), ('.', 1), ('T', 1)]","[('\n', 47), ('answer', 15), ('Answer', 5), ('Ans', 3), ('E', 3), ('</s>', 2), ('A', 1), ('option', 1), ('', 0), ('The', 0)]"
layer31,"[('Tai', 32), ('(', 17), ('…', 5), ('...', 4), ('Taiwan', 3), ('answer', 1), ('................', 1), ('Answer', 1), ('...', 1), ('........', 1)]","[('\n', 38), ('answer', 26), ('Answer', 8), ('E', 3), ('Ans', 2), ('</s>', 1), ('option', 1), ('', 1), ('Answer', 1), ('A', 0)]","[('.', 1), ('…', 0), ('\u200b', 0), ('Read', 0), ('?', 0), ('\n', 0), ('If', 0), ('I', 0), ('Find', 0), ('Lear', 0)]","[('\n', 52), ('Answer', 7), ('E', 3), ('.', 3), ('The', 2), ('</s>', 2), ('', 2), ('(', 1), ('A', 1), ('...', 0)]"
