layer9,"[('eil', 3), ('dorf', 1), ('answered', 0), ('answer', 0), ('asp', 0), ('din', 0), ('Answer', 0), ('answer', 0), ('kop', 0), ('ğ', 0)]","[('▶', 1), ('onces', 0), ('Freder', 0), ('pairs', 0), ('-,', 0), ('homes', 0), ('exec', 0), ('hover', 0), ('nn', 0), ('bounds', 0)]","[('Henry', 1), ('avig', 0), ('asto', 0), ('berg', 0), ('syntax', 0), ('opf', 0), ('Nr', 0), ('externe', 0), ('ferrer', 0), ('roe', 0)]","[('Freder', 0), ('Dic', 0), ('mir', 0), ('pairs', 0), ('beg', 0), ('exec', 0), ('tor', 0), ('Brig', 0), ('gray', 0), ('lean', 0)]"
layer10,"[('висини', 1), ('generalized', 1), ('ionario', 0), ('sí', 0), ('beskre', 0), ('ugen', 0), ('Jahrh', 0), ('bath', 0), ('Zür', 0), ('식', 0)]","[('Dic', 0), ('esterni', 0), ('Freder', 0), ('mir', 0), ('Hinweis', 0), ('gray', 0), ('Keith', 0), ('Brig', 0), ('rap', 0), ('Nue', 0)]","[('Laurent', 3), ('gue', 2), ('statements', 1), ('mem', 1), ('gar', 1), ('mai', 0), ('mem', 0), ('civ', 0), ('odia', 0), ('statement', 0)]","[('rap', 2), ('Brig', 1), ('answered', 1), ('pairs', 0), ('jsp', 0), ('bounds', 0), ('Rap', 0), ('answer', 0), ('Answer', 0), ('gray', 0)]"
layer11,"[('Unterscheidung', 2), ('...]', 1), ('imo', 1), ('мена', 0), ('answer', 0), ('Answer', 0), ('Answer', 0), ('SR', 0), ('夜', 0), ('(...', 0)]","[('answered', 3), ('answer', 2), ('Answer', 2), ('Answer', 1), ('uf', 0), ('answer', 0), ('Brig', 0), ('rap', 0), ('ън', 0), ('hip', 0)]","[('gon', 2), ('<s>', 1), ('onderwerp', 1), ('dade', 1), ('ġ', 0), ('égr', 0), ('ês', 0), ('banda', 0), ('oly', 0), ('férences', 0)]","[('answered', 5), ('answer', 2), ('<s>', 1), ('gon', 1), ('Answer', 1), ('rap', 0), ('Rap', 0), ('Answer', 0), ('skin', 0), ('answer', 0)]"
layer12,"[('lingen', 0), ('❯', 0), ('quez', 0), ('prim', 0), ('alog', 0), ('zA', 0), ('actér', 0), ('лат', 0), ('Ferd', 0), ('quin', 0)]","[('answered', 6), ('answer', 2), ('Answer', 1), ('gon', 1), ('<s>', 0), ('Answer', 0), ('ga', 0), ('gan', 0), ('Sub', 0), ('Dan', 0)]","[('meister', 1), ('partiellement', 1), ('dut', 1), ('idos', 0), ('ov', 0), ('reich', 0), ('module', 0), ('tes', 0), ('rica', 0), ('Prima', 0)]","[('<s>', 5), ('answered', 2), ('answer', 2), ('gesamt', 1), ('Answer', 1), ('Answer', 0), ('answer', 0), ('ง', 0), ('jak', 0), ('gan', 0)]"
layer13,"[('vice', 4), ('Hub', 1), ('Hub', 0), ('Association', 0), ('Bab', 0), ('oot', 0), ('CE', 0), ('alo', 0), ('BC', 0), ('yr', 0)]","[('answer', 2), ('answered', 2), ('<s>', 1), ('Answer', 1), ('Answer', 0), ('answer', 0), ('gesamt', 0), ('unit', 0), ('vez', 0), ('sure', 0)]","[('uez', 2), ('trat', 2), ('Cole', 0), ('brie', 0), ('ikel', 0), ('tank', 0), ('aph', 0), ('wig', 0), ('complex', 0), ('either', 0)]","[('answered', 12), ('answer', 8), ('Answer', 2), ('Answer', 2), ('answer', 1), ('<s>', 1), ('answers', 0), ('major', 0), ('vez', 0), ('answering', 0)]"
layer14,"[('ison', 1), ('rewrite', 1), ('✅', 0), ('Bbb', 0), ('zza', 0), ('etc', 0), ('re', 0), ('mare', 0), ('nad', 0), ('otal', 0)]","[('answer', 23), ('answered', 16), ('answer', 3), ('Answer', 3), ('Answer', 2), ('answers', 1), ('answering', 0), ('vez', 0), ('{""', 0), ('<s>', 0)]","[('Champ', 2), ('berger', 0), ('Bul', 0), ('Minor', 0), ('Deutsch', 0), ('stell', 0), ('pt', 0), ('nl', 0), ('civile', 0), ('è', 0)]","[('answer', 13), ('answered', 9), ('answer', 3), ('{""', 2), ('Answer', 2), ('Answer', 2), ('answers', 1), ('vez', 0), ('major', 0), ('qu', 0)]"
layer15,"[('Answer', 37), ('answer', 20), ('answers', 14), ('answered', 7), ('answer', 1), ('answering', 0), ('questions', 0), ('swers', 0), ('DEX', 0), ('QUEST', 0)]","[('answer', 43), ('answered', 22), ('Answer', 8), ('answer', 5), ('answers', 3), ('Answer', 2), ('answering', 0), ('{""', 0), ('qu', 0), ('vez', 0)]","[('wohl', 16), ('phy', 1), ('CHAPTER', 1), ('{""', 0), ('Baker', 0), ('fri', 0), ('classes', 0), ('cgi', 0), ('geber', 0), ('甲', 0)]","[('answered', 32), ('answer', 14), ('answer', 10), ('{""', 7), ('Answer', 6), ('Answer', 2), ('answers', 1), ('answering', 0), ('vez', 0), ('а', 0)]"
layer16,"[('▼', 3), ('Rey', 1), ('Hinweis', 1), ('iere', 0), ('rear', 0), ('business', 0), ('Re', 0), ('reject', 0), ('iana', 0), ('reiche', 0)]","[('answered', 32), ('answer', 20), ('answer', 11), ('Answer', 11), ('Answer', 5), ('answers', 2), ('{""', 1), ('answering', 1), ('vez', 0), ('Maria', 0)]","[('penas', 1), ('ниц', 1), ('blank', 0), ('reen', 0), ('which', 0), ('which', 0), ('�', 0), ('auer', 0), ('ORS', 0), ('parenthes', 0)]","[('answered', 47), ('answer', 28), ('Answer', 7), ('answer', 6), ('Answer', 2), ('answers', 0), ('answering', 0), ('{""', 0), ('ô', 0), ('Maria', 0)]"
layer17,"[('tests', 0), ('bah', 0), ('дат', 0), ('inn', 0), ('шти', 0), ('чёт', 0), ('pon', 0), ('å', 0), ('icha', 0), ('rai', 0)]","[('answered', 47), ('answer', 29), ('answer', 7), ('Answer', 6), ('Answer', 1), ('answers', 1), ('answering', 0), ('{""', 0), ('Maria', 0), ('ô', 0)]","[('Hint', 1), ('tegr', 1), ('kehr', 0), ('Censo', 0), ('flash', 0), ('Freund', 0), ('ball', 0), ('tick', 0), ('Ol', 0), ('Bedeut', 0)]","[('answer', 44), ('answered', 30), ('Answer', 10), ('answer', 8), ('Answer', 1), ('answers', 1), ('answering', 0), ('Maria', 0), ('mark', 0), ('{""', 0)]"
layer18,"[('nbsp', 2), ('gev', 2), ('Sep', 1), ('▸', 1), ('\n', 0), ('→', 0), ('akh', 0), ('Hein', 0), ('fal', 0), ('forall', 0)]","[('answer', 38), ('answered', 34), ('answer', 10), ('Answer', 8), ('answers', 2), ('Answer', 1), ('answering', 0), ('Maria', 0), ('{""', 0), ('Ans', 0)]","[('answer', 3), ('adel', 2), ('gest', 1), ('aggi', 1), ('CN', 0), ('answer', 0), ('coli', 0), ('Mih', 0), ('Select', 0), ('Select', 0)]","[('answer', 41), ('answered', 29), ('answer', 20), ('Answer', 3), ('answers', 2), ('Answer', 0), ('answering', 0), ('▸', 0), ('swers', 0), ('{""', 0)]"
layer19,"[('zas', 2), ('rör', 2), ('RL', 1), ('yci', 1), ('landet', 1), ('Lis', 1), ('sz', 0), ('Sint', 0), ('Args', 0), ('Zag', 0)]","[('answer', 43), ('answer', 29), ('answered', 18), ('Answer', 3), ('answers', 2), ('Answer', 0), ('answering', 0), ('▸', 0), ('{""', 0), ('swers', 0)]","[('right', 10), ('Duration', 2), ('correct', 1), ('right', 1), ('pr', 1), ('wrong', 1), ('aws', 0), ('aben', 0), ('chter', 0), ('option', 0)]","[('answer', 38), ('answer', 29), ('answered', 13), ('Answer', 3), ('answers', 1), ('wrong', 1), ('▸', 0), ('Answer', 0), ('answering', 0), ('{""', 0)]"
layer20,"[('review', 91), ('review', 6), ('Review', 1), ('reviews', 0), ('primary', 0), ('primary', 0), ('rev', 0), ('rev', 0), ('PRIMARY', 0), ('Primary', 0)]","[('answer', 39), ('answer', 33), ('answered', 14), ('Answer', 3), ('answers', 1), ('Answer', 0), ('wrong', 0), ('▸', 0), ('answering', 0), ('{""', 0)]","[('aju', 1), ('fiddle', 1), ('iw', 1), ('HC', 1), ('BY', 1), ('RC', 0), ('True', 0), ('ante', 0), ('True', 0), ('ĕ', 0)]","[('answer', 38), ('answer', 31), ('answered', 14), ('answers', 1), ('Answer', 1), ('wrong', 0), ('Answer', 0), ('▸', 0), ('answering', 0), ('{""', 0)]"
layer21,"[('Answer', 13), ('Answer', 9), ('選', 8), ('Select', 4), ('Option', 3), ('Option', 3), ('swers', 3), ('select', 3), ('Select', 2), ('answer', 2)]","[('answer', 43), ('answer', 30), ('answered', 14), ('Answer', 2), ('answers', 2), ('Answer', 0), ('answering', 0), ('option', 0), ('▸', 0), ('wrong', 0)]","[('cí', 1), ('थ', 1), ('weis', 0), ('ächst', 0), ('lu', 0), ('wei', 0), ('\u200c', 0), ('Pick', 0), ('告', 0), ('onia', 0)]","[('answer', 21), ('answer', 15), ('answered', 8), ('Answer', 2), ('option', 1), ('▸', 1), ('{""', 1), ('Ans', 1), ('quelle', 0), ('Answer', 0)]"
layer22,"[('question', 44), ('Question', 22), ('Question', 10), ('Re', 6), ('question', 6), ('questions', 1), ('Re', 1), ('re', 0), ('questions', 0), ('QUEST', 0)]","[('answer', 23), ('answer', 18), ('answered', 8), ('Answer', 3), ('option', 1), ('▸', 1), ('Ans', 0), ('Answer', 0), ('{""', 0), ('Question', 0)]","[('eurs', 2), ('ategory', 1), ('lint', 0), ('根', 0), ('gems', 0), ('èn', 0), ('вня', 0), ('cerem', 0), ('pel', 0), ('incie', 0)]","[('answer', 19), ('answer', 11), ('answered', 7), ('Answer', 1), ('option', 1), ('quelle', 1), ('dbc', 1), ('wrong', 1), ('penas', 0), ('{""', 0)]"
layer23,"[('post', 10), ('Author', 9), ('author', 7), ('Author', 6), ('SK', 2), ('autor', 1), ('sk', 1), ('author', 1), ('asked', 0), ('Ask', 0)]","[('answer', 18), ('answered', 8), ('answer', 7), ('Answer', 2), ('penas', 1), ('asked', 1), ('dbc', 1), ('quelle', 0), ('▸', 0), ('Answer', 0)]","[('brie', 10), ('kaf', 2), ('ei', 2), ('片', 1), ('gate', 1), ('nius', 0), ('supply', 0), ('aucoup', 0), ('resid', 0), ('achiv', 0)]","[('answer', 20), ('answer', 9), ('answered', 6), ('Answer', 1), ('asked', 1), ('quelle', 1), ('dbc', 1), ('penas', 1), ('▸', 1), ('Ans', 0)]"
layer24,"[('Review', 99), ('review', 0), ('review', 0), ('Re', 0), ('reviews', 0), ('Re', 0), ('Rev', 0), ('recens', 0), ('recom', 0), ('Ре', 0)]","[('Review', 71), ('review', 20), ('Re', 2), ('review', 1), ('Re', 0), ('answer', 0), ('answer', 0), ('answered', 0), ('reviews', 0), ('Answer', 0)]","[('док', 8), ('fik', 1), ('disse', 1), ('aa', 1), ('rent', 0), ('ponent', 0), ('zA', 0), ('fern', 0), ('stad', 0), ('стей', 0)]","[('Review', 60), ('review', 23), ('Re', 4), ('review', 2), ('Re', 1), ('answer', 0), ('answer', 0), ('answered', 0), ('reviews', 0), ('Answer', 0)]"
layer25,"[('???', 54), ('\n', 13), ('??', 11), ('??', 8), ('?', 4), ('****', 0), ('</s>', 0), ('https', 0), ('-', 0), ('***', 0)]","[('Review', 52), ('review', 24), ('Re', 5), ('review', 2), ('Re', 1), ('answer', 1), ('answer', 1), ('answered', 0), ('Answer', 0), ('reviews', 0)]","[('merk', 1), ('ferrer', 0), ('ella', 0), ('ugel', 0), ('ford', 0), ('ATA', 0), ('omsnitt', 0), ('gow', 0), ('Ell', 0), ('bezeichneter', 0)]","[('Review', 52), ('review', 24), ('Re', 4), ('review', 2), ('answer', 1), ('Re', 1), ('answer', 1), ('answered', 0), ('Answer', 0), ('reviews', 0)]"
layer26,"[('system', 68), ('System', 15), ('system', 8), ('systems', 3), ('System', 2), ('Systems', 1), ('ystem', 0), ('систем', 0), ('sistema', 0), ('sist', 0)]","[('Review', 44), ('review', 24), ('Re', 3), ('review', 2), ('Re', 1), ('answer', 1), ('answer', 1), ('answered', 0), ('option', 0), ('reviews', 0)]","[('selected', 10), ('Selected', 4), ('selection', 4), ('Re', 3), ('Q', 3), ('Re', 2), ('ask', 1), ('QUEST', 1), ('q', 1), ('Q', 1)]","[('Review', 32), ('review', 18), ('Re', 13), ('Re', 6), ('review', 2), ('answer', 1), ('answer', 0), ('answered', 0), ('option', 0), ('sak', 0)]"
layer27,"[('Which', 3), ('cito', 1), (""}'"", 1), ('nez', 1), ('DA', 0), ('wealth', 0), ('enberg', 0), ('wend', 0), ('зво', 0), ('which', 0)]","[('Review', 30), ('review', 16), ('Re', 13), ('Re', 5), ('review', 2), ('answer', 1), ('answer', 1), ('answered', 0), ('option', 0), ('asked', 0)]","[('user', 36), ('Re', 28), ('Users', 8), ('User', 6), ('User', 4), ('Re', 4), ('user', 3), ('users', 3), ('Users', 1), ('users', 1)]","[('Re', 61), ('Re', 19), ('Review', 1), ('review', 0), ('answer', 0), ('answer', 0), ('answered', 0), ('option', 0), ('RE', 0), ('system', 0)]"
layer28,"[('The', 96), ('The', 1), ('?', 1), ('A', 0), ('??', 0), ('Re', 0), ('??', 0), ('?', 0), ('???', 0), ('Re', 0)]","[('Re', 65), ('Re', 26), ('Review', 1), ('The', 0), ('answer', 0), ('RE', 0), ('review', 0), ('answer', 0), ('answered', 0), ('option', 0)]","[('Option', 33), ('options', 17), ('Options', 15), ('options', 12), ('Options', 9), ('option', 5), ('option', 3), ('Option', 2), ('OPT', 0), ('S', 0)]","[('Re', 77), ('Re', 12), ('option', 2), ('Review', 0), ('The', 0), ('Option', 0), ('option', 0), ('A', 0), ('options', 0), ('answer', 0)]"
layer29,"[('the', 83), ('Re', 8), ('the', 5), ('Re', 0), ('-', 0), ('d', 0), ('The', 0), ('review', 0), ('�', 0), ('THE', 0)]","[('Re', 72), ('Re', 22), ('option', 0), ('Review', 0), ('The', 0), ('review', 0), ('Option', 0), ('A', 0), ('option', 0), ('options', 0)]","[('C', 15), ('ex', 8), ('ask', 6), ('d', 6), ('s', 3), ('A', 3), ('Home', 2), ('1', 2), ('c', 2), ('sol', 2)]","[('Re', 73), ('Re', 6), ('The', 4), ('A', 3), ('option', 1), ('Review', 0), ('Option', 0), ('The', 0), ('the', 0), ('option', 0)]"
layer30,"[('_', 95), ('________', 1), ('____', 0), ('________________', 0), ('___', 0), ('__', 0), ('The', 0), ('&', 0), ('&', 0), ('""', 0)]","[('Re', 52), ('The', 17), ('A', 8), ('Re', 3), ('Review', 1), ('option', 0), ('The', 0), ('the', 0), ('Option', 0), ('Ex', 0)]","[('is', 15), ('.', 9), ('ex', 7), ('a', 6), (',', 6), ('1', 2), ('B', 2), ('2', 2), ('(', 2), ('»', 1)]","[('Re', 43), ('The', 33), ('A', 12), ('Ex', 1), ('the', 0), ('(', 0), ('""', 0), ('Home', 0), ('Wh', 0), ('Re', 0)]"
layer31,"[('-', 99), ('–', 0), ('?', 0), ('?', 0), ('\n', 0), ('??', 0), ('..', 0), ('??', 0), ('--', 0), ('???', 0)]","[('Re', 40), ('The', 33), ('A', 12), ('Ex', 1), ('the', 0), ('(', 0), ('""', 0), ('Wh', 0), ('1', 0), ('Home', 0)]","[('Question', 1), ('Answer', 0), ('Best', 0), ('System', 0), ('Introduction', 0), ('Author', 0), ('Excel', 0), ('Subject', 0), ('Customer', 0), ('Member', 0)]","[('Re', 23), ('The', 16), ('A', 6), ('Question', 3), ('Ex', 2), ('Answer', 1), ('Home', 1), ('Option', 1), ('Q', 1), ('System', 0)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('férences', 1), ('trightarrow', 1), ('<s>', 1), ('пута', 0), ('ímp', 0), ('월', 0), ('Ḩ', 0), ('Хронологија', 0), ('prüng', 0), ('ответ', 0)]","[('férences', 1), ('ímp', 1), ('trightarrow', 1), ('<s>', 0), ('пута', 0), ('월', 0), ('Ḩ', 0), ('ategory', 0), ('瀬', 0), ('ответ', 0)]","[('<s>', 13), ('archivi', 3), ('férences', 2), ('씨', 1), ('guez', 1), ('кипеди', 0), ('Portail', 0), ('textt', 0), ('пута', 0), ('瀬', 0)]","[('<s>', 5), ('férences', 3), ('пута', 1), ('trightarrow', 1), ('archivi', 1), ('瀬', 1), ('ímp', 0), ('씨', 0), ('bráz', 0), ('quelle', 0)]"
layer1,"[('refer', 0), ('ë', 0), ('gouvern', 0), ('anim', 0), ('isser', 0), ('madre', 0), ('campe', 0), ('références', 0), ('éo', 0), ('aka', 0)]","[('<s>', 33), ('ategory', 0), ('férences', 0), ('월', 0), ('penas', 0), ('𝓝', 0), ('ográfica', 0), ('opera', 0), ('瀬', 0), ('stru', 0)]","[('ovis', 2), ('aris', 1), ('Dy', 1), ('penas', 0), ('cas', 0), ('доступ', 0), ('ommes', 0), ('inf', 0), ('trim', 0), (']=""', 0)]","[('<s>', 18), ('penas', 3), ('ategory', 1), ('anim', 0), ('ответ', 0), ('Außer', 0), ('guez', 0), ('𝓝', 0), ('opera', 0), ('ultimo', 0)]"
layer2,"[('asp', 4), ('ederb', 0), ('guer', 0), ('ufen', 0), ('方', 0), ('éo', 0), ('textt', 0), ('estaven', 0), ('adin', 0), ('bru', 0)]","[('<s>', 15), ('penas', 7), ('ategory', 1), ('guez', 0), ('ответ', 0), ('atform', 0), ('estaven', 0), ('entferne', 0), ('opera', 0), ('tout', 0)]","[('tap', 2), ('oms', 0), ('by', 0), ('d', 0), ('ure', 0), ('fr', 0), ('pin', 0), ('ire', 0), ('incoming', 0), ('Memorial', 0)]","[('penas', 8), ('tout', 0), ('ategory', 0), ('estaven', 0), ('ответ', 0), ('<s>', 0), ('ederb', 0), ('geh', 0), ('guez', 0), ('opera', 0)]"
layer3,"[('rir', 0), ('cco', 0), ('Leo', 0), ('ď', 0), ('numer', 0), ('PART', 0), ('čen', 0), ('Außer', 0), ('Ken', 0), ('дня', 0)]","[('penas', 4), ('estaven', 1), ('Außer', 0), ('ederb', 0), ('geh', 0), ('tout', 0), ('atform', 0), ('sink', 0), ('ográfica', 0), ('nou', 0)]","[('inale', 4), ('♯', 1), ('ogne', 0), ('Архівовано', 0), ('rev', 0), ('entferne', 0), ('tritt', 0), ('ぶ', 0), ('pad', 0), ('ḷ', 0)]","[('penas', 14), ('Außer', 0), ('nou', 0), ('tout', 0), ('entferne', 0), ('geh', 0), ('prüfe', 0), ('pecies', 0), ('atform', 0), ('király', 0)]"
layer4,"[('Regin', 1), ('Duc', 0), ('Santi', 0), ('agli', 0), ('士', 0), ('Ej', 0), ('сь', 0), ('Project', 0), ('lm', 0), ('questions', 0)]","[('penas', 1), ('tout', 0), ('Außer', 0), ('nou', 0), ('pecies', 0), ('éricaine', 0), ('Kin', 0), ('werb', 0), ('Beau', 0), ('nim', 0)]","[('abs', 0), ('fra', 0), ('pid', 0), ('Disc', 0), ('ovie', 0), ('ilo', 0), ('Units', 0), ('Dis', 0), ('meck', 0), ('Soc', 0)]","[('tout', 1), ('penas', 0), ('LOB', 0), ('fra', 0), ('ola', 0), ('geh', 0), ('lo', 0), ('piel', 0), ('fres', 0), ('nou', 0)]"
layer5,"[('uno', 1), ('Ej', 1), ('Storia', 0), ('javax', 0), ('Mosk', 0), ('článku', 0), ('ijo', 0), ('ona', 0), ('➖', 0), ('ruolo', 0)]","[('tout', 3), ('penas', 2), ('Bedeut', 0), ('Sr', 0), ('Svens', 0), ('Sv', 0), ('hover', 0), ('Kin', 0), ('Википедии', 0), ('nou', 0)]","[('ft', 6), ('kin', 0), ('do', 0), ('root', 0), ('emas', 0), ('maximum', 0), ('FT', 0), ('adm', 0), ('kin', 0), ('rolled', 0)]","[('Bedeut', 3), ('Kin', 2), ('tout', 1), ('kin', 1), ('penas', 1), ('deg', 1), ('nim', 0), ('Mad', 0), ('rolled', 0), ('kin', 0)]"
layer6,"[('revision', 1), ('oll', 0), ('isu', 0), ('itas', 0), ('om', 0), ('kir', 0), ('IIS', 0), ('Fiche', 0), ('康', 0), ('Vier', 0)]","[('Bedeut', 2), ('Kin', 2), ('deg', 1), ('kin', 1), ('nim', 0), ('tout', 0), ('uno', 0), ('agli', 0), ('Magn', 0), ('kin', 0)]","[('нец', 4), ('zan', 1), ('isée', 1), ('etro', 1), ('WID', 0), ('cola', 0), ('краї', 0), ('MAP', 0), ('Olímp', 0), ('glass', 0)]","[('penas', 6), ('Bedeut', 2), ('odb', 1), ('odot', 0), ('wire', 0), ('anter', 0), ('Einzeln', 0), ('trip', 0), ('iras', 0), ('hover', 0)]"
layer7,"[('fahren', 1), ('nyelven', 1), ('TAC', 1), ('reas', 0), ('Gra', 0), ('añ', 0), ('Colors', 0), ('äs', 0), ('uclide', 0), ('Pier', 0)]","[('penas', 7), ('Bedeut', 1), ('TAC', 1), ('до', 1), ('deg', 0), ('ago', 0), ('font', 0), ('olit', 0), ('Font', 0), ('anter', 0)]","[('ordo', 3), ('forg', 2), ('ford', 1), ('roc', 0), ('jak', 0), ('zak', 0), ('nc', 0), ('iak', 0), ('gabe', 0), ('favor', 0)]","[('Font', 2), ('rola', 2), ('jourd', 1), ('font', 1), ('olit', 1), ('hoff', 0), ('otta', 0), ('jak', 0), ('Einzeln', 0), ('èmes', 0)]"
