layer9,"[('vu', 1), ('ğ', 1), ('gc', 0), ('eil', 0), ('answer', 0), ('kop', 0), ('rör', 0), ('頭', 0), ('дин', 0), ('ML', 0)]","[('onces', 2), ('Freder', 1), ('freely', 0), ('Your', 0), ('mir', 0), ('lean', 0), ('mass', 0), ('mu', 0), ('tro', 0), ('homes', 0)]","[('PO', 9), ('ferrer', 3), ('nach', 2), ('zte', 1), ('Reb', 1), ('erdings', 1), ('arod', 0), ('Ele', 0), ('hem', 0), ('blind', 0)]","[('lean', 1), ('OF', 0), ('Freder', 0), ('Ajax', 0), ('bek', 0), ('onces', 0), ('ink', 0), ('Brig', 0), ('mir', 0), ('dwell', 0)]"
layer10,"[('Bedeut', 4), ('generalized', 2), ('Wikipédia', 1), ('sí', 1), ('scheid', 0), ('Jahrh', 0), ('ikai', 0), ('Schaus', 0), ('景', 0), ('jog', 0)]","[('Ajax', 0), ('strip', 0), ('mér', 0), ('Freder', 0), ('dwell', 0), ('ink', 0), ('lean', 0), ('onces', 0), ('oin', 0), ('font', 0)]","[('highlight', 1), ('v', 0), ('ogo', 0), ('ram', 0), ('bez', 0), ('docs', 0), ('GND', 0), ('halb', 0), ('Verd', 0), ('Auth', 0)]","[('uf', 0), ('Dan', 0), ('inger', 0), ('font', 0), ('ả', 0), ('Trop', 0), ('Brig', 0), ('mass', 0), ('strip', 0), ('Associ', 0)]"
layer11,"[('imo', 2), ('Unterscheidung', 1), ('SR', 1), ('...]', 0), ('onyme', 0), ('ǧ', 0), ('Generated', 0), ('recursive', 0), ('ege', 0), ('alte', 0)]","[('uf', 3), ('inger', 0), ('tie', 0), ('answered', 0), ('answer', 0), ('Hinweis', 0), ('Answer', 0), ('hang', 0), ('uid', 0), ('uso', 0)]","[('front', 3), ('Front', 2), ('Rap', 1), ('aben', 0), ('ник', 0), ('cer', 0), ('Blue', 0), ('blue', 0), ('Хронологија', 0), ('mon', 0)]","[('uf', 2), ('Rap', 1), ('com', 0), ('answered', 0), ('hun', 0), ('hang', 0), ('Dan', 0), ('inger', 0), ('ères', 0), ('Associ', 0)]"
layer12,"[('Sample', 1), ('sample', 0), ('bio', 0), ('itis', 0), ('Impl', 0), ('chars', 0), ('Î', 0), ('импе', 0), ('quez', 0), ('sample', 0)]","[('answered', 1), ('uf', 1), ('Dan', 0), ('hun', 0), ('answer', 0), ('sub', 0), ('</s>', 0), ('com', 0), ('Rap', 0), ('OF', 0)]","[('meister', 1), ('isis', 1), ('ty', 1), ('周', 0), ('ATE', 0), ('ty', 0), ('andis', 0), ('virtuel', 0), ('nelle', 0), ('Ty', 0)]","[('answered', 1), ('answer', 0), ('Answer', 0), ('</s>', 0), ('inger', 0), ('lean', 0), ('wur', 0), ('uf', 0), ('(', 0), ('Dan', 0)]"
layer13,"[('autorité', 1), ('akt', 0), ('quot', 0), ('Hub', 0), ('Begriffe', 0), ('aily', 0), ('SM', 0), ('agt', 0), ('okal', 0), ('infatti', 0)]","[('answered', 2), ('answer', 1), ('Answer', 1), ('</s>', 0), ('qu', 0), ('OF', 0), ('Associ', 0), ('lean', 0), ('Answer', 0), ('international', 0)]","[('onas', 2), ('nahm', 2), ('fran', 1), ('tritt', 1), ('Tal', 0), ('gabe', 0), ('族', 0), ('buffer', 0), ('Wir', 0), ('brie', 0)]","[('answer', 4), ('answered', 4), ('qu', 1), ('Answer', 1), ('</s>', 1), ('Dan', 0), ('com', 0), ('answering', 0), ('encore', 0), ('Answer', 0)]"
layer14,"[('zza', 3), ('isse', 1), ('frag', 0), ('otto', 0), ('Academy', 0), ('Ej', 0), ('‹', 0), (',', 0), ('measure', 0), ('rium', 0)]","[('answer', 14), ('answered', 6), ('qu', 2), ('Answer', 2), ('inta', 0), ('answering', 0), ('answers', 0), ('</s>', 0), ('com', 0), ('answer', 0)]","[('Champ', 5), ('COVID', 2), ('none', 1), ('même', 1), ('Ris', 0), ('prevent', 0), ('itza', 0), ('ello', 0), ('manual', 0), ('ne', 0)]","[('answer', 27), ('answered', 8), ('Answer', 3), ('answering', 1), ('answer', 1), ('ace', 0), ('answers', 0), ('Answer', 0), ('qu', 0), ('(', 0)]"
layer15,"[('answer', 5), ('answers', 4), ('слав', 4), ('QUEST', 3), ('answered', 1), ('andenburg', 1), ('éo', 1), ('Answer', 1), ('umerate', 0), ('questions', 0)]","[('answer', 58), ('answered', 15), ('Answer', 2), ('answers', 2), ('Answer', 1), ('answer', 1), ('answering', 1), ('qu', 0), ('ace', 0), ('Champ', 0)]","[('Нов', 1), ('CUR', 1), ('forall', 1), ('curs', 0), ('itul', 0), ('forall', 0), ('Creek', 0), ('げ', 0), ('inve', 0), ('unw', 0)]","[('answered', 31), ('answer', 28), ('Answer', 6), ('answer', 3), ('Answer', 1), ('answers', 1), ('answering', 1), ('questions', 0), ('{""', 0), ('nofollow', 0)]"
layer16,"[('Rey', 8), ('hagen', 3), ('Re', 2), ('рай', 0), ('Raymond', 0), ('Hinweis', 0), ('▼', 0), ('ui', 0), ('Roberto', 0), ('Rome', 0)]","[('answer', 32), ('answered', 27), ('Answer', 12), ('answer', 3), ('Answer', 2), ('answers', 2), ('answering', 1), ('questions', 0), ('qu', 0), ('vez', 0)]","[('which', 44), ('which', 11), ('Which', 6), ('auer', 0), ('cuales', 0), ('penas', 0), ('которой', 0), ('laquelle', 0), ('quale', 0), ('werp', 0)]","[('answer', 42), ('answered', 39), ('Answer', 4), ('answer', 3), ('Answer', 1), ('answering', 1), ('answers', 0), ('</s>', 0), ('nofollow', 0), ('�', 0)]"
layer17,"[('rai', 4), ('-', 3), ('tests', 1), ('–', 1), ('neg', 1), ('-,', 1), ('enta', 0), ('test', 0), ('tests', 0), ('{-', 0)]","[('answer', 45), ('answered', 39), ('Answer', 3), ('answer', 3), ('Answer', 1), ('answering', 1), ('answers', 0), ('qu', 0), ('questions', 0), ('nofollow', 0)]","[('flash', 1), ('题', 1), ('exam', 1), ('Hint', 1), ('nero', 1), ('typen', 0), ('Ans', 0), ('nit', 0), ('ange', 0), ('віт', 0)]","[('answer', 56), ('answered', 28), ('answer', 5), ('Answer', 3), ('Answer', 2), ('answering', 1), ('answers', 0), ('questions', 0), ('qu', 0), ('Question', 0)]"
layer18,"[('Sep', 4), ('❯', 1), ('←', 1), ('af', 1), ('·', 0), ('post', 0), ('zia', 0), ('statunit', 0), ('tang', 0), ('kap', 0)]","[('answer', 61), ('answered', 23), ('answer', 5), ('Answer', 2), ('Answer', 2), ('answers', 1), ('answering', 0), ('qu', 0), ('Question', 0), ('questions', 0)]","[('gest', 3), ('me', 2), ('answers', 1), ('answer', 1), ('Select', 1), ('coli', 1), ('answered', 0), ('answer', 0), ('ado', 0), ('dor', 0)]","[('answer', 65), ('answered', 23), ('answer', 5), ('answers', 1), ('Answer', 1), ('Answer', 1), ('answering', 0), ('swers', 0), ('Question', 0), ('questions', 0)]"
layer19,"[('</s>', 21), ('<s>', 3), ('textt', 2), ('esso', 2), ('colo', 0), ('minipage', 0), ('uese', 0), ('ľ', 0), ('equal', 0), ('ampio', 0)]","[('answer', 70), ('answered', 16), ('answer', 8), ('answers', 1), ('Answer', 1), ('Answer', 0), ('answering', 0), ('swers', 0), ('</s>', 0), ('penas', 0)]","[('right', 2), ('correct', 2), ('speech', 1), ('ta', 0), ('right', 0), ('utt', 0), ('...', 0), ('ording', 0), ('http', 0), ('((', 0)]","[('answer', 63), ('answered', 15), ('answer', 12), ('answers', 1), ('Answer', 1), ('Answer', 0), ('answering', 0), ('</s>', 0), ('penas', 0), ('questions', 0)]"
layer20,"[('review', 77), ('review', 12), ('Review', 3), ('primary', 2), ('primary', 1), ('Primary', 0), ('Organ', 0), ('PRIMARY', 0), ('Primary', 0), ('reviews', 0)]","[('answer', 68), ('answered', 14), ('answer', 9), ('answers', 1), ('Answer', 1), ('Answer', 0), ('answering', 0), ('nofollow', 0), ('penas', 0), ('review', 0)]","[('jsp', 2), ('ved', 1), ('ionic', 0), ('ijk', 0), ('Root', 0), ('fiddle', 0), ('itul', 0), ('lace', 0), ('jsf', 0), ('Jug', 0)]","[('answer', 57), ('answered', 15), ('answer', 11), ('answers', 2), ('Answer', 0), ('answering', 0), ('Answer', 0), ('vez', 0), ('nofollow', 0), ('</s>', 0)]"
layer21,"[('Option', 13), ('選', 5), ('Option', 5), ('repla', 2), ('option', 2), ('Answer', 2), ('Хронологија', 2), ('Answer', 2), ('Corpor', 1), ('secondary', 1)]","[('answer', 58), ('answered', 15), ('answer', 12), ('answers', 2), ('Answer', 1), ('Answer', 1), ('answering', 1), ('nofollow', 0), ('Question', 0), ('questions', 0)]","[('￼', 0), ('•', 0), ('(', 0), ('domestic', 0), ('mv', 0), ('Chamber', 0), ('concurrent', 0), ('weis', 0), ('❯', 0), ('""', 0)]","[('answer', 22), ('answered', 10), ('answer', 10), ('Answer', 1), ('quelle', 1), ('Answer', 1), ('answers', 0), ('answering', 0), ('penas', 0), ('nofollow', 0)]"
layer22,"[('question', 17), ('Question', 11), ('Re', 6), ('Question', 3), ('question', 3), ('heimer', 1), ('system', 1), ('re', 1), ('Re', 1), ('evalu', 0)]","[('answer', 27), ('answer', 12), ('answered', 9), ('Answer', 1), ('Question', 1), ('Answer', 1), ('penas', 1), ('quelle', 0), ('answering', 0), ('question', 0)]","[('Renaissance', 1), ('chen', 1), ('which', 1), ('Хронологија', 1), ('ksam', 1), ('ste', 1), ('incie', 1), ('penas', 0), ('CSS', 0), ('sono', 0)]","[('answer', 17), ('answer', 8), ('answered', 7), ('penas', 3), ('quelle', 1), ('Question', 1), ('Answer', 1), ('❯', 0), ('Answer', 0), ('question', 0)]"
layer23,"[('Author', 22), ('author', 18), ('Author', 12), ('post', 1), ('SK', 1), ('author', 1), ('authorization', 1), ('autor', 0), ('Lat', 0), ('autor', 0)]","[('answer', 16), ('answered', 9), ('answer', 9), ('penas', 4), ('Answer', 1), ('Answer', 1), ('❯', 0), ('quelle', 0), ('Question', 0), ('Question', 0)]","[('qu', 25), ('qu', 8), ('brie', 4), ('izz', 1), ('kaf', 1), ('testing', 1), ('tests', 1), ('片', 0), ('koz', 0), ('zvuky', 0)]","[('answer', 15), ('answer', 9), ('answered', 7), ('penas', 4), ('quelle', 1), ('Answer', 1), ('Answer', 1), ('❯', 1), ('fres', 0), ('qu', 0)]"
layer24,"[('Review', 99), ('review', 0), ('Re', 0), ('review', 0), ('reviews', 0), ('Re', 0), ('Rev', 0), ('organiz', 0), ('recom', 0), ('recens', 0)]","[('Review', 41), ('review', 32), ('answer', 2), ('review', 2), ('Re', 2), ('Re', 2), ('answer', 1), ('answered', 0), ('Answer', 0), ('reviews', 0)]","[('fik', 2), ('autory', 1), ('�', 1), ('Aff', 1), ('док', 0), ('AGE', 0), ('ellij', 0), ('vier', 0), ('fico', 0), ('rache', 0)]","[('Review', 28), ('review', 26), ('answer', 4), ('Re', 3), ('Re', 3), ('review', 2), ('answer', 2), ('answered', 1), ('Answer', 0), ('Answer', 0)]"
layer25,"[('-', 99), ('???', 0), ('-(', 0), ('??', 0), ('??', 0), ('?', 0), ('–', 0), ('-\\', 0), ('\n', 0), ('****', 0)]","[('review', 21), ('Review', 16), ('answer', 9), ('answer', 3), ('Re', 3), ('Re', 2), ('answered', 2), ('review', 1), ('Answer', 1), ('Answer', 0)]","[('TRUE', 1), ('drag', 0), ('false', 0), ('true', 0), ('false', 0), ('Drag', 0), ('asm', 0), ('ac', 0), ('CF', 0), ('fred', 0)]","[('review', 24), ('Review', 20), ('answer', 9), ('Re', 3), ('answer', 3), ('Re', 2), ('answered', 2), ('review', 1), ('Answer', 0), ('Answer', 0)]"
layer26,"[('system', 78), ('system', 8), ('System', 5), ('systems', 4), ('System', 1), ('Systems', 0), ('ystem', 0), ('систем', 0), ('систе', 0), ('sys', 0)]","[('review', 19), ('Review', 15), ('answer', 7), ('Re', 3), ('answer', 3), ('Re', 2), ('answered', 2), ('review', 1), ('Answer', 0), ('correct', 0)]","[('Q', 18), ('Q', 17), ('Re', 12), ('#', 5), ('Re', 2), ('q', 1), ('q', 1), ('#', 1), ('#{', 0), ('RE', 0)]","[('review', 14), ('Re', 12), ('Review', 11), ('Re', 8), ('answer', 4), ('answered', 1), ('answer', 1), ('review', 1), ('preview', 0), ('A', 0)]"
layer27,"[('Which', 91), ('which', 6), ('which', 1), ('laquelle', 0), ('None', 0), ('\n', 0), ('None', 0), ('quale', 0), ('none', 0), ('none', 0)]","[('review', 12), ('Review', 9), ('Re', 9), ('Re', 7), ('answer', 4), ('answered', 1), ('answer', 1), ('review', 1), ('preview', 0), ('A', 0)]","[('Re', 18), ('Cor', 9), ('go', 7), ('Go', 7), ('cor', 6), ('Cor', 1), ('user', 1), ('Re', 1), ('Originals', 0), ('Go', 0)]","[('Re', 26), ('Re', 22), ('review', 2), ('answer', 2), ('Review', 2), ('answered', 1), ('answer', 1), ('preview', 1), ('quelle', 0), ('A', 0)]"
layer28,"[('D', 89), ('A', 7), ('B', 1), ('C', 1), ('?', 0), ('The', 0), ('C', 0), ('Д', 0), ('A', 0), ('??', 0)]","[('Re', 24), ('Re', 21), ('answer', 2), ('A', 2), ('A', 2), ('Review', 2), ('review', 1), ('answered', 1), ('answer', 0), ('The', 0)]","[('Option', 52), ('options', 13), ('option', 7), ('option', 7), ('Option', 6), ('options', 4), ('Options', 4), ('Options', 1), ('OPT', 1), ('a', 0)]","[('Re', 38), ('Re', 17), ('A', 5), ('option', 3), ('A', 2), ('answer', 2), ('Review', 1), ('review', 0), ('answered', 0), ('The', 0)]"
layer29,"[('the', 48), ('\n', 24), ('the', 10), ('�', 4), ('Re', 3), ('&#', 1), ('d', 0), ('-', 0), ('Ã', 0), ('</s>', 0)]","[('Re', 39), ('Re', 31), ('A', 2), ('option', 1), ('A', 1), ('Review', 1), ('answer', 1), ('review', 1), ('The', 0), ('\n', 0)]","[('ex', 17), ('c', 6), ('A', 6), ('d', 3), ('>', 2), ('1', 2), ('In', 2), ('f', 1), ('B', 1), ('-', 1)]","[('Re', 29), ('A', 20), ('Re', 10), ('A', 8), ('\n', 1), ('The', 1), ('option', 1), ('answer', 1), ('Review', 0), ('review', 0)]"
layer30,"[('_', 99), ('________', 0), ('__', 0), ('____', 0), ('________________', 0), ('___', 0), ('**', 0), (' ', 0), ('_,', 0), ('__', 0)]","[('A', 44), ('Re', 14), ('A', 4), ('Re', 4), ('The', 3), ('\n', 1), ('Wh', 1), ('answer', 0), ('Review', 0), ('The', 0)]","[('\n', 26), ('»', 9), ('-', 6), ('B', 5), ('1', 3), ('.', 3), ('', 3), ('2', 2), ('I', 2), (',', 2)]","[('A', 53), ('Re', 11), ('\n', 9), ('The', 7), ('A', 1), ('Wh', 0), ('B', 0), ('C', 0), ('(', 0), ('Re', 0)]"
layer31,"[('-', 96), ('?', 0), ('?', 0), ('–', 0), ('??', 0), ('...', 0), ('', 0), ('??', 0), ('..', 0), ('???', 0)]","[('A', 44), ('\n', 11), ('Re', 9), ('The', 9), ('1', 1), ('-', 1), ('A', 1), ('B', 1), ('Wh', 1), ('(', 1)]","[('Question', 1), ('----------------', 0), ('********', 0), ('Answer', 0), ('Comment', 0), ('Author', 0), ('◄', 0), ('##', 0), ('****************', 0), ('****', 0)]","[('\n', 9), ('A', 8), ('The', 8), ('Re', 8), ('Question', 6), ('1', 2), ('B', 2), ('Answer', 1), ('-', 1), ('C', 1)]"
,,,,
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 1), ('пута', 1), ('ímp', 0), ('férences', 0), ('trightarrow', 0), ('abhäng', 0), ('Außer', 0), ('월', 0), ('prüng', 0), ('Хронологија', 0)]","[('ímp', 1), ('<s>', 1), ('пута', 0), ('férences', 0), ('ategory', 0), ('abhäng', 0), ('trightarrow', 0), ('ḩ', 0), ('瀬', 0), ('Außer', 0)]","[('archivi', 3), ('<s>', 2), ('guez', 2), ('пута', 2), ('férences', 1), ('씨', 1), ('кипеди', 0), ('洞', 0), ('penas', 0), ('ongodb', 0)]","[('<s>', 3), ('пута', 2), ('férences', 2), ('ímp', 1), ('archivi', 1), ('瀬', 0), ('penas', 0), ('trightarrow', 0), ('guez', 0), ('sime', 0)]"
layer1,"[('refer', 0), ('anim', 0), ('gouvern', 0), ('Kin', 0), ('ifi', 0), ('isser', 0), ('�', 0), ('au', 0), ('madre', 0), ('progetti', 0)]","[('<s>', 14), ('opera', 0), ('penas', 0), ('ategory', 0), ('abhäng', 0), ('월', 0), ('ǫ', 0), ('𝓝', 0), ('férences', 0), ('Außer', 0)]","[('aris', 1), ('ovis', 1), ('Dy', 1), ('ommes', 1), ('penas', 1), ('ederb', 0), ('picked', 0), ('cas', 0), ('idth', 0), ('aye', 0)]","[('<s>', 17), ('penas', 3), ('ategory', 1), ('Außer', 0), ('opera', 0), ('ultimo', 0), ('aris', 0), ('guez', 0), ('abhäng', 0), ('𝓝', 0)]"
layer2,"[('guer', 1), ('ederb', 1), ('asp', 0), ('erv', 0), ('germ', 0), ('цю', 0), ('éo', 0), ('ufen', 0), ('Neu', 0), ('usch', 0)]","[('penas', 10), ('<s>', 6), ('ategory', 0), ('opera', 0), ('ederb', 0), ('guez', 0), ('atform', 0), ('aris', 0), ('lès', 0), ('Außer', 0)]","[('tap', 1), ('li', 1), ('обо', 0), ('Six', 0), ('urg', 0), ('cal', 0), ('imat', 0), ('stress', 0), ('št', 0), ('pin', 0)]","[('penas', 7), ('ategory', 0), ('Außer', 0), ('opera', 0), ('ederb', 0), ('tout', 0), ('<s>', 0), ('éon', 0), ('jà', 0), ('iennes', 0)]"
layer3,"[('terne', 1), ('cco', 0), ('rir', 0), ('atform', 0), ('tb', 0), ('imas', 0), ('aggreg', 0), ('wer', 0), ('aro', 0), ('uso', 0)]","[('penas', 17), ('ť', 1), ('atform', 1), ('imas', 0), ('opera', 0), ('ategory', 0), ('Außer', 0), ('jà', 0), ('uso', 0), ('ISSN', 0)]","[('retto', 1), ('instructions', 1), ('appen', 0), ('odb', 0), ('loat', 0), ('LOB', 0), ('pad', 0), ('AXI', 0), ('sted', 0), ('junt', 0)]","[('penas', 17), ('atform', 1), ('pecies', 1), ('Außer', 0), ('ategory', 0), ('imas', 0), ('参', 0), ('opera', 0), ('usch', 0), ('ย', 0)]"
layer4,"[('Regin', 1), ('zag', 0), ('""[', 0), ('士', 0), ('Beau', 0), ('""', 0), ('""\'', 0), ('Duc', 0), ('agli', 0), ('Project', 0)]","[('penas', 2), ('pecies', 1), ('Außer', 0), ('Beau', 0), ('参', 0), ('ง', 0), ('atform', 0), ('tout', 0), ('uso', 0), ('Kin', 0)]","[('Mes', 0), ('fra', 0), ('abs', 0), ('LOB', 0), ('habitantes', 0), ('ждан', 0), ('ed', 0), ('guard', 0), ('mes', 0), ('носи', 0)]","[('LOB', 1), ('dex', 0), ('imas', 0), ('bounded', 0), ('tout', 0), ('inas', 0), ('penas', 0), ('usch', 0), ('lo', 0), ('añ', 0)]"
layer5,"[('Storia', 2), ('➖', 1), ('dbo', 1), ('Node', 1), ('Claude', 0), ('Mosk', 0), ('javax', 0), ('ership', 0), ('ville', 0), ('mx', 0)]","[('LOB', 1), ('tout', 1), ('Sr', 0), ('Gemeins', 0), ('Lima', 0), ('Sv', 0), ('Beau', 0), ('añ', 0), ('bounded', 0), ('penas', 0)]","[('mou', 1), ('abl', 1), ('const', 1), ('ischer', 0), ('Winter', 0), ('fol', 0), ('eig', 0), ('éri', 0), ('bru', 0), ('bru', 0)]","[('Mes', 1), ('intellig', 0), ('penas', 0), ('bru', 0), ('tout', 0), ('Kin', 0), ('generally', 0), ('deg', 0), ('kin', 0), ('Media', 0)]"
layer6,"[('gresql', 1), ('screens', 1), ('Vier', 0), ('isu', 0), ('ș', 0), ('lan', 0), ('Argument', 0), ('宿', 0), ('internal', 0), ('ә', 0)]","[('Ins', 1), ('uno', 1), ('bru', 0), ('intellig', 0), ('Kin', 0), ('penas', 0), ('AV', 0), ('Media', 0), ('omo', 0), ('kin', 0)]","[('&=\\', 4), ('hu', 4), ('őd', 3), ('TW', 1), ('EGIN', 1), ('нец', 0), ('Ehren', 0), ('spl', 0), ('фициаль', 0), ('\u200d', 0)]","[('penas', 1), ('Einzeln', 0), ('intellig', 0), ('őd', 0), ('NF', 0), ('bru', 0), ('Ins', 0), ('gresql', 0), ('svě', 0), ('ública', 0)]"
layer7,"[('타', 2), ('TAC', 2), ('äs', 1), ('mat', 1), ('aro', 0), ('anz', 0), ('acy', 0), ('Hans', 0), ('ä', 0), ('rees', 0)]","[('TAC', 10), ('penas', 3), ('NF', 1), ('рус', 0), ('intellig', 0), ('añ', 0), ('proceed', 0), ('olit', 0), ('uno', 0), ('pin', 0)]","[('encia', 2), ('Name', 2), ('ause', 1), ('lifetime', 0), ('atus', 0), ('Name', 0), ('flags', 0), ('Sie', 0), ('lista', 0), ('DI', 0)]","[('ause', 1), ('TAC', 1), ('kin', 0), ('Visual', 0), ('Visual', 0), ('Point', 0), ('objective', 0), ('Object', 0), ('ченко', 0), ('ņ', 0)]"
