layer9,"[('Isa', 1), ('jsp', 1), ('ô', 1), ('Zug', 0), ('postgresql', 0), ('ago', 0), ('ns', 0), ('answer', 0), ('ulk', 0), ('sim', 0)]","[('ân', 0), ('compression', 0), ('aria', 0), ('onas', 0), ('irtual', 0), ('aris', 0), ('firing', 0), ('plain', 0), ('jur', 0), ('Gast', 0)]","[('sin', 1), ('sche', 1), ('oux', 0), ('ami', 0), ('nig', 0), ('itos', 0), ('esto', 0), ('гани', 0), ('nel', 0), ('ktur', 0)]","[('arina', 1), ('gh', 0), ('aum', 0), ('Gast', 0), ('plain', 0), ('ritz', 0), ('exp', 0), ('références', 0), ('sche', 0), ('lain', 0)]"
layer10,"[('Ge', 1), ('gepubliceerd', 0), ('externas', 0), ('Ћ', 0), ('inas', 0), ('middle', 0), ('пар', 0), ('isecond', 0), ('indeed', 0), ('ства', 0)]","[('atge', 0), ('indeed', 0), ('exp', 0), ('gh', 0), ('arina', 0), ('olia', 0), ('ahl', 0), ('Dave', 0), ('parentheses', 0), ('Geographic', 0)]","[('CTYPE', 0), ('arbe', 0), ('Connect', 0), ('Sir', 0), ('aug', 0), ('Nature', 0), ('opus', 0), ('kiem', 0), ('TAC', 0), ('Bio', 0)]","[('Javascript', 0), ('complement', 0), ('olia', 0), ('priv', 0), ('iani', 0), ('exp', 0), ('som', 0), ('pog', 0), ('пе', 0), ('Pas', 0)]"
layer11,"[('uchte', 1), ('uge', 0), ('idos', 0), ('tes', 0), ('scheidung', 0), ('schau', 0), ('клад', 0), ('phia', 0), ('uren', 0), ('baut', 0)]","[('complement', 1), ('Javascript', 1), ('priv', 0), ('пе', 0), ('olia', 0), ('organ', 0), ('Mys', 0), ('Auf', 0), ('pog', 0), ('Anth', 0)]","[('uth', 2), ('iente', 2), ('ز', 0), ('elsk', 0), ('voor', 0), ('ven', 0), ('Oficina', 0), ('mil', 0), ('undle', 0), ('amet', 0)]","[('Javascript', 0), ('penas', 0), ('iani', 0), ('пе', 0), ('organ', 0), ('Vil', 0), ('exp', 0), ('priv', 0), ('со', 0), ('voor', 0)]"
layer12,"[('iemann', 1), ('ahn', 0), ('Schön', 0), ('uent', 0), ('iman', 0), ('мо', 0), ('gepubliceerd', 0), ('Wikipédia', 0), ('three', 0), ('alion', 0)]","[('penas', 0), ('inth', 0), ('omorphic', 0), ('ahl', 0), ('Javascript', 0), ('пе', 0), ('Como', 0), ('Weltkrieg', 0), ('Karl', 0), ('Font', 0)]","[('sero', 1), ('after', 0), ('ust', 0), ('trou', 0), ('rain', 0), ('dos', 0), ('corso', 0), ('rain', 0), ('Rain', 0), ('SB', 0)]","[('penas', 2), ('organ', 0), ('ân', 0), ('_', 0), ('priv', 0), ('ast', 0), ('ollar', 0), ('ved', 0), ('apt', 0), ('__', 0)]"
layer13,"[('line', 2), ('mér', 1), ('False', 1), ('skill', 0), ('ovie', 0), ('arrow', 0), ('axi', 0), ('ネ', 0), ('ico', 0), ('sko', 0)]","[('organ', 2), ('penas', 1), ('line', 0), ('ollar', 0), ('_', 0), ('tr', 0), ('ved', 0), ('ân', 0), ('definitely', 0), ('saf', 0)]","[('davon', 2), ('ISTS', 0), ('Mand', 0), ('PF', 0), ('purpose', 0), ('ITY', 0), ('št', 0), ('li', 0), ('dual', 0), ('ber', 0)]","[('ân', 0), ('organ', 0), ('monot', 0), ('дей', 0), ('saf', 0), ('ニ', 0), ('RC', 0), ('ved', 0), ('anga', 0), ('penas', 0)]"
layer14,"[('endance', 1), ('jest', 0), ('sub', 0), ('ille', 0), ('immagini', 0), ('rent', 0), ('Frederick', 0), ('agnet', 0), ('off', 0), ('ori', 0)]","[('monot', 0), ('rappres', 0), ('ść', 0), ('RC', 0), ('organ', 0), ('verd', 0), ('penas', 0), ('Fab', 0), ('ân', 0), ('anga', 0)]","[('leid', 1), ('urm', 1), ('flat', 0), ('zan', 0), ('iva', 0), ('irm', 0), ('zas', 0), ('ély', 0), ('外', 0), ('dor', 0)]","[('坂', 1), ('stad', 0), ('ân', 0), ('Fab', 0), ('monot', 0), ('__', 0), ('anas', 0), ('_', 0), ('endor', 0), ('BB', 0)]"
layer15,"[('scheid', 2), ('ответ', 1), ('psum', 1), ('шин', 0), ('osos', 0), ('adt', 0), ('isseur', 0), ('zym', 0), ('Gemeins', 0), ('textt', 0)]","[('_', 1), ('__', 1), ('Ziel', 0), ('ân', 0), ('Fab', 0), ('Sof', 0), ('�', 0), ('anga', 0), ('monot', 0), ('eing', 0)]","[('Dre', 1), ('othe', 0), ('dal', 0), ('ppo', 0), ('Span', 0), ('Dal', 0), ('Gew', 0), ('sono', 0), ('Schweizer', 0), ('Fiche', 0)]","[('_', 1), ('Fab', 1), ('__', 0), ('≠', 0), ('ân', 0), ('po', 0), ('Shang', 0), ('conduct', 0), ('H', 0), ('poison', 0)]"
layer16,"[('werp', 0), ('landa', 0), ('Correct', 0), ('Η', 0), ('bast', 0), ('drum', 0), ('feld', 0), ('correct', 0), ('фере', 0), ('ень', 0)]","[('_', 1), ('Shang', 0), ('Ziel', 0), ('ei', 0), ('B', 0), ('H', 0), ('Buddh', 0), ('�', 0), ('conduct', 0), ('lb', 0)]","[('ex', 2), ('trav', 0), ('̄', 0), ('aux', 0), ('wave', 0), ('uki', 0), ('helm', 0), ('fell', 0), ('стви', 0), ('clarify', 0)]","[('_', 2), ('vil', 0), ('lb', 0), ('pale', 0), ('ân', 0), ('ei', 0), ('verd', 0), ('≠', 0), ('bash', 0), ('None', 0)]"
layer17,"[('lungo', 1), ('D', 1), ('unker', 1), ('ктора', 0), ('iba', 0), ('า', 0), ('ebol', 0), ('bene', 0), ('ze', 0), ('emb', 0)]","[('B', 1), ('_', 1), ('≠', 0), ('arta', 0), ('lb', 0), ('manip', 0), ('D', 0), ('B', 0), ('ân', 0), ('sa', 0)]","[('Einzeln', 1), ('ends', 0), ('mut', 0), ('Lan', 0), ('ignon', 0), ('anten', 0), ('AME', 0), ('mut', 0), ('txt', 0), ('beskre', 0)]","[('cho', 2), ('manip', 1), ('B', 1), ('None', 1), ('D', 0), ('none', 0), ('_', 0), ('lb', 0), ('ieben', 0), ('Fab', 0)]"
layer18,"[('B', 24), ('#', 18), ('alphabet', 10), ('B', 10), ('letter', 1), ('textbf', 0), ('beta', 0), ('Б', 0), ('#(', 0), ('none', 0)]","[('B', 14), ('B', 9), ('cho', 3), ('None', 2), ('none', 2), ('quelle', 0), ('none', 0), ('arta', 0), ('Β', 0), ('alphabet', 0)]","[('iből', 3), ('Alc', 0), ('geme', 0), ('bis', 0), ('Napole', 0), ('Sat', 0), ('wed', 0), ('ring', 0), ('icina', 0), ('Bitte', 0)]","[('B', 12), ('B', 9), ('None', 2), ('cho', 1), ('none', 1), ('sa', 0), ('cho', 0), ('emb', 0), ('schen', 0), ('A', 0)]"
layer19,"[('esten', 1), ('mb', 1), ('ikel', 1), ('د', 0), ('bez', 0), ('endes', 0), ('iframe', 0), ('A', 0), ('scheid', 0), ('Cart', 0)]","[('B', 16), ('B', 6), ('None', 2), ('A', 1), ('none', 1), ('schen', 0), ('D', 0), ('sa', 0), ('none', 0), ('emb', 0)]","[('би', 2), ('iformes', 1), ('cca', 1), ('�', 0), ('august', 0), ('zug', 0), ('extracted', 0), ('државе', 0), ('svg', 0), ('͡', 0)]","[('B', 23), ('B', 5), ('None', 2), ('none', 2), ('b', 1), ('aly', 0), ('A', 0), ('icina', 0), ('none', 0), ('alphabet', 0)]"
layer20,"[('D', 99), ('D', 0), ('Д', 0), ('Д', 0), ('d', 0), ('DS', 0), ('DE', 0), ('DE', 0), ('DR', 0), ('DF', 0)]","[('D', 40), ('B', 15), ('B', 6), ('D', 1), ('None', 1), ('none', 1), ('b', 0), ('A', 0), ('None', 0), ('icina', 0)]","[('hof', 1), ('obre', 1), ('нец', 1), ('vre', 1), ('sub', 0), ('powiecie', 0), ('reek', 0), ('ด', 0), ('intention', 0), ('arz', 0)]","[('D', 32), ('B', 14), ('B', 6), ('D', 2), ('b', 2), ('none', 1), ('None', 1), ('aly', 0), ('b', 0), ('ب', 0)]"
layer21,"[('D', 99), ('D', 0), ('Д', 0), ('B', 0), ('BD', 0), ('Deep', 0), ('Des', 0), ('Delta', 0), ('De', 0), ('DN', 0)]","[('D', 93), ('B', 1), ('B', 1), ('D', 0), ('b', 0), ('b', 0), ('none', 0), ('None', 0), ('Б', 0), ('BD', 0)]","[('A', 30), ('phia', 1), ('beaut', 0), ('wick', 0), ('BB', 0), ('nof', 0), ('irt', 0), ('а', 0), ('ival', 0), ('ellig', 0)]","[('D', 84), ('B', 6), ('B', 3), ('D', 0), ('A', 0), ('b', 0), ('BD', 0), ('Б', 0), ('b', 0), ('Б', 0)]"
layer22,"[('A', 56), ('externes', 1), ('iformes', 0), ('abord', 0), ('iform', 0), ('A', 0), ('B', 0), ('Rib', 0), ('房', 0), ('ն', 0)]","[('D', 74), ('B', 14), ('A', 3), ('B', 3), ('D', 0), ('b', 0), ('A', 0), ('b', 0), ('Б', 0), ('Б', 0)]","[('decl', 2), ('decl', 1), ('delayed', 0), ('Vor', 0), ('manifest', 0), ('manifest', 0), ('scher', 0), ('sig', 0), ('joined', 0), ('ür', 0)]","[('D', 74), ('B', 11), ('B', 2), ('D', 1), ('A', 0), ('Б', 0), ('b', 0), ('Б', 0), ('None', 0), ('none', 0)]"
layer23,"[('éric', 1), ('gin', 0), ('ango', 0), ('{{', 0), ('гер', 0), ('férences', 0), ('前', 0), ('Wein', 0), ('cong', 0), ('iger', 0)]","[('D', 69), ('B', 12), ('B', 2), ('A', 1), ('D', 1), ('Б', 0), ('Б', 0), ('b', 0), ('none', 0), ('None', 0)]","[('este', 1), ('米', 1), ('anter', 0), ('ikz', 0), ('Janeiro', 0), ('општи', 0), ('ispiel', 0), ('зо', 0), ('oster', 0), ('iech', 0)]","[('D', 45), ('B', 15), ('B', 7), ('D', 1), ('A', 1), ('Б', 0), ('b', 0), ('none', 0), ('None', 0), ('arta', 0)]"
layer24,"[('A', 8), ('A', 0), ('({', 0), ('А', 0), ('RS', 0), ('({', 0), ('oso', 0), ('""[', 0), ('ays', 0), ('refer', 0)]","[('D', 39), ('B', 15), ('B', 8), ('A', 5), ('D', 2), ('A', 0), ('Б', 0), ('Б', 0), ('none', 0), ('None', 0)]","[('A', 66), ('A', 8), ('bul', 1), ('А', 1), ('ade', 0), ('teger', 0), ('ぐ', 0), ('Veg', 0), ('Ent', 0), ('ou', 0)]","[('A', 36), ('D', 21), ('B', 7), ('B', 5), ('A', 2), ('D', 1), ('А', 0), ('Б', 0), ('BD', 0), ('Б', 0)]"
layer25,"[('//', 99), ('//', 0), ('{', 0), ('////', 0), ('///', 0), ('\\\\', 0), ('///', 0), ('////////', 0), ('://', 0), ('////////////////', 0)]","[('A', 23), ('B', 19), ('D', 15), ('B', 9), ('A', 2), ('D', 1), ('А', 0), ('//', 0), ('Б', 0), ('BD', 0)]","[('B', 44), ('C', 1), ('B', 0), ('aco', 0), ('ahu', 0), ('heck', 0), ('aku', 0), ('gele', 0), ('tod', 0), ('ög', 0)]","[('B', 56), ('A', 20), ('B', 12), ('D', 1), ('A', 1), ('А', 0), ('Б', 0), ('Б', 0), ('//', 0), ('BD', 0)]"
layer26,"[('D', 85), ('B', 0), ('A', 0), (""'"", 0), ('""', 0), ('Warren', 0), ('Д', 0), ('法', 0), ('law', 0), ('life', 0)]","[('B', 60), ('A', 21), ('D', 7), ('B', 4), ('A', 0), ('А', 0), ('Б', 0), ('Б', 0), ('//', 0), ('D', 0)]","[('scr', 1), ('heb', 1), ('atz', 0), ('hed', 0), ('cide', 0), ('Tras', 0), ('Gil', 0), ('spirits', 0), ('ilis', 0), ('Mart', 0)]","[('B', 66), ('A', 15), ('B', 6), ('D', 6), ('A', 1), ('А', 0), ('Б', 0), ('Б', 0), ('D', 0), ('//', 0)]"
layer27,"[('turns', 2), ('must', 0), ('turno', 0), ('Must', 0), ('Turn', 0), ('turn', 0), ('зво', 0), (':\u2009', 0), ('()', 0), ('enjo', 0)]","[('B', 65), ('A', 15), ('D', 6), ('B', 6), ('A', 0), ('А', 0), ('Б', 0), ('//', 0), ('Б', 0), ('D', 0)]","[('cito', 2), ('quelle', 1), ('nelle', 0), ('macht', 0), ('vt', 0), ('voc', 0), ('Tob', 0), ('Hello', 0), ('none', 0), ('leben', 0)]","[('B', 79), ('D', 9), ('B', 3), ('A', 3), ('A', 0), ('А', 0), ('Б', 0), ('D', 0), ('//', 0), ('C', 0)]"
layer28,"[('D', 89), ('A', 8), ('{', 1), ('B', 0), ('А', 0), ('🌍', 0), ('Д', 0), ('({', 0), ('D', 0), ('{', 0)]","[('B', 71), ('D', 20), ('A', 5), ('B', 1), ('A', 0), ('А', 0), ('{', 0), ('D', 0), ('Б', 0), ('C', 0)]","[('–', 4), ('“', 4), ('…', 3), ('A', 3), ('B', 2), ('//', 2), ('1', 1), ('×', 1), ('a', 1), ('—', 1)]","[('B', 66), ('A', 17), ('D', 7), ('B', 5), ('A', 2), ('А', 0), ('D', 0), ('//', 0), ('{', 0), ('Б', 0)]"
layer29,"[('�', 40), ('�', 23), ('�', 4), ('✔', 3), ('�', 1), ('✅', 0), ('☆', 0), ('○', 0), ('zug', 0), ('�', 0)]","[('B', 67), ('A', 15), ('B', 6), ('D', 6), ('A', 2), ('А', 0), ('D', 0), ('//', 0), ('{', 0), ('Б', 0)]","[('slant', 1), ('̱', 0), ('1', 0), ('8', 0), ('ugel', 0), ('โ', 0), ('̲', 0), ('goto', 0), ('nitt', 0), ('7', 0)]","[('B', 58), ('B', 20), ('A', 8), ('A', 5), ('D', 4), ('D', 0), ('А', 0), ('{', 0), ('BD', 0), ('Б', 0)]"
layer30,"[('\x91', 2), ('Ē', 0), ('{', 0), ('utos', 0), ('unos', 0), ('illaume', 0), ('azu', 0), ('onda', 0), ('mathchar', 0), ('``', 0)]","[('B', 49), ('B', 17), ('A', 10), ('A', 10), ('D', 2), ('{', 1), ('D', 0), ('А', 0), ('Б', 0), ('//', 0)]","[('\n', 41), (',', 31), ('(', 21), ('-', 0), ('1', 0), ('from', 0), ('I', 0), ('.', 0), ('2', 0), ('and', 0)]","[('B', 72), ('A', 16), ('D', 4), ('B', 3), ('A', 1), ('{', 0), ('(', 0), ('C', 0), ('D', 0), ('\n', 0)]"
layer31,"[('', 6), ('!', 1), ('(', 1), ('(', 0), ('/', 0), ('bid', 0), ('[', 0), (',', 0), ('/', 0), ('answer', 0)]","[('B', 69), ('A', 15), ('D', 5), ('B', 4), ('A', 1), ('{', 0), ('(', 0), ('C', 0), ('\n', 0), ('D', 0)]","[('textt', 9), ('beskre', 5), ('geprüft', 4), ('archivi', 3), ('Ḩ', 3), ('ungsseite', 2), ('prü', 1), ('Хронологија', 1), ('kwiet', 1), ('jú', 0)]","[('B', 51), ('{', 16), ('A', 16), ('D', 7), ('�', 3), ('\n', 1), ('(', 1), ('�', 0), ('//', 0), ('C', 0)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('пута', 10), ('archivi', 3), ('partiellement', 2), ('textt', 1), ('sier', 0), ('ѐ', 0), ('Censo', 0), ('konn', 0), ('totalité', 0), ('sterd', 0)]","[('пута', 22), ('partiellement', 1), ('Censo', 0), ('sterd', 0), ('сылки', 0), ('bolds', 0), ('empre', 0), ('писок', 0), ('cí', 0), ('ográfica', 0)]","[('пута', 4), ('partiellement', 1), ('сылки', 1), ('embros', 0), ('penas', 0), ('berga', 0), ('sono', 0), ('gmin', 0), ('virtuel', 0), ('sterd', 0)]","[('пута', 20), ('partiellement', 1), ('сылки', 1), ('sterd', 0), ('empre', 0), ('bolds', 0), ('cí', 0), ('洞', 0), ('jà', 0), ('textt', 0)]"
layer1,"[('%%%%', 1), ('ˇ', 0), ('pick', 0), ('Pick', 0), ('kin', 0), ('kin', 0), ('Kin', 0), ('ing', 0), ('pick', 0), ('anim', 0)]","[('пута', 4), ('partiellement', 0), ('сылки', 0), ('Хронологија', 0), ('Oficina', 0), ('ә', 0), ('totalité', 0), ('aucoup', 0), ('sterd', 0), ('sono', 0)]","[('Pil', 0), ('arda', 0), ('Spr', 0), ('abei', 0), ('ben', 0), ('arde', 0), ('An', 0), ('usch', 0), ('zet', 0), ('spr', 0)]","[('sce', 0), ('Carter', 0), ('sterd', 0), ('aucoup', 0), ('пута', 0), ('partiellement', 0), ('ә', 0), ('overcome', 0), ('fen', 0), ('ént', 0)]"
layer2,"[('werb', 0), ('ölker', 0), ('rv', 0), ('kernel', 0), ('immagini', 0), ('amazon', 0), ('Lauf', 0), ('ote', 0), ('ǒ', 0), ('indeed', 0)]","[('fen', 0), ('overcome', 0), ('virtuel', 0), ('sce', 0), ('ә', 0), ('geg', 0), ('sterd', 0), ('ченко', 0), ('Хронологија', 0), ('autore', 0)]","[('anto', 1), ('iből', 1), ('◦', 1), ('="".', 1), ('xp', 0), ('unda', 0), ('Gemeinsame', 0), ('inture', 0), ('iente', 0), ('❯', 0)]","[('Хронологија', 1), ('idense', 0), ('aucoup', 0), ('fen', 0), ('geg', 0), ('rv', 0), ('overcome', 0), ('indeed', 0), ('autore', 0), ('ә', 0)]"
layer3,"[('ale', 0), ('bal', 0), ('sudden', 0), ('orsz', 0), ('mér', 0), ('subfigure', 0), ('Bal', 0), ('false', 0), ('智', 0), ('�', 0)]","[('rv', 0), ('Orth', 0), ('orth', 0), ('Jug', 0), ('ǒ', 0), ('autore', 0), ('idense', 0), ('aucoup', 0), ('Хронологија', 0), ('guez', 0)]","[('neutral', 1), ('RE', 0), ('Murray', 0), ('oda', 0), ('explo', 0), ('nor', 0), ('fn', 0), ('ë', 0), ('strip', 0), ('Schul', 0)]","[('Carter', 0), ('SOUR', 0), ('xt', 0), ('基', 0), ('purs', 0), ('rv', 0), ('cí', 0), ('Frank', 0), ('ң', 0), ('ë', 0)]"
layer4,"[('questions', 0), ('sí', 0), ('yes', 0), ('satisf', 0), ('Question', 0), ('ogle', 0), ('fog', 0), ('Answer', 0), ('answered', 0), ('kar', 0)]","[('orch', 0), ('purs', 0), ('strip', 0), ('уні', 0), ('Uni', 0), ('Jug', 0), ('ǒ', 0), ('ieu', 0), ('fte', 0), ('orch', 0)]","[('egen', 0), ('fol', 0), ('tegr', 0), ('sem', 0), ('Rein', 0), ('deg', 0), ('icol', 0), ('pository', 0), ('Haz', 0), ('Gent', 0)]","[('times', 0), ('ént', 0), ('indeed', 0), ('orch', 0), ('purs', 0), ('уні', 0), ('Frank', 0), ('accompan', 0), ('simple', 0), ('som', 0)]"
layer5,"[('quelle', 0), ('suivante', 0), ('lab', 0), ('ǒ', 0), ('Wass', 0), ('lat', 0), ('indeed', 0), ('лено', 0), ('lais', 0), ('ellow', 0)]","[('indeed', 1), ('ént', 0), ('ǒ', 0), ('заня', 0), ('times', 0), ('espèce', 0), ('General', 0), ('фек', 0), ('外', 0), ('berga', 0)]","[('logs', 0), ('etes', 0), ('ione', 0), ('lices', 0), ('uent', 0), ('nest', 0), ('autore', 0), ('NT', 0), ('iai', 0), ('兴', 0)]","[('ént', 2), ('indeed', 0), ('autore', 0), ('times', 0), ('atge', 0), ('ǒ', 0), ('Gary', 0), ('заня', 0), ('égl', 0), ('generic', 0)]"
layer6,"[('answer', 0), ('answers', 0), ('nej', 0), ('VALUES', 0), ('candid', 0), ('lande', 0), ('_', 0), ('uchar', 0), ('audi', 0), ('писок', 0)]","[('ént', 1), ('autore', 0), ('ǒ', 0), ('indeed', 0), ('invol', 0), ('ilda', 0), ('фере', 0), ('NT', 0), ('égl', 0), ('oci', 0)]","[('Commons', 0), ('ouri', 0), ('Пе', 0), ('tu', 0), ('bourg', 0), ('oggle', 0), ('iras', 0), ('ġ', 0), ('格', 0), ('Baker', 0)]","[('lain', 1), ('penas', 0), ('connexes', 0), ('фере', 0), ('indeed', 0), ('endi', 0), ('arina', 0), ('nej', 0), ('avas', 0), ('inde', 0)]"
layer7,"[('witz', 1), ('acci', 0), ('▶', 0), ('izza', 0), ('delta', 0), ('平', 0), ('ad', 0), ('available', 0), ('unes', 0), ('vic', 0)]","[('arina', 0), ('lain', 0), ('ña', 0), ('indeed', 0), ('avas', 0), ('oci', 0), ('hbar', 0), ('фере', 0), ('пе', 0), ('uchar', 0)]","[('berts', 7), ('nitz', 7), ('références', 1), ('Stra', 0), ('Err', 0), ('anus', 0), ('avid', 0), ('�', 0), ('当', 0), ('rix', 0)]","[('arina', 1), ('penas', 0), ('Gary', 0), ('onas', 0), ('imo', 0), ('edeut', 0), ('uchar', 0), ('lain', 0), ('irtual', 0), ('indeed', 0)]"
layer8,"[('Duke', 1), ('cul', 0), ('Graphics', 0), ('Zag', 0), ('ris', 0), ('culo', 0), ('Hinweis', 0), ('PG', 0), ('iere', 0), ('correctly', 0)]","[('onas', 0), ('imo', 0), ('arina', 0), ('Tak', 0), ('irst', 0), ('пе', 0), ('indeed', 0), ('irtual', 0), ('Gary', 0), ('penas', 0)]","[('rid', 1), ('dess', 1), ('�', 0), ('pit', 0), ('eten', 0), ('ias', 0), ('Inf', 0), ('pis', 0), ('ML', 0), ('(', 0)]","[('onas', 3), ('aria', 1), ('irtual', 1), ('�', 0), ('compression', 0), ('komt', 0), ('外', 0), ('bur', 0), ('(', 0), ('ji', 0)]"
