layer10,"[('ズ', 1), ('Û', 1), ('orum', 0), ('書', 0), ('gebra', 0), ('Zum', 0), ('书', 0), ('型', 0), ('UNT', 0), ('Buen', 0)]","[('Licencia', 4), ('Nue', 2), ('�', 0), ('stoff', 0), ('до', 0), ('Bright', 0), ('Asp', 0), ('hoff', 0), ('uf', 0), ('ɾ', 0)]","[('attr', 1), ('halb', 1), ('antal', 0), ('bil', 0), ('statements', 0), ('<>', 0), ('Bac', 0), ('∩', 0), ('SSN', 0), ('iks', 0)]","[('Licencia', 4), ('Brig', 2), ('Nue', 0), ('uf', 0), ('tile', 0), ('olit', 0), ('<s>', 0), ('edad', 0), ('asked', 0), ('lej', 0)]"
layer11,"[('amen', 1), ('previous', 0), ('len', 0), ('Unterscheidung', 0), ('ignment', 0), ('fib', 0), ('answer', 0), ('multiple', 0), ('imo', 0), ('zek', 0)]","[('Licencia', 3), ('Brig', 1), ('uf', 1), ('Cross', 0), ('answer', 0), ('answered', 0), ('ɾ', 0), ('tile', 0), ('ények', 0), ('Answer', 0)]","[('onderwerp', 3), ('xl', 1), ('{#', 0), ('ḏ', 0), ('endorf', 0), ('ço', 0), ('Kontrola', 0), ('férences', 0), ('lux', 0), ('ufe', 0)]","[('<s>', 4), ('answered', 1), ('Licencia', 1), ('olit', 1), ('answer', 1), ('Brig', 1), ('inger', 1), ('uf', 1), ('esterni', 0), ('dade', 0)]"
layer12,"[('RL', 1), ('gel', 1), ('arc', 1), ('лат', 0), ('acci', 0), ('äng', 0), ('odd', 0), ('hl', 0), ('LE', 0), ('wick', 0)]","[('Licencia', 2), ('<s>', 2), ('answered', 2), ('answer', 1), ('uf', 1), ('olit', 1), ('Brig', 0), ('ън', 0), ('esterni', 0), ('lej', 0)]","[('Ź', 1), ('ani', 1), ('occ', 0), ('""?>', 0), ('idos', 0), ('aupt', 0), ('stackoverflow', 0), ('Domain', 0), ('inc', 0), ('ords', 0)]","[('<s>', 13), ('Licencia', 3), ('ง', 1), ('inger', 1), ('gesamt', 1), ('answer', 0), ('partiellement', 0), ('answered', 0), ('ън', 0), ('answer', 0)]"
layer13,"[('FA', 3), ('ahn', 3), ('vice', 3), ('Hub', 1), ('Mort', 1), ('Hub', 1), ('ID', 0), ('esen', 0), ('Association', 0), ('ona', 0)]","[('<s>', 3), ('answer', 1), ('partiellement', 0), ('uso', 0), ('Answer', 0), ('answered', 0), ('gesamt', 0), ('answer', 0), ('符', 0), ('{|', 0)]","[('trat', 9), ('ļ', 1), ('answers', 0), ('jm', 0), ('net', 0), ('prü', 0), ('ta', 0), ('Thread', 0), ('draw', 0), ('uez', 0)]","[('<s>', 5), ('answer', 3), ('answered', 3), ('Answer', 1), ('answer', 1), ('{""', 1), ('answers', 1), ('partiellement', 0), ('vez', 0), ('Answer', 0)]"
layer14,"[('parallel', 3), ('sdk', 0), ('bled', 0), ('ison', 0), ('rup', 0), ('inta', 0), ('parallel', 0), ('ce', 0), ('demon', 0), ('SDK', 0)]","[('answer', 5), ('answered', 3), ('answer', 2), ('{""', 2), ('vez', 1), ('answers', 1), ('<s>', 1), ('Answer', 1), ('oka', 0), ('Answer', 0)]","[('stell', 1), ('enze', 1), ('Minor', 0), ('odo', 0), ('<!', 0), ('civil', 0), ('dk', 0), ('льного', 0), ('Past', 0), ('›', 0)]","[('{""', 5), ('answer', 3), ('vez', 1), ('answer', 1), ('answered', 1), ('Answer', 1), ('answers', 1), ('BE', 0), ('ън', 0), ('<s>', 0)]"
layer15,"[('Answer', 21), ('answered', 8), ('answer', 6), ('answers', 3), ('questions', 1), ('Question', 1), ('andenburg', 1), ('QUEST', 0), ('umerate', 0), ('answering', 0)]","[('answer', 18), ('answered', 7), ('answers', 5), ('answer', 4), ('{""', 3), ('Answer', 3), ('Answer', 2), ('vez', 0), ('answering', 0), ('<s>', 0)]","[('wohl', 11), ('classes', 2), ('="".', 1), ('甲', 0), ('classes', 0), ('кур', 0), ('≫', 0), ('zor', 0), ('urm', 0), ('ę', 0)]","[('{""', 18), ('answered', 9), ('answer', 8), ('answer', 6), ('answers', 1), ('Answer', 1), ('Answer', 1), ('vez', 1), ('а', 1), ('""@', 0)]"
layer16,"[('Fou', 3), ('lect', 1), ('feld', 1), ('ô', 1), ('ffe', 1), ('Corpor', 0), ('Foo', 0), ('Fu', 0), ('Govern', 0), ('auf', 0)]","[('answer', 14), ('answered', 12), ('answer', 11), ('{""', 4), ('answers', 3), ('Answer', 2), ('Answer', 2), ('vez', 2), ('ô', 1), ('answering', 0)]","[('which', 14), ('Which', 8), ('which', 5), ('auer', 2), ('ogne', 1), ('которых', 1), ('fér', 1), ('cui', 0), ('Krie', 0), ('guard', 0)]","[('answered', 20), ('answer', 15), ('answer', 9), ('ô', 3), ('{""', 2), ('Answer', 1), ('Answer', 1), ('answers', 1), ('vez', 1), ('Maria', 0)]"
layer17,"[('pó', 1), ('bach', 1), ('дат', 0), ('borough', 0), ('settlement', 0), ('vr', 0), ('icial', 0), ('ден', 0), ('ti', 0), ('ziale', 0)]","[('answer', 19), ('answered', 18), ('answer', 12), ('{""', 2), ('ô', 2), ('Answer', 1), ('answers', 1), ('Answer', 1), ('vez', 1), ('Maria', 0)]","[('tegr', 1), ('helm', 0), ('館', 0), ('schaft', 0), ('Freund', 0), ('sang', 0), ('szó', 0), ('mehrerer', 0), ('Question', 0), ('frequent', 0)]","[('answer', 34), ('answer', 17), ('answered', 13), ('Answer', 3), ('answers', 1), ('Answer', 1), ('vez', 0), ('ô', 0), ('{""', 0), ('answering', 0)]"
layer18,"[('akh', 2), ('nbsp', 1), ('af', 1), ('fly', 0), ('zw', 0), ('wing', 0), ('rangle', 0), ('zor', 0), ('rinn', 0), ('ipes', 0)]","[('answer', 34), ('answer', 19), ('answered', 14), ('Answer', 4), ('answers', 2), ('Answer', 1), ('{""', 0), ('answering', 0), ('vez', 0), ('ô', 0)]","[('aggi', 2), ('answer', 2), ('answer', 2), ('adel', 1), ('Colleg', 1), ('swers', 1), ('Select', 1), ('answered', 0), ('isti', 0), ('▸', 0)]","[('answer', 44), ('answer', 28), ('answered', 14), ('Answer', 2), ('answers', 2), ('Answer', 0), ('swers', 0), ('answering', 0), ('{""', 0), ('adel', 0)]"
layer19,"[('äs', 1), ('Args', 0), ('ys', 0), ('лением', 0), ('ulpt', 0), ('textt', 0), ('Ress', 0), ('lime', 0), ('Bres', 0), ('rör', 0)]","[('answer', 43), ('answer', 37), ('answered', 9), ('answers', 2), ('Answer', 1), ('Answer', 0), ('swers', 0), ('answering', 0), ('{""', 0), ('adel', 0)]","[('chter', 1), ('Duration', 1), ('ὑ', 1), ('[(', 0), ('utt', 0), ('text', 0), ('pmatrix', 0), ('duration', 0), ('bus', 0), ('spo', 0)]","[('answer', 35), ('answer', 13), ('answered', 5), ('Answer', 0), ('answers', 0), ('{""', 0), ('quelle', 0), ('Answer', 0), ('adel', 0), ('ô', 0)]"
layer20,"[('follow', 94), ('Follow', 4), ('follows', 0), ('follow', 0), ('following', 0), ('followed', 0), ('Following', 0), ('ollow', 0), ('suiv', 0), ('segu', 0)]","[('answer', 41), ('answer', 18), ('follow', 9), ('answered', 8), ('answers', 1), ('Answer', 0), ('Follow', 0), ('{""', 0), ('Answer', 0), ('follows', 0)]","[('veg', 2), ('BY', 1), ('aju', 0), ('nats', 0), ('Phys', 0), ('lose', 0), ('adj', 0), ('nja', 0), ('ERS', 0), ('GG', 0)]","[('answer', 31), ('follow', 15), ('answer', 13), ('answered', 5), ('answers', 1), ('Follow', 1), ('quelle', 1), ('{""', 1), ('follows', 0), ('questions', 0)]"
layer21,"[('Answer', 29), ('Answer', 16), ('answer', 15), ('swers', 9), ('answer', 6), ('answered', 5), ('answers', 4), ('<s>', 2), ('answering', 1), ('repla', 0)]","[('answer', 45), ('answer', 24), ('answered', 9), ('follow', 4), ('answers', 3), ('Answer', 1), ('Answer', 0), ('swers', 0), ('Follow', 0), ('questions', 0)]","[('elin', 2), ('थ', 1), ('ächst', 1), ('etta', 1), ('Federation', 1), ('lá', 1), ('ред', 0), ('anson', 0), ('cí', 0), ('weis', 0)]","[('follow', 15), ('answer', 12), ('quelle', 4), ('Follow', 2), ('answer', 2), ('answered', 2), ('{""', 1), ('follow', 1), ('Ans', 0), ('dbc', 0)]"
layer22,"[('question', 93), ('Question', 3), ('question', 2), ('Question', 1), ('input', 0), ('Input', 0), ('questions', 0), ('inputs', 0), ('input', 0), ('Input', 0)]","[('answer', 11), ('Question', 9), ('follow', 9), ('Question', 8), ('question', 4), ('answer', 3), ('questions', 2), ('quelle', 2), ('answered', 1), ('Follow', 1)]","[('Хронологија', 2), ('ategory', 2), ('emas', 1), ('ijst', 1), ('żyn', 1), ('根', 1), ('ŋ', 1), ('<s>', 1), ('ess', 1), ('cerem', 0)]","[('answer', 7), ('Question', 6), ('quelle', 5), ('follow', 5), ('question', 3), ('Question', 3), ('answer', 2), ('penas', 1), ('questions', 1), ('answered', 1)]"
layer23,"[('Author', 9), ('author', 6), ('Author', 3), ('post', 3), ('authorization', 2), ('autor', 1), ('Pub', 1), ('ане', 0), ('author', 0), ('Comment', 0)]","[('quelle', 9), ('answer', 8), ('Question', 4), ('Question', 3), ('answer', 3), ('penas', 2), ('follow', 2), ('answered', 2), ('question', 2), ('questions', 1)]","[('ask', 11), ('asking', 10), ('qu', 9), ('asks', 4), ('icture', 2), ('pose', 1), ('brie', 0), ('asked', 0), ('pé', 0), ('ask', 0)]","[('quelle', 22), ('answer', 8), ('asked', 4), ('answer', 3), ('answered', 2), ('follow', 1), ('ask', 1), ('ask', 1), ('penas', 1), ('Question', 1)]"
layer24,"[('follow', 80), ('Follow', 19), ('follows', 0), ('followed', 0), ('follow', 0), ('output', 0), ('Output', 0), ('output', 0), ('input', 0), ('Output', 0)]","[('follow', 89), ('Follow', 10), ('follow', 0), ('followed', 0), ('follows', 0), ('quelle', 0), ('output', 0), ('answer', 0), ('inputs', 0), ('Output', 0)]","[('fik', 13), ('ѐ', 1), ('arod', 1), ('chev', 0), ('ónica', 0), ('Scala', 0), ('onel', 0), ('onda', 0), ('latex', 0), ('eclipse', 0)]","[('follow', 82), ('Follow', 14), ('follow', 0), ('followed', 0), ('follows', 0), ('quelle', 0), ('output', 0), ('Output', 0), ('inputs', 0), ('input', 0)]"
layer25,"[('???', 69), ('??', 15), ('??', 11), ('?', 3), ('？', 0), ('(?', 0), ('\n', 0), ('(?', 0), ('?(', 0), ('****', 0)]","[('follow', 83), ('Follow', 12), ('follow', 0), ('followed', 0), ('follows', 0), ('quelle', 0), ('output', 0), ('Output', 0), ('inputs', 0), ('answer', 0)]","[('true', 6), ('true', 5), ('false', 5), ('True', 4), ('TRUE', 3), ('True', 3), ('false', 2), ('eth', 1), ('truth', 1), ('TRUE', 1)]","[('follow', 86), ('Follow', 10), ('follow', 0), ('followed', 0), ('follows', 0), ('quelle', 0), ('output', 0), ('Output', 0), ('answer', 0), ('inputs', 0)]"
layer26,"[('F', 95), ('system', 2), ('System', 1), ('system', 0), ('systems', 0), ('System', 0), ('Systems', 0), ('ystem', 0), ('систе', 0), ('F', 0)]","[('follow', 82), ('Follow', 12), ('followed', 0), ('follow', 0), ('quelle', 0), ('follows', 0), ('output', 0), ('answer', 0), ('Output', 0), ('input', 0)]","[('man', 34), ('ask', 1), ('request', 1), ('Request', 1), ('ask', 1), ('selection', 1), ('Request', 1), ('hart', 0), ('requests', 0), ('Ask', 0)]","[('follow', 85), ('Follow', 9), ('follow', 0), ('followed', 0), ('quelle', 0), ('follows', 0), ('answer', 0), ('output', 0), ('input', 0), ('inputs', 0)]"
layer27,"[('follow', 82), ('Follow', 12), ('follows', 4), ('followed', 0), ('Which', 0), ('follow', 0), ('which', 0), ('which', 0), ('must', 0), ('ask', 0)]","[('follow', 88), ('Follow', 9), ('followed', 0), ('follow', 0), ('follows', 0), ('quelle', 0), ('output', 0), ('asked', 0), ('answer', 0), ('input', 0)]","[('F', 79), ('FO', 19), ('fol', 0), ('FO', 0), ('Fol', 0), ('fol', 0), ('fo', 0), ('fox', 0), ('Fo', 0), ('seg', 0)]","[('F', 72), ('follow', 5), ('quelle', 3), ('follow', 1), ('Follow', 1), ('followed', 0), ('Ф', 0), ('output', 0), ('asked', 0), ('inputs', 0)]"
layer28,"[('Question', 34), ('...', 32), ('...', 14), ('Answer', 5), ('Question', 2), ('Input', 2), ('Output', 1), ('Answer', 1), ('Input', 0), ('F', 0)]","[('F', 85), ('Follow', 1), ('follow', 1), ('quelle', 0), ('Input', 0), ('Ф', 0), ('Output', 0), ('Input', 0), ('follow', 0), ('FO', 0)]","[('’', 30), ('sh', 5), ('A', 1), (""'"", 1), ('stat', 1), ('-', 1), ('TW', 1), ('resh', 0), ('stat', 0), ('G', 0)]","[('F', 90), ('quelle', 1), ('follow', 1), ('Follow', 1), ('follow', 0), ('Input', 0), ('Input', 0), ('FO', 0), ('Output', 0), ('Ф', 0)]"
layer29,"[('input', 32), ('output', 4), ('Read', 3), ('the', 1), ('the', 1), ('input', 1), ('lead', 1), ('...', 1), ('Fichier', 0), ('�', 0)]","[('F', 82), ('follow', 3), ('Follow', 2), ('quelle', 0), ('Input', 0), ('Input', 0), ('follow', 0), ('input', 0), ('Output', 0), ('output', 0)]","[('F', 22), ('C', 9), ('s', 5), ('Sol', 5), ('f', 3), ('cons', 3), ('Wh', 2), ('c', 2), ('d', 2), ('P', 2)]","[('F', 97), ('follow', 0), ('Follow', 0), ('follow', 0), ('Input', 0), ('Input', 0), ('input', 0), ('FO', 0), ('output', 0), ('input', 0)]"
layer30,"[('_', 94), ('________', 4), ('____', 0), ('________________', 0), ('___', 0), ('__', 0), ('&', 0), ('_,', 0), ('given', 0), ('amp', 0)]","[('F', 95), ('Follow', 0), ('follow', 0), ('follow', 0), ('Input', 0), ('Input', 0), ('The', 0), ('input', 0), ('A', 0), ('Output', 0)]","[('1', 10), ('.', 10), ('is', 8), (',', 6), ('L', 5), ('(', 3), ('The', 3), ('B', 3), ('D', 2), ('3', 2)]","[('F', 99), ('The', 0), ('A', 0), ('follow', 0), ('Input', 0), ('What', 0), ('Follow', 0), ('...', 0), ('the', 0), ('Wh', 0)]"
layer31,"[('?', 34), ('...', 24), ('??', 6), ('?', 3), ('....', 3), ('???', 3), ('\n', 2), ('?(', 1), ('...', 1), ('??', 1)]","[('F', 98), ('The', 0), ('A', 0), ('follow', 0), ('Input', 0), ('...', 0), ('1', 0), ('Follow', 0), ('What', 0), ('Wh', 0)]","[('Question', 1), ('System', 0), ('Comput', 0), ('Excel', 0), ('Author', 0), ('Public', 0), ('Job', 0), ('Subject', 0), ('Customer', 0), ('Culture', 0)]","[('F', 39), ('The', 7), ('Question', 5), ('A', 4), ('What', 1), ('1', 1), ('Answer', 1), ('Input', 1), ('follow', 0), ('Wh', 0)]"
,,,,
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 5), ('ímp', 1), ('férences', 0), ('пута', 0), ('ḩ', 0), ('quelle', 0), ('trightarrow', 0), ('월', 0), ('penas', 0), ('prüng', 0)]","[('<s>', 3), ('ímp', 1), ('férences', 1), ('quelle', 0), ('пута', 0), ('ográfica', 0), ('ḩ', 0), ('Licencia', 0), ('abhäng', 0), ('trightarrow', 0)]","[('пута', 2), ('<s>', 2), ('瀬', 1), ('씨', 1), ('férences', 1), ('archivi', 0), ('sier', 0), ('洞', 0), ('кипеди', 0), ('textt', 0)]","[('<s>', 5), ('пута', 2), ('férences', 2), ('ímp', 1), ('瀬', 1), ('trightarrow', 0), ('quelle', 0), ('씨', 0), ('월', 0), ('archivi', 0)]"
layer1,"[('anim', 1), ('refer', 0), ('isser', 0), ('oro', 0), ('cera', 0), ('références', 0), ('gouvern', 0), ('ni', 0), ('ulas', 0), ('anni', 0)]","[('<s>', 28), ('férences', 0), ('ográfica', 0), ('opera', 0), ('ә', 0), ('월', 0), ('ǫ', 0), ('Außer', 0), ('anim', 0), ('abhäng', 0)]","[('ċ', 1), ('̄', 1), ('inkel', 1), ('&=\\', 1), ('ovis', 0), ('ederb', 0), ('pin', 0), ('penas', 0), ('atform', 0), ('ответ', 0)]","[('<s>', 30), ('penas', 1), ('anim', 0), ('Außer', 0), ('férences', 0), ('ategory', 0), ('थ', 0), ('empio', 0), ('éma', 0), ('ответ', 0)]"
layer2,"[('aterra', 2), ('ufen', 1), ('bah', 1), ('ель', 1), ('ién', 1), ('Ier', 1), ('ché', 0), ('Censo', 0), ('othèque', 0), ('цо', 0)]","[('<s>', 23), ('anim', 1), ('penas', 1), ('othèque', 0), ('Außer', 0), ('от', 0), ('atform', 0), ('opera', 0), ('院', 0), ('actér', 0)]","[('pin', 1), ('hal', 1), ('imat', 0), ('vin', 0), ('reuse', 0), ('Mut', 0), ('eries', 0), ('Kam', 0), ('average', 0), ('št', 0)]","[('<s>', 2), ('penas', 1), ('Außer', 0), ('anim', 0), ('actér', 0), ('othèque', 0), ('vé', 0), ('pin', 0), ('bott', 0), ('&=\\', 0)]"
layer3,"[('stract', 2), ('ninger', 0), ('ictwo', 0), ('hausen', 0), ('opera', 0), ('chrom', 0), ('ланд', 0), ('ву', 0), ('emplo', 0), ('conde', 0)]","[('penas', 2), ('<s>', 0), ('conde', 0), ('opera', 0), ('Außer', 0), ('empio', 0), ('atform', 0), ('anim', 0), ('ufen', 0), ('pecies', 0)]","[('❯', 4), ('isk', 0), ('如', 0), ('pad', 0), ('inand', 0), ('Async', 0), ('=""#', 0), ('bread', 0), ('java', 0), ('pad', 0)]","[('penas', 2), ('opera', 1), ('anim', 1), ('<s>', 1), ('tout', 0), ('Außer', 0), ('евич', 0), ('entferne', 0), ('pecies', 0), ('до', 0)]"
layer4,"[('Mode', 2), ('Mode', 1), ('avas', 1), ('inea', 0), ('Picture', 0), ('ample', 0), ('spre', 0), ('agi', 0), ('anzen', 0), ('�', 0)]","[('opera', 0), ('евич', 0), ('tout', 0), ('थ', 0), ('penas', 0), ('Eing', 0), ('ién', 0), ('pecies', 0), ('ISSN', 0), ('java', 0)]","[('ся', 1), ('Mes', 0), ('mes', 0), ('rings', 0), ('dai', 0), ('marg', 0), ('rad', 0), ('oh', 0), ('gar', 0), ('gh', 0)]","[('lo', 1), ('hein', 0), ('ISSN', 0), ('lean', 0), ('Eing', 0), ('roman', 0), ('java', 0), ('añ', 0), ('pav', 0), ('ae', 0)]"
layer5,"[('enze', 6), ('➖', 2), ('uzione', 1), ('uno', 0), ('Beg', 0), ('Prz', 0), ('mit', 0), ('skap', 0), ('iwers', 0), ('ogy', 0)]","[('forth', 1), ('lean', 0), ('añ', 0), ('zyma', 0), ('roman', 0), ('mannschaft', 0), ('ISSN', 0), ('empio', 0), ('omány', 0), ('enze', 0)]","[('˚', 1), ('Magn', 1), ('ragma', 1), ('Sund', 0), ('Collection', 0), ('Mapp', 0), ('perfect', 0), ('Gran', 0), ('ighth', 0), ('amb', 0)]","[('forth', 2), ('zyma', 1), ('ula', 0), ('Bedeut', 0), ('uno', 0), ('ragma', 0), ('ulas', 0), ('nja', 0), ('Mad', 0), ('lean', 0)]"
layer6,"[('om', 0), ('pron', 0), ('vic', 0), ('jak', 0), ('tak', 0), ('revers', 0), ('revision', 0), ('domain', 0), ('Tak', 0), ('cita', 0)]","[('forth', 1), ('uno', 1), ('zyma', 1), ('ula', 0), ('ゴ', 0), ('Bedeut', 0), ('Magn', 0), ('nja', 0), ('lean', 0), ('roman', 0)]","[('penas', 3), ('connexes', 2), ('Gros', 2), ('sdk', 1), ('OCLC', 0), ('NN', 0), ('Це', 0), ('ญ', 0), ('Hu', 0), ('Bras', 0)]","[('penas', 16), ('ulas', 1), ('Bright', 0), ('Bras', 0), ('ola', 0), ('odot', 0), ('CCE', 0), ('hina', 0), ('greatest', 0), ('umes', 0)]"
layer7,"[('nyelven', 4), ('<s>', 2), ('duino', 0), ('Pier', 0), ('acci', 0), ('rikt', 0), ('ej', 0), ('cdn', 0), ('bst', 0), ('iu', 0)]","[('penas', 13), ('ulas', 2), ('<s>', 1), ('rror', 0), ('odot', 0), ('anter', 0), ('Bright', 0), ('до', 0), ('anych', 0), ('ola', 0)]","[('lah', 1), ('ordo', 1), ('czy', 1), ('次', 1), ('igt', 1), ('dimen', 0), ('び', 0), ('imen', 0), ('hoff', 0), ('Jah', 0)]","[('ola', 3), ('Bright', 3), ('hoff', 2), ('olit', 2), ('до', 1), ('Bras', 1), ('solutions', 0), ('-,', 0), ('бі', 0), ('dbc', 0)]"
