layer9,"[('eil', 2), ('dorf', 2), ('answer', 1), ('answered', 1), ('asp', 0), ('answer', 0), ('kop', 0), ('\u2003', 0), ('Answer', 0), ('ğ', 0)]","[('Freder', 1), ('onces', 0), ('▶', 0), ('esterni', 0), ('mir', 0), ('egin', 0), ('-,', 0), ('hover', 0), ('nn', 0), ('homes', 0)]","[('asto', 1), ('Henry', 1), ('syntax', 1), ('externe', 0), ('azon', 0), ('Nr', 0), ('berg', 0), ('avig', 0), ('roe', 0), ('opf', 0)]","[('mir', 1), ('Freder', 1), ('esterni', 0), ('Licencia', 0), ('gray', 0), ('Dic', 0), ('egin', 0), ('Ajax', 0), ('nn', 0), ('beg', 0)]"
layer10,"[('ionario', 1), ('generalized', 0), ('reverse', 0), ('Jahrh', 0), ('Zür', 0), ('Bedeut', 0), ('висини', 0), ('sí', 0), ('Düsseld', 0), ('totalité', 0)]","[('esterni', 1), ('mir', 0), ('Freder', 0), ('gray', 0), ('aña', 0), ('Hinweis', 0), ('egin', 0), ('rör', 0), ('Ajax', 0), ('kem', 0)]","[('Laurent', 3), ('statements', 1), ('gue', 1), ('civ', 1), ('odia', 0), ('opro', 0), ('mem', 0), ('gar', 0), ('belong', 0), ('sBy', 0)]","[('rap', 1), ('answered', 1), ('merce', 0), ('jsp', 0), ('pairs', 0), ('Brig', 0), ('bounds', 0), ('gray', 0), ('esterni', 0), ('Rap', 0)]"
layer11,"[('imo', 1), ('Answer', 1), ('answer', 1), ('Unterscheidung', 0), ('Answer', 0), ('SR', 0), ('ã', 0), ('central', 0), ('eras', 0), ('мена', 0)]","[('answered', 4), ('answer', 2), ('Answer', 1), ('Answer', 1), ('answer', 0), ('gray', 0), ('ън', 0), ('jsp', 0), ('uf', 0), ('merce', 0)]","[('gon', 3), ('dade', 1), ('<s>', 1), ('ġ', 1), ('férences', 0), ('ник', 0), ('égr', 0), ('istiques', 0), ('onderwerp', 0), ('ederb', 0)]","[('answered', 5), ('answer', 2), ('<s>', 2), ('gon', 1), ('Answer', 0), ('Хронологија', 0), ('esterni', 0), ('Answer', 0), ('Rap', 0), ('rap', 0)]"
layer12,"[('❯', 1), ('lingen', 0), ('alog', 0), ('лат', 0), ('Dialog', 0), ('lassen', 0), ('GL', 0), ('zA', 0), ('oda', 0), ('itis', 0)]","[('answered', 7), ('answer', 2), ('<s>', 1), ('Answer', 1), ('gon', 1), ('Answer', 0), ('esterni', 0), ('Хронологија', 0), ('Ajax', 0), ('gan', 0)]","[('dut', 1), ('meister', 1), ('partiellement', 1), ('fen', 0), ('idos', 0), ('rica', 0), ('Prima', 0), ('reich', 0), ('Super', 0), ('Johan', 0)]","[('<s>', 8), ('answered', 2), ('answer', 1), ('gesamt', 1), ('Answer', 1), ('Answer', 0), ('jak', 0), ('answer', 0), ('esterni', 0), ('ұ', 0)]"
layer13,"[('vice', 2), ('oot', 0), ('Association', 0), ('Bab', 0), ('CE', 0), ('Hub', 0), ('alo', 0), ('Hub', 0), ('Mort', 0), ('eters', 0)]","[('<s>', 3), ('answer', 1), ('answered', 1), ('Answer', 1), ('unit', 0), ('gesamt', 0), ('Answer', 0), ('符', 0), ('vez', 0), ('jak', 0)]","[('uez', 1), ('trat', 1), ('aph', 1), ('wig', 0), ('Cole', 0), ('brie', 0), ('ikel', 0), ('pas', 0), ('tank', 0), ('Bei', 0)]","[('answered', 9), ('answer', 6), ('<s>', 2), ('Answer', 2), ('Answer', 2), ('answer', 1), ('answers', 0), ('vez', 0), ('answering', 0), ('{""', 0)]"
layer14,"[('ison', 1), ('✅', 0), ('rewrite', 0), ('etc', 0), ('Bbb', 0), ('answer', 0), ('nad', 0), ('mare', 0), ('otal', 0), ('measure', 0)]","[('answer', 19), ('answered', 13), ('answer', 3), ('Answer', 3), ('Answer', 2), ('answers', 1), ('<s>', 1), ('answering', 0), ('{""', 0), ('vez', 0)]","[('Champ', 2), ('Minor', 1), ('berger', 0), ('Deutsch', 0), ('inu', 0), ('civile', 0), ('Mult', 0), ('Fr', 0), ('Bul', 0), ('nl', 0)]","[('answer', 10), ('answered', 8), ('{""', 3), ('answer', 2), ('Answer', 2), ('Answer', 2), ('answers', 1), ('vez', 0), ('qu', 0), ('answering', 0)]"
layer15,"[('Answer', 41), ('answer', 17), ('answers', 13), ('answered', 6), ('answer', 1), ('answering', 0), ('wik', 0), ('Answer', 0), ('DEX', 0), ('swers', 0)]","[('answer', 37), ('answered', 22), ('Answer', 9), ('answer', 5), ('answers', 3), ('Answer', 2), ('{""', 0), ('answering', 0), ('qu', 0), ('vez', 0)]","[('wohl', 8), ('CHAPTER', 1), ('phy', 1), ('{""', 0), ('со', 0), ('fri', 0), ('zor', 0), ('Baker', 0), ('Mit', 0), ('cgi', 0)]","[('answered', 29), ('answer', 12), ('{""', 10), ('answer', 9), ('Answer', 7), ('Answer', 2), ('answers', 1), ('answering', 1), ('vez', 0), ('а', 0)]"
layer16,"[('▼', 2), ('Hinweis', 1), ('Rey', 1), ('Re', 0), ('rear', 0), ('iere', 0), ('Bedeut', 0), ('Rica', 0), ('Roberto', 0), ('voy', 0)]","[('answered', 28), ('answer', 18), ('Answer', 13), ('answer', 11), ('Answer', 5), ('{""', 2), ('answers', 2), ('answering', 1), ('vez', 0), ('Maria', 0)]","[('which', 4), ('which', 2), ('ниц', 1), ('Which', 1), ('auer', 0), ('penas', 0), ('answer', 0), ('ORS', 0), ('blank', 0), ('parenthes', 0)]","[('answered', 42), ('answer', 32), ('Answer', 9), ('answer', 6), ('Answer', 2), ('answering', 0), ('answers', 0), ('{""', 0), ('ô', 0), ('Maria', 0)]"
layer17,"[('tests', 1), ('дат', 1), ('bah', 0), ('stoff', 0), ('шти', 0), ('å', 0), ('bol', 0), ('чёт', 0), ('Assert', 0), ('cond', 0)]","[('answered', 43), ('answer', 33), ('Answer', 7), ('answer', 7), ('Answer', 1), ('answers', 1), ('answering', 0), ('{""', 0), ('Maria', 0), ('ô', 0)]","[('Hint', 2), ('kehr', 1), ('tegr', 1), ('flash', 0), ('Freund', 0), ('Censo', 0), ('ball', 0), ('preview', 0), ('exam', 0), ('abeth', 0)]","[('answer', 45), ('answered', 27), ('Answer', 13), ('answer', 8), ('Answer', 1), ('answers', 1), ('answering', 0), ('Maria', 0), ('mark', 0), ('{""', 0)]"
layer18,"[('nbsp', 3), ('gev', 1), ('▸', 1), ('akh', 1), ('Sep', 1), ('\n', 1), ('wers', 0), ('←', 0), ('fal', 0), ('Hein', 0)]","[('answer', 40), ('answered', 31), ('Answer', 10), ('answer', 9), ('answers', 2), ('Answer', 1), ('answering', 0), ('Maria', 0), ('{""', 0), ('Ans', 0)]","[('answer', 3), ('gest', 1), ('adel', 1), ('Mih', 0), ('answer', 0), ('DS', 0), ('Select', 0), ('aggi', 0), ('CN', 0), ('coli', 0)]","[('answer', 42), ('answered', 28), ('answer', 19), ('Answer', 4), ('answers', 2), ('Answer', 0), ('answering', 0), ('{""', 0), ('▸', 0), ('swers', 0)]"
layer19,"[('rör', 2), ('yci', 1), ('Zag', 1), ('Lis', 1), ('sz', 1), ('RL', 1), ('zas', 1), ('Sint', 1), ('landet', 1), ('Egy', 0)]","[('answer', 44), ('answer', 27), ('answered', 18), ('Answer', 4), ('answers', 2), ('Answer', 0), ('answering', 0), ('▸', 0), ('{""', 0), ('swers', 0)]","[('right', 6), ('Duration', 2), ('pr', 1), ('correct', 0), ('option', 0), ('aben', 0), ('right', 0), ('wrong', 0), ('bas', 0), ('aw', 0)]","[('answer', 34), ('answer', 29), ('answered', 13), ('Answer', 4), ('answers', 1), ('wrong', 1), ('▸', 0), ('Answer', 0), ('answering', 0), ('{""', 0)]"
layer20,"[('review', 90), ('review', 8), ('Review', 1), ('reviews', 0), ('rev', 0), ('rev', 0), ('primary', 0), ('primary', 0), ('recens', 0), ('PRIMARY', 0)]","[('answer', 39), ('answer', 29), ('answered', 13), ('Answer', 4), ('answers', 1), ('Answer', 0), ('▸', 0), ('wrong', 0), ('{""', 0), ('answering', 0)]","[('aju', 1), ('RC', 1), ('fiddle', 1), ('iw', 1), ('HC', 0), ('BY', 0), ('True', 0), ('ĕ', 0), ('True', 0), ('true', 0)]","[('answer', 35), ('answer', 29), ('answered', 14), ('Answer', 1), ('answers', 1), ('wrong', 0), ('{""', 0), ('▸', 0), ('Answer', 0), ('answering', 0)]"
layer21,"[('Answer', 11), ('選', 9), ('Answer', 7), ('Select', 3), ('Option', 3), ('<s>', 2), ('select', 2), ('Option', 2), ('Select', 2), ('swers', 1)]","[('answer', 40), ('answer', 29), ('answered', 15), ('Answer', 3), ('answers', 2), ('Answer', 0), ('answering', 0), ('option', 0), ('▸', 0), ('Ans', 0)]","[('lu', 1), ('cí', 1), ('ächst', 1), ('थ', 0), ('weis', 0), ('告', 0), ('wei', 0), ('Wieder', 0), ('Pick', 0), ('elin', 0)]","[('answer', 16), ('answer', 12), ('answered', 7), ('Answer', 2), ('{""', 1), ('option', 1), ('▸', 1), ('Ans', 1), ('quelle', 1), ('Answer', 0)]"
layer22,"[('question', 41), ('Question', 16), ('Re', 16), ('Question', 6), ('question', 5), ('Re', 2), ('re', 1), ('questions', 0), ('QUEST', 0), ('questions', 0)]","[('answer', 19), ('answer', 15), ('answered', 7), ('Answer', 3), ('option', 1), ('▸', 1), ('{""', 1), ('Ans', 1), ('Answer', 0), ('quelle', 0)]","[('eurs', 2), ('lint', 1), ('ategory', 1), ('èn', 0), ('根', 0), ('gems', 0), ('cyk', 0), ('olis', 0), ('cerem', 0), ('incie', 0)]","[('answer', 14), ('answer', 9), ('answered', 6), ('Answer', 1), ('option', 1), ('quelle', 1), ('dbc', 1), ('{""', 1), ('wrong', 0), ('▸', 0)]"
layer23,"[('post', 8), ('Author', 6), ('author', 5), ('Author', 5), ('SK', 2), ('autor', 1), ('sk', 1), ('author', 0), ('asked', 0), ('ouw', 0)]","[('answer', 13), ('answered', 7), ('answer', 6), ('Answer', 1), ('penas', 1), ('dbc', 0), ('▸', 0), ('asked', 0), ('quelle', 0), ('Ans', 0)]","[('brie', 11), ('kaf', 2), ('ei', 2), ('片', 1), ('gate', 0), ('nius', 0), ('achiv', 0), ('resid', 0), ('aucoup', 0), ('supply', 0)]","[('answer', 14), ('answer', 6), ('answered', 5), ('quelle', 1), ('Answer', 1), ('penas', 1), ('dbc', 1), ('▸', 1), ('asked', 1), ('Ans', 0)]"
layer24,"[('Review', 99), ('review', 0), ('review', 0), ('Re', 0), ('reviews', 0), ('Re', 0), ('Rev', 0), ('recens', 0), ('recom', 0), ('Ре', 0)]","[('Review', 72), ('review', 18), ('Re', 3), ('Re', 1), ('review', 1), ('answer', 0), ('answer', 0), ('reviews', 0), ('answered', 0), ('Answer', 0)]","[('док', 8), ('aa', 1), ('fik', 1), ('disse', 1), ('stad', 0), ('стей', 0), ('rent', 0), ('ponent', 0), ('ļ', 0), ('zA', 0)]","[('Review', 60), ('review', 22), ('Re', 6), ('Re', 2), ('review', 1), ('answer', 0), ('answer', 0), ('reviews', 0), ('answered', 0), ('Answer', 0)]"
layer25,"[('???', 28), ('??', 15), ('\n', 5), ('??', 5), ('?', 2), ('Primary', 2), ('****', 2), ('primary', 2), ('primary', 1), ('secondary', 1)]","[('Review', 55), ('review', 22), ('Re', 6), ('Re', 2), ('review', 1), ('answer', 0), ('answer', 0), ('answered', 0), ('reviews', 0), ('Answer', 0)]","[('ferrer', 1), ('ford', 0), ('ella', 0), ('merk', 0), ('ATA', 0), ('bezeichneter', 0), ('ugel', 0), ('Ell', 0), ('žit', 0), ('gow', 0)]","[('Review', 55), ('review', 21), ('Re', 4), ('review', 2), ('Re', 1), ('answer', 0), ('answer', 0), ('answered', 0), ('reviews', 0), ('Answer', 0)]"
layer26,"[('system', 61), ('System', 17), ('system', 9), ('systems', 7), ('Systems', 2), ('System', 2), ('ystem', 0), ('систем', 0), ('sistema', 0), ('система', 0)]","[('Review', 48), ('review', 20), ('Re', 4), ('Re', 2), ('review', 1), ('answer', 0), ('answer', 0), ('option', 0), ('answered', 0), ('reviews', 0)]","[('Re', 15), ('Re', 7), ('Q', 4), ('selected', 3), ('q', 2), ('Q', 1), ('selection', 1), ('#', 1), ('Selected', 1), ('forum', 0)]","[('Review', 31), ('Re', 18), ('review', 15), ('Re', 11), ('review', 1), ('answer', 0), ('answer', 0), ('option', 0), ('answered', 0), ('reviews', 0)]"
layer27,"[('Which', 4), ('nez', 1), (""}'"", 1), ('cito', 0), ('wend', 0), ('which', 0), ('wealth', 0), ('∘', 0), ("")'"", 0), ('/?', 0)]","[('Review', 29), ('Re', 17), ('review', 13), ('Re', 9), ('review', 1), ('answer', 0), ('answer', 0), ('option', 0), ('answered', 0), ('reviews', 0)]","[('Re', 56), ('user', 13), ('Re', 8), ('Users', 5), ('User', 3), ('User', 2), ('user', 1), ('users', 1), ('Users', 0), ('RE', 0)]","[('Re', 62), ('Re', 24), ('Review', 1), ('review', 0), ('answer', 0), ('answer', 0), ('option', 0), ('answered', 0), ('RE', 0), ('The', 0)]"
layer28,"[('The', 97), ('The', 2), ('?', 0), ('A', 0), ('Re', 0), ('??', 0), ('?', 0), ('??', 0), ('Re', 0), ('???', 0)]","[('Re', 62), ('Re', 31), ('Review', 1), ('The', 0), ('review', 0), ('RE', 0), ('answer', 0), ('option', 0), ('answer', 0), ('answered', 0)]","[('Option', 40), ('Options', 17), ('options', 14), ('options', 9), ('Options', 7), ('option', 5), ('option', 3), ('Option', 1), ('OPT', 0), ('S', 0)]","[('Re', 77), ('Re', 15), ('option', 1), ('Review', 0), ('The', 0), ('Option', 0), ('A', 0), ('option', 0), ('options', 0), ('answer', 0)]"
layer29,"[('the', 80), ('-', 8), ('the', 5), ('Re', 2), ('The', 0), ('d', 0), ('Re', 0), ('�', 0), ('primary', 0), ('review', 0)]","[('Re', 71), ('Re', 23), ('option', 0), ('Review', 0), ('The', 0), ('Option', 0), ('A', 0), ('review', 0), ('option', 0), ('options', 0)]","[('C', 17), ('ex', 12), ('d', 6), ('Home', 5), ('ask', 3), ('home', 3), ('A', 3), ('c', 2), ('s', 2), ('1', 2)]","[('Re', 75), ('Re', 7), ('The', 3), ('A', 3), ('option', 1), ('Review', 0), ('Option', 0), ('Home', 0), ('The', 0), ('option', 0)]"
layer30,"[('_', 87), ('________', 4), ('____', 1), ('___', 0), ('________________', 0), (""'"", 0), ('""', 0), ('__', 0), ('The', 0), ('amp', 0)]","[('Re', 56), ('The', 13), ('A', 8), ('Re', 3), ('Review', 1), ('option', 0), ('The', 0), ('Option', 0), ('the', 0), ('Ex', 0)]","[('is', 21), ('.', 10), (',', 6), ('a', 5), ('ex', 4), ('»', 3), ('2', 2), ('1', 2), ('B', 2), ('(', 2)]","[('Re', 46), ('The', 28), ('A', 14), ('Ex', 1), ('(', 0), ('the', 0), ('""', 0), ('Home', 0), ('Wh', 0), ('Re', 0)]"
layer31,"[('-', 99), ('–', 0), ('\n', 0), ('?', 0), ('?', 0), ('..', 0), ('-(', 0), ('??', 0), ('--', 0), ('??', 0)]","[('Re', 45), ('The', 27), ('A', 14), ('(', 1), ('Ex', 1), ('the', 0), ('""', 0), ('1', 0), ('Wh', 0), ('Home', 0)]","[('Question', 1), ('Answer', 0), ('Best', 0), ('Introduction', 0), ('Author', 0), ('Excel', 0), ('System', 0), ('Subject', 0), ('◄', 0), ('Member', 0)]","[('Re', 26), ('The', 16), ('A', 6), ('Question', 3), ('Ex', 2), ('Home', 1), ('Answer', 1), ('Q', 0), ('Option', 0), ('1', 0)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('<s>', 1), ('férences', 1), ('trightarrow', 1), ('пута', 1), ('월', 0), ('ímp', 0), ('Ḩ', 0), ('ответ', 0), ('Хронологија', 0), ('sime', 0)]","[('férences', 1), ('trightarrow', 1), ('<s>', 0), ('ímp', 0), ('пута', 0), ('Ḩ', 0), ('월', 0), ('sime', 0), ('ответ', 0), ('ategory', 0)]","[('<s>', 19), ('archivi', 3), ('férences', 1), ('guez', 1), ('씨', 1), ('кипеди', 0), ('Portail', 0), ('пута', 0), ('瀬', 0), ('textt', 0)]","[('<s>', 8), ('férences', 3), ('пута', 1), ('trightarrow', 1), ('瀬', 1), ('archivi', 1), ('ímp', 0), ('씨', 0), ('sime', 0), ('quelle', 0)]"
layer1,"[('refer', 0), ('ë', 0), ('gouvern', 0), ('éo', 0), ('campe', 0), ('anim', 0), ('références', 0), ('perf', 0), ('madre', 0), ('gin', 0)]","[('<s>', 37), ('ategory', 0), ('férences', 0), ('월', 0), ('penas', 0), ('opera', 0), ('arget', 0), ('ǫ', 0), ('𝓝', 0), ('瀬', 0)]","[('ovis', 2), ('aris', 1), ('Dy', 1), ('penas', 1), ('cas', 1), ('ommes', 0), ('Bibliografía', 0), ('trim', 0), ('inf', 0), ('imas', 0)]","[('<s>', 24), ('penas', 3), ('ategory', 2), ('guez', 0), ('anim', 0), ('Außer', 0), ('ответ', 0), ('ultimo', 0), ('𝓝', 0), ('opera', 0)]"
layer2,"[('asp', 6), ('guer', 1), ('ufen', 0), ('omo', 0), ('éo', 0), ('方', 0), ('цю', 0), ('ewrite', 0), ('ederb', 0), ('adin', 0)]","[('<s>', 20), ('penas', 4), ('ategory', 1), ('guez', 1), ('entferne', 0), ('atform', 0), ('ответ', 0), ('Außer', 0), ('tout', 0), ('othèque', 0)]","[('tap', 4), ('by', 1), ('oms', 1), ('fr', 1), ('d', 0), ('ure', 0), ('om', 0), ('pin', 0), ('SO', 0), ('ire', 0)]","[('penas', 5), ('ategory', 0), ('<s>', 0), ('tout', 0), ('estaven', 0), ('guez', 0), ('ответ', 0), ('geh', 0), ('ederb', 0), ('anim', 0)]"
layer3,"[('rir', 0), ('Leo', 0), ('Pick', 0), ('ď', 0), ('Jenkins', 0), ('Außer', 0), ('tb', 0), ('Ken', 0), ('ktor', 0), ('ua', 0)]","[('penas', 3), ('estaven', 0), ('Außer', 0), ('geh', 0), ('sink', 0), ('atform', 0), ('ederb', 0), ('guez', 0), ('nou', 0), ('Gemeins', 0)]","[('inale', 2), ('♯', 1), ('Архівовано', 0), ('ruf', 0), ('❯', 0), ('pad', 0), ('ogne', 0), ('dzie', 0), ('odb', 0), ('=""#', 0)]","[('penas', 9), ('geh', 0), ('nou', 0), ('Außer', 0), ('entferne', 0), ('tout', 0), ('prüfe', 0), ('jourd', 0), ('atform', 0), ('ategory', 0)]"
layer4,"[('Duc', 2), ('士', 1), ('сь', 1), ('agli', 0), ('Project', 0), ('Regin', 0), ('ieu', 0), ('ksam', 0), ('Beau', 0), ('lm', 0)]","[('penas', 1), ('nou', 0), ('Kin', 0), ('Beau', 0), ('tout', 0), ('pecies', 0), ('werb', 0), ('Außer', 0), ('éricaine', 0), ('nim', 0)]","[('abs', 0), ('zych', 0), ('meck', 0), ('fra', 0), ('flags', 0), ('ature', 0), ('premier', 0), ('revers', 0), ('cond', 0), ('Soc', 0)]","[('LOB', 0), ('penas', 0), ('nou', 0), ('imas', 0), ('fra', 0), ('fres', 0), ('Bedeut', 0), ('geh', 0), ('piel', 0), ('tout', 0)]"
layer5,"[('Storia', 0), ('Хронологија', 0), ('uno', 0), ('einges', 0), ('Ej', 0), ('javax', 0), ('Multiple', 0), ('igo', 0), ('Mosk', 0), ('➖', 0)]","[('penas', 2), ('Bedeut', 1), ('tout', 1), ('Kin', 0), ('nou', 0), ('hover', 0), ('Sr', 0), ('zeich', 0), ('geh', 0), ('olin', 0)]","[('ft', 4), ('abl', 1), ('Magn', 1), ('Mart', 0), ('root', 0), ('rights', 0), ('FT', 0), ('laravel', 0), ('kin', 0), ('emas', 0)]","[('Bedeut', 7), ('penas', 1), ('deg', 1), ('Kin', 1), ('tap', 0), ('nim', 0), ('tout', 0), ('Jahrh', 0), ('kin', 0), ('Einzeln', 0)]"
layer6,"[('isu', 0), ('oll', 0), ('om', 0), ('IIS', 0), ('pelos', 0), ('revision', 0), ('kir', 0), ('cita', 0), ('itas', 0), ('о', 0)]","[('Bedeut', 6), ('Kin', 2), ('deg', 2), ('penas', 0), ('Magn', 0), ('nim', 0), ('Jahrh', 0), ('kin', 0), ('test', 0), ('rolled', 0)]","[('нец', 7), ('cola', 1), ('zan', 1), ('MAP', 0), ('isée', 0), ('TW', 0), ('óm', 0), ('̃', 0), ('otti', 0), ('краї', 0)]","[('Bedeut', 8), ('penas', 7), ('Einzeln', 1), ('odb', 1), ('hover', 0), ('tables', 0), ('trip', 0), ('deg', 0), ('anter', 0), ('tap', 0)]"
layer7,"[('nyelven', 4), ('fahren', 2), ('äs', 0), ('reas', 0), ('TAC', 0), ('añ', 0), ('acy', 0), ('endre', 0), ('érique', 0), ('uclide', 0)]","[('penas', 8), ('Bedeut', 6), ('ago', 1), ('TAC', 1), ('<s>', 1), ('proceed', 0), ('deg', 0), ('reib', 0), ('Einzeln', 0), ('bru', 0)]","[('forg', 2), ('ordo', 2), ('jak', 1), ('yi', 1), ('ilib', 1), ('gabe', 0), ('ford', 0), ('igt', 0), ('Boy', 0), ('Diff', 0)]","[('jak', 2), ('jourd', 2), ('Font', 1), ('font', 1), ('olit', 0), ('otta', 0), ('rola', 0), ('hoff', 0), ('pairs', 0), ('Einzeln', 0)]"
