layer9,"[('phia', 1), ('aggreg', 1), ('Units', 0), ('ո', 0), ('asta', 0), ('sBy', 0), ('LED', 0), ('compiling', 0), ('oco', 0), ('Gran', 0)]","[('none', 3), ('istr', 0), ('fm', 0), ('atge', 0), ('Düsseld', 0), ('org', 0), ('ały', 0), ('RewriteRule', 0), ('тон', 0), ('рис', 0)]","[('éo', 1), ('ono', 1), ('rend', 0), ('parenthes', 0), ('wald', 0), ('зько', 0), ('hely', 0), ('pler', 0), ('Li', 0), ('isko', 0)]","[('none', 10), ('�', 1), ('raste', 1), ('RewriteRule', 0), ('None', 0), ('рис', 0), ('rita', 0), ('None', 0), ('uga', 0), ('none', 0)]"
layer10,"[('Ћ', 2), ('schnitt', 0), ('totalité', 0), ('gepubliceerd', 0), ('lack', 0), ('су', 0), ('Jord', 0), ('중', 0), ('selector', 0), ('UNT', 0)]","[('none', 3), ('totalité', 1), ('atge', 1), ('schnitt', 0), ('近', 0), ('Dun', 0), ('Leopold', 0), ('沙', 0), ('Ћ', 0), ('rita', 0)]","[('Park', 0), ('none', 0), ('af', 0), ('av', 0), ('cup', 0), ('Pacific', 0), ('whisper', 0), ('giv', 0), ('rather', 0), ('dra', 0)]","[('none', 35), ('none', 4), ('None', 0), ('None', 0), ('Dub', 0), ('pour', 0), ('inte', 0), ('沙', 0), ('latter', 0), ('atge', 0)]"
layer11,"[('listview', 1), ('Answer', 1), ('AAAA', 0), ('rene', 0), ('olo', 0), ('mog', 0), ('Answer', 0), ('beg', 0), ('advert', 0), ('Cover', 0)]","[('none', 17), ('none', 7), ('None', 2), ('None', 2), ('yes', 0), ('Yes', 0), ('рис', 0), ('pri', 0), ('dot', 0), ('emer', 0)]","[('Mie', 1), ('zeum', 1), ('osten', 1), ('lą', 1), ('burgo', 0), ('Workbook', 0), ('kiej', 0), ('Lond', 0), ('Olymp', 0), ('ált', 0)]","[('none', 24), ('none', 3), ('None', 1), ('bt', 1), ('None', 0), ('Fred', 0), ('¬', 0), ('ege', 0), ('cki', 0), ('沙', 0)]"
layer12,"[('quer', 1), ('Mitte', 1), ('chter', 0), ('hou', 0), ('Edition', 0), ('gré', 0), ('center', 0), ('arel', 0), ('cente', 0), ('/#', 0)]","[('none', 13), ('none', 4), ('None', 2), ('None', 0), ('Dub', 0), ('bt', 0), ('имен', 0), ('а', 0), ('ân', 0), ('fred', 0)]","[('VF', 1), ('urm', 1), ('vd', 0), ('uz', 0), ('oka', 0), ('Cold', 0), ('Jo', 0), ('cas', 0), ('pk', 0), ('Append', 0)]","[('none', 5), ('none', 2), ('None', 1), ('Dub', 0), ('inth', 0), ('bt', 0), ('Kal', 0), ('ns', 0), ('ân', 0), ('oni', 0)]"
layer13,"[('▸', 2), ('engo', 1), ('mér', 1), ('esp', 0), ('aucoup', 0), ('tap', 0), ('sBy', 0), ('жан', 0), ('➜', 0), ('ḷ', 0)]","[('none', 6), ('none', 3), ('None', 1), ('None', 1), ('имен', 0), ('inth', 0), ('Fred', 0), ('Dub', 0), ('ns', 0), ('́', 0)]","[('rowser', 11), ('♂', 2), ('лей', 2), ('egos', 0), ('Invocation', 0), ('зни', 0), ('naio', 0), ('Gree', 0), ('arde', 0), ('LIC', 0)]","[('none', 7), ('none', 2), ('None', 1), ('None', 0), ('沙', 0), ('ове', 0), ('ǧ', 0), ('\n', 0), ('middle', 0), ('Fred', 0)]"
layer14,"[('category', 0), ('category', 0), ('office', 0), ('Ћ', 0), ('Tit', 0), ('categories', 0), ('➖', 0), ('Category', 0), ('Gul', 0), ('deg', 0)]","[('none', 18), ('None', 4), ('none', 4), ('None', 3), ('middle', 0), ('Dub', 0), ('latter', 0), ('middle', 0), ('Middle', 0), ('\n', 0)]","[('fetch', 0), ('ik', 0), ('Arr', 0), ('sob', 0), ('flat', 0), ('amps', 0), ('Valle', 0), ('копия', 0), ('arch', 0), ('tent', 0)]","[('none', 14), ('none', 4), ('None', 2), ('None', 2), ('Cla', 1), ('middle', 1), ('Ћ', 0), ('middle', 0), ('\n', 0), ('Middle', 0)]"
layer15,"[('leben', 3), ('wagen', 2), ('ユ', 1), ('⊙', 0), ('isl', 0), ('javafx', 0), ('ῆ', 0), ('Genomsnittlig', 0), ('Nobel', 0), ('reset', 0)]","[('none', 7), ('none', 7), ('None', 1), ('None', 1), ('iske', 0), ('middle', 0), ('middle', 0), ('Cla', 0), ('correct', 0), ('Ø', 0)]","[('ITable', 12), ('elde', 1), ('Grund', 1), ('cho', 1), ('vik', 0), ('fur', 0), ('ech', 0), ('tek', 0), ('LENG', 0), ('Gy', 0)]","[('none', 7), ('none', 6), ('None', 2), ('None', 2), ('Answer', 0), ('Dun', 0), ('∩', 0), ('ví', 0), ('ege', 0), ('\n', 0)]"
layer16,"[('None', 2), ('correct', 1), ('none', 1), ('None', 1), ('answer', 1), ('category', 0), ('Answer', 0), ('Correct', 0), ('indust', 0), ('none', 0)]","[('none', 17), ('none', 13), ('None', 7), ('None', 5), ('correct', 1), ('Answer', 1), ('answer', 1), ('Dun', 0), ('\n', 0), ('latter', 0)]","[('uvud', 1), ('zien', 1), ('lou', 0), ('uerdo', 0), ('vid', 0), ('úblic', 0), ('techn', 0), ('ób', 0), ('ères', 0), ('kadem', 0)]","[('none', 8), ('none', 6), ('None', 3), ('None', 2), ('Answer', 1), ('answer', 1), ('vil', 0), ('latter', 0), ('ege', 0), ('correct', 0)]"
layer17,"[('四', 3), ('four', 2), ('D', 1), ('D', 1), ('fourth', 1), ('4', 0), ('quad', 0), ('чо', 0), ('Four', 0), ('₄', 0)]","[('none', 6), ('none', 3), ('None', 2), ('None', 1), ('D', 0), ('Answer', 0), ('Dun', 0), ('answer', 0), ('vil', 0), ('latter', 0)]","[('None', 23), ('none', 11), ('None', 6), ('none', 5), ('all', 2), ('み', 0), ('⅓', 0), ('each', 0), ('всех', 0), ('Monde', 0)]","[('none', 36), ('none', 18), ('None', 13), ('None', 10), ('vil', 0), ('Answer', 0), ('\n', 0), ('tutti', 0), ('Dun', 0), ('answer', 0)]"
layer18,"[('A', 33), ('alphabet', 25), ('B', 5), ('#(', 4), ('#', 3), ('{#', 3), ('none', 2), ('None', 1), ('A', 1), ('letter', 0)]","[('none', 50), ('none', 17), ('None', 13), ('None', 12), ('A', 0), ('Answer', 0), ('D', 0), ('tutti', 0), ('B', 0), ('Cs', 0)]","[('Alc', 2), ('бри', 1), ('check', 0), ('ALSE', 0), ('lla', 0), ('check', 0), ('endi', 0), ('iből', 0), ('Altern', 0), ('äler', 0)]","[('none', 53), ('none', 17), ('None', 13), ('None', 9), ('A', 0), ('Answer', 0), ('answer', 0), ('Answer', 0), ('vil', 0), ('Dun', 0)]"
layer19,"[('S', 49), ('С', 2), ('SC', 1), ('S', 1), ('SC', 0), ('orsz', 0), ('AC', 0), ('BC', 0), ('AC', 0), ('bild', 0)]","[('none', 56), ('none', 16), ('None', 11), ('None', 7), ('A', 0), ('Answer', 0), ('D', 0), ('B', 0), ('Dun', 0), ('answer', 0)]","[('correct', 1), ('shadow', 1), ('Bran', 1), ('Correct', 0), ('alla', 0), ('�', 0), ('оп', 0), ('JQuery', 0), ('dah', 0), ('Jakob', 0)]","[('none', 59), ('none', 12), ('None', 9), ('None', 8), ('Answer', 0), ('answer', 0), ('A', 0), ('Answer', 0), ('ans', 0), ('correct', 0)]"
layer20,"[('D', 99), ('D', 0), ('Д', 0), ('C', 0), ('Sol', 0), ('d', 0), ('ダ', 0), ('Sol', 0), ('Д', 0), ('solar', 0)]","[('none', 47), ('none', 10), ('None', 9), ('D', 8), ('None', 7), ('D', 0), ('A', 0), ('C', 0), ('Answer', 0), ('C', 0)]","[('quelle', 2), ('e', 1), ('ozzá', 1), ('ragma', 0), ('lauf', 0), ('entferne', 0), ('Référence', 0), ('chev', 0), ('honour', 0), ('Gla', 0)]","[('none', 35), ('D', 14), ('None', 11), ('None', 9), ('none', 8), ('D', 1), ('A', 1), ('C', 0), ('B', 0), ('C', 0)]"
layer21,"[('water', 70), ('D', 16), ('Water', 9), ('industry', 1), ('water', 1), ('Indust', 0), ('C', 0), ('Wasser', 0), ('indust', 0), ('水', 0)]","[('D', 71), ('none', 7), ('None', 2), ('None', 2), ('D', 1), ('none', 1), ('C', 1), ('C', 0), ('B', 0), ('A', 0)]","[('A', 99), ('A', 0), ('А', 0), ('ABC', 0), ('B', 0), ('ABC', 0), ('BC', 0), ('AB', 0), ('А', 0), ('AB', 0)]","[('A', 77), ('D', 12), ('B', 2), ('none', 1), ('C', 0), ('A', 0), ('None', 0), ('D', 0), ('C', 0), ('none', 0)]"
layer22,"[('A', 96), ('A', 0), ('question', 0), ('Хронологија', 0), ('Cs', 0), ('Question', 0), ('Question', 0), ('question', 0), ('Aires', 0), ('B', 0)]","[('A', 94), ('D', 1), ('B', 1), ('A', 0), ('none', 0), ('C', 0), ('None', 0), ('C', 0), ('D', 0), ('none', 0)]","[('ɫ', 3), ('decl', 1), ('intercept', 1), ('antes', 1), ('ǧ', 0), ('idth', 0), ('puis', 0), ('vess', 0), ('vim', 0), ('endl', 0)]","[('A', 29), ('D', 29), ('B', 9), ('none', 7), ('C', 4), ('C', 2), ('None', 2), ('none', 1), ('None', 1), ('D', 1)]"
layer23,"[('rec', 100), ('rec', 0), ('Rec', 0), ('Rec', 0), ('recursion', 0), ('recurs', 0), ('recursive', 0), ('recovery', 0), ('recens', 0), ('recuper', 0)]","[('A', 31), ('D', 26), ('none', 7), ('B', 7), ('C', 4), ('None', 2), ('C', 1), ('none', 1), ('None', 1), ('D', 1)]","[('Cole', 1), ('cole', 1), ('estamp', 0), ('Perry', 0), ('кам', 0), ('î', 0), ('Kontrola', 0), ('ĕ', 0), ('(""@', 0), ('CD', 0)]","[('none', 20), ('D', 20), ('A', 13), ('B', 5), ('None', 4), ('C', 4), ('None', 3), ('none', 3), ('C', 2), ('D', 1)]"
layer24,"[('rec', 83), ('Rec', 15), ('Rec', 0), ('rec', 0), ('recursion', 0), ('recre', 0), ('recall', 0), ('recursive', 0), ('recurs', 0), ('water', 0)]","[('rec', 84), ('Rec', 5), ('Rec', 4), ('A', 0), ('rec', 0), ('D', 0), ('none', 0), ('B', 0), ('C', 0), ('None', 0)]","[('A', 99), ('A', 0), ('А', 0), ('C', 0), ('А', 0), ('NT', 0), ('à', 0), ('Bras', 0), ('ais', 0), ('urs', 0)]","[('rec', 61), ('A', 18), ('Rec', 6), ('Rec', 4), ('C', 1), ('D', 1), ('none', 0), ('rec', 0), ('A', 0), ('B', 0)]"
layer25,"[('.', 4), ('?:', 4), ('companies', 2), ('$:', 1), ('.:', 1), ('options', 0), ('?', 0), ('.', 0), (':`', 0), ('daugh', 0)]","[('rec', 55), ('A', 20), ('Rec', 6), ('Rec', 4), ('C', 1), ('none', 1), ('D', 1), ('rec', 0), ('B', 0), ('A', 0)]","[('B', 89), ('D', 10), ('C', 0), ('B', 0), ('D', 0), ('A', 0), ('Б', 0), ('C', 0), ('E', 0), ('Dy', 0)]","[('A', 49), ('D', 16), ('B', 14), ('C', 9), ('rec', 4), ('Rec', 1), ('C', 0), ('D', 0), ('A', 0), ('B', 0)]"
layer26,"[('industry', 44), ('D', 22), ('company', 7), ('Company', 7), ('indust', 4), ('companies', 2), ('indust', 1), ('Company', 0), ('company', 0), ('A', 0)]","[('A', 46), ('D', 32), ('B', 9), ('C', 7), ('rec', 1), ('D', 0), ('A', 0), ('Rec', 0), ('C', 0), ('none', 0)]","[('B', 3), ('D', 2), ('d', 1), ('N', 1), ('D', 0), ('H', 0), ('A', 0), ('repla', 0), ('a', 0), ('C', 0)]","[('D', 56), ('A', 20), ('B', 9), ('C', 7), ('D', 1), ('A', 0), ('rec', 0), ('C', 0), ('B', 0), ('Rec', 0)]"
layer27,"[('none', 66), ('None', 21), ('none', 9), ('None', 2), ('Which', 0), ('neither', 0), ('all', 0), ('All', 0), ('which', 0), ('nothing', 0)]","[('D', 52), ('A', 22), ('B', 8), ('C', 7), ('none', 2), ('rec', 0), ('D', 0), ('A', 0), ('B', 0), ('C', 0)]","[('C', 36), ('none', 18), ('nothing', 10), ('no', 3), ('Nothing', 2), ('None', 2), ('None', 1), ('E', 1), ('nothing', 1), ('nobody', 0)]","[('D', 59), ('C', 9), ('B', 7), ('none', 7), ('A', 5), ('C', 2), ('D', 1), ('None', 1), ('B', 0), ('none', 0)]"
layer28,"[('D', 99), ('B', 0), ('C', 0), ('A', 0), ('C', 0), ('D', 0), ('Д', 0), ('A', 0), ('B', 0), ('Cs', 0)]","[('D', 90), ('C', 4), ('B', 3), ('A', 1), ('C', 0), ('D', 0), ('A', 0), ('B', 0), ('none', 0), ('None', 0)]","[('B', 33), ('C', 14), ('A', 13), ('b', 10), ('Option', 3), ('Option', 1), ('de', 1), ('c', 1), ('a', 1), ('option', 1)]","[('C', 48), ('D', 13), ('C', 12), ('A', 11), ('B', 4), ('D', 3), ('B', 3), ('A', 2), ('none', 0), ('None', 0)]"
layer29,"[('Sol', 98), ('sol', 0), ('Sol', 0), ('solar', 0), ('sol', 0), ('water', 0), ('solic', 0), ('sols', 0), ('water', 0), ('Solo', 0)]","[('C', 51), ('A', 15), ('C', 9), ('D', 8), ('B', 6), ('B', 3), ('D', 2), ('A', 2), ('none', 0), ('None', 0)]","[('All', 27), ('A', 21), ('1', 5), ('B', 4), ('All', 3), ('sol', 3), ('2', 3), ('E', 2), ('sol', 2), ('Sol', 1)]","[('A', 30), ('C', 13), ('A', 13), ('B', 12), ('C', 8), ('D', 7), ('D', 7), ('B', 5), ('none', 0), ('None', 0)]"
layer30,"[('_', 50), ('________', 3), ('__', 1), ('________________', 1), ('__', 1), ('____', 0), ('A', 0), ('AST', 0), ('given', 0), ('Given', 0)]","[('A', 27), ('A', 18), ('D', 11), ('C', 11), ('D', 9), ('B', 8), ('C', 7), ('B', 5), ('none', 0), ('Sol', 0)]","[('', 67), ('\n', 22), ('a', 5), ('.', 1), ('D', 0), (',', 0), ('B', 0), ('a', 0), ('1', 0), ('(', 0)]","[('A', 27), ('D', 19), ('A', 18), ('B', 12), ('D', 9), ('C', 5), ('B', 4), ('C', 2), ('\n', 0), ('Sol', 0)]"
layer31,"[('', 89), ('answer', 1), ('Хронологија', 0), ('onderwerp', 0), ('answers', 0), (' ', 0), ('belang', 0), ('besta', 0), ('reply', 0), ('Answer', 0)]","[('A', 21), ('D', 20), ('A', 18), ('B', 16), ('C', 9), ('D', 6), ('B', 4), ('C', 2), ('\n', 0), ('Sol', 0)]","[('Rec', 0), ('All', 0), ('None', 0), ('It', 0), ('Zygote', 0), ('Choice', 0), ('If', 0), ('No', 0), ('Diff', 0), ('We', 0)]","[('D', 23), ('A', 22), ('C', 18), ('B', 18), ('A', 5), ('B', 3), ('D', 3), ('C', 2), ('\n', 0), ('None', 0)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('пута', 6), ('archivi', 3), ('textt', 1), ('Ґ', 1), ('Архив', 1), ('sterd', 0), ('Љ', 0), ('висини', 0), ('embros', 0), ('씨', 0)]","[('Portail', 21), ('archivi', 16), ('ensoort', 3), ('textt', 1), ('Хронологија', 1), ('listade', 1), ('sterd', 1), ('embros', 0), ('eerd', 0), ('trightarrow', 0)]","[('Portail', 8), ('embros', 2), ('prüng', 1), ('administ', 1), ('ә', 0), ('Хронологија', 0), ('penas', 0), ('iellement', 0), ('пута', 0), ('cowo', 0)]","[('Portail', 35), ('archivi', 7), ('embros', 2), ('Хронологија', 2), ('пута', 1), ('sterd', 0), ('ensoort', 0), ('trightarrow', 0), ('Архив', 0), ('textt', 0)]"
layer1,"[('anim', 0), ('gem', 0), ('eton', 0), ('de', 0), ('bbe', 0), ('uber', 0), ('ufen', 0), ('en', 0), ('older', 0), ('int', 0)]","[('Portail', 4), ('sterd', 3), ('archivi', 2), ('Хронологија', 1), ('eerd', 1), ('евич', 0), ('konn', 0), ('guez', 0), ('estanden', 0), ('hina', 0)]","[('alter', 1), ('berga', 1), ('sterd', 0), ('transform', 0), ('enders', 0), ('Alter', 0), ('ówn', 0), ('endorf', 0), ('ois', 0), ('demselben', 0)]","[('sterd', 10), ('berga', 0), ('eerd', 0), ('ográfica', 0), ('Portail', 0), ('archivi', 0), ('евич', 0), ('Hinweis', 0), ('conde', 0), ('mbH', 0)]"
layer2,"[('intrag', 1), ('савез', 0), ('oteca', 0), ('othèque', 0), ('�', 0), ('powers', 0), ('puis', 0), ('kmal', 0), ('phe', 0), ('totalité', 0)]","[('sterd', 8), ('hina', 1), ('estanden', 1), ('teger', 1), ('stag', 0), ('archivi', 0), ('atform', 0), ('eerd', 0), ('Portail', 0), ('guez', 0)]","[('indi', 2), ('ugins', 1), ('sab', 1), ('campaign', 0), ('fat', 0), ('sur', 0), ('infant', 0), ('gresql', 0), ('rem', 0), ('critic', 0)]","[('sterd', 6), ('stag', 2), ('atform', 1), ('ográfica', 1), ('teger', 1), ('hook', 0), ('oper', 0), ('berga', 0), ('publique', 0), ('guez', 0)]"
layer3,"[('raste', 2), ('unicí', 0), ('totalité', 0), ('Одна', 0), ('昌', 0), ('vn', 0), ('ederb', 0), ('osof', 0), ('ível', 0), ('erten', 0)]","[('sterd', 7), ('totalité', 1), ('stag', 1), ('teger', 1), ('ográfica', 0), ('ederb', 0), ('raste', 0), ('hook', 0), ('estanden', 0), ('guez', 0)]","[('interpre', 1), ('auer', 0), ('enger', 0), ('arca', 0), ('öt', 0), ('asia', 0), ('reven', 0), ('extensions', 0), ('Shell', 0), ('────', 0)]","[('estanden', 1), ('sterd', 1), ('raste', 1), ('stag', 0), ('teger', 0), ('ә', 0), ('ала', 0), ('publique', 0), ('totalité', 0), ('conde', 0)]"
layer4,"[('yes', 4), ('Answer', 2), ('yes', 1), ('YES', 0), ('answered', 0), ('answers', 0), ('rsg', 0), ('questions', 0), ('answer', 0), ('Yes', 0)]","[('sterd', 3), ('ә', 1), ('ederb', 1), ('yes', 0), ('amos', 0), ('estanden', 0), ('ала', 0), ('ing', 0), ('arms', 0), ('☉', 0)]","[('plat', 0), ('quipe', 0), ('oh', 0), ('enie', 0), ('ئ', 0), ('ang', 0), ('geldig', 0), ('馬', 0), ('{.', 0), ('No', 0)]","[('sterd', 4), ('teger', 2), ('yes', 1), ('avas', 0), ('geldig', 0), ('gepubliceerd', 0), ('amos', 0), ('iada', 0), ('egeben', 0), ('elm', 0)]"
layer5,"[('Hint', 0), ('ührt', 0), ('Oficina', 0), ('jön', 0), ('że', 0), ('ель', 0), ('listade', 0), ('aucoup', 0), ('ivamente', 0), ('virti', 0)]","[('teger', 8), ('sterd', 4), ('iada', 1), ('geldig', 1), ('elm', 0), ('yes', 0), ('égl', 0), ('listade', 0), ('gepubliceerd', 0), ('quipe', 0)]","[('ätz', 3), ('hnen', 2), ('nja', 1), ('esa', 0), ('Alert', 0), ('orn', 0), ('mbH', 0), ('jub', 0), ('typ', 0), ('ätte', 0)]","[('teger', 3), ('avas', 1), ('zeich', 1), ('Lub', 1), ('iada', 0), ('elm', 0), ('dienst', 0), ('arrow', 0), ('onces', 0), ('istra', 0)]"
layer6,"[('nez', 0), ('имен', 0), ('athers', 0), ('totalité', 0), ('rott', 0), ('Disk', 0), ('preced', 0), ('q', 0), ('县', 0), ('num', 0)]","[('avas', 3), ('totalité', 2), ('raste', 1), ('zeich', 1), ('Düsseld', 0), ('istra', 0), ('iada', 0), ('nim', 0), ('dienst', 0), ('arrow', 0)]","[('ioned', 1), ('┌', 0), ('checkout', 0), ('Système', 0), ('vars', 0), ('factor', 0), ('isc', 0), ('olu', 0), ('zer', 0), ('lio', 0)]","[('Düsseld', 1), ('avas', 1), ('totalité', 1), ('geldig', 1), ('cc', 1), ('dienst', 0), ('idense', 0), ('raste', 0), ('olg', 0), ('iada', 0)]"
layer7,"[('ona', 2), ('Bill', 0), ('onas', 0), ('дан', 0), ('́', 0), ('unes', 0), ('aws', 0), ('ƒ', 0), ('▶', 0), ('tons', 0)]","[('raste', 1), ('ƒ', 1), ('totalité', 1), ('avas', 1), ('geldig', 0), ('rib', 0), ('ulas', 0), ('rä', 0), ('Hinweis', 0), ('istr', 0)]","[('Хронологија', 4), ('Portail', 3), ('ifa', 1), ('inture', 1), ('pta', 1), ('ката', 0), ('izio', 0), ('ظ', 0), ('ญ', 0), ('ustral', 0)]","[('avas', 2), ('aucoup', 1), ('ulas', 1), ('none', 1), ('istr', 1), ('Hinweis', 0), ('ędz', 0), ('Düsseld', 0), ('apro', 0), ('verm', 0)]"
layer8,"[('etzt', 1), ('ns', 1), ('ване', 1), ('avo', 0), ('gericht', 0), ('péri', 0), ('inale', 0), ('Wol', 0), ('зей', 0), ('fat', 0)]","[('none', 1), ('frique', 1), ('久', 0), ('lande', 0), ('gate', 0), ('Hinweis', 0), ('istr', 0), ('ędz', 0), ('atge', 0), ('verm', 0)]","[('civile', 1), ('uga', 1), ('onas', 0), ('OF', 0), ('ikk', 0), ('dia', 0), ('fa', 0), ('fen', 0), ('ご', 0), ('atus', 0)]","[('none', 1), ('aucoup', 1), ('rib', 0), ('frique', 0), ('RewriteRule', 0), ('тон', 0), ('Düsseld', 0), ('totalité', 0), ('SHA', 0), ('avas', 0)]"
