layer11,"[('Answer', 2), ('listview', 1), ('AAAA', 0), ('Answer', 0), ('lez', 0), ('Yes', 0), ('même', 0), ('Cover', 0), ('Bahn', 0), ('beg', 0)]","[('none', 10), ('none', 6), ('None', 4), ('None', 2), ('yes', 0), ('totalité', 0), ('ege', 0), ('рис', 0), ('emer', 0), ('Yes', 0)]","[('Mie', 1), ('Ny', 0), ('Managed', 0), ('amerikanischer', 0), ('osten', 0), ('anych', 0), ('ocz', 0), ('Olymp', 0), ('FAULT', 0), ('oben', 0)]","[('none', 16), ('none', 4), ('None', 3), ('bt', 1), ('None', 1), ('Ő', 0), ('ína', 0), ('ege', 0), ('Douglas', 0), ('RewriteRule', 0)]"
layer12,"[('quer', 1), ('inte', 0), ('inf', 0), ('Wikipédia', 0), ('Mitte', 0), ('ensa', 0), ('René', 0), ('stoff', 0), ('/#', 0), ('inton', 0)]","[('none', 8), ('none', 3), ('None', 3), ('None', 0), ('а', 0), ('Так', 0), ('bt', 0), ('имен', 0), ('ン', 0), ('right', 0)]","[('Cold', 2), ('cas', 1), ('oka', 0), ('trou', 0), ('representative', 0), ('Fried', 0), ('vd', 0), ('epo', 0), ('ust', 0), ('cold', 0)]","[('none', 5), ('none', 3), ('None', 1), ('bt', 0), ('None', 0), ('Emer', 0), ('Appro', 0), ('Kal', 0), ('а', 0), ('ns', 0)]"
layer13,"[('correctly', 4), ('haupt', 2), ('ḷ', 0), ('sir', 0), ('dw', 0), ('gresql', 0), ('delimiter', 0), ('mér', 0), ('тв', 0), ('amen', 0)]","[('none', 3), ('none', 2), ('None', 1), ('имен', 1), ('None', 0), ('correctly', 0), ('sir', 0), ('arrow', 0), ('correct', 0), ('RewriteRule', 0)]","[('rowser', 7), ('bezeichneter', 2), ('♂', 1), ('vá', 1), ('licher', 1), ('ião', 1), ('nas', 0), ('nia', 0), ('њу', 0), ('HT', 0)]","[('none', 7), ('none', 3), ('None', 2), ('None', 1), ('гор', 0), ('correctly', 0), ('имен', 0), ('ǧ', 0), ('Emer', 0), ('\n', 0)]"
layer14,"[('osten', 1), ('incorrect', 1), ('gross', 0), ('Mir', 0), ('central', 0), ('ise', 0), ('片', 0), ('居', 0), ('ings', 0), ('ideo', 0)]","[('none', 10), ('none', 4), ('None', 3), ('None', 3), ('correctly', 1), ('correct', 1), ('definit', 0), ('appropri', 0), ('\n', 0), ('properly', 0)]","[('ells', 2), ('Kö', 0), ('麻', 0), ('amps', 0), ('ук', 0), ('宗', 0), ('Control', 0), ('templates', 0), ('certain', 0), ('vet', 0)]","[('none', 10), ('none', 4), ('None', 3), ('None', 3), ('Ø', 1), ('ple', 0), ('ví', 0), ('correct', 0), ('hed', 0), ('Cla', 0)]"
layer15,"[('leben', 2), ('Ё', 1), ('Recognizer', 1), ('rod', 1), ('ответ', 1), ('luss', 1), ('iske', 0), ('isz', 0), ('wers', 0), ('ак', 0)]","[('none', 8), ('none', 6), ('None', 3), ('None', 2), ('Ø', 2), ('correct', 1), ('correctly', 0), ('Cla', 0), ('correct', 0), ('имен', 0)]","[('tek', 1), ('Ara', 1), ('jak', 1), ('cho', 1), ('slow', 0), ('tek', 0), ('Насеље', 0), ('elde', 0), ('Grund', 0), ('temper', 0)]","[('none', 4), ('none', 3), ('correct', 2), ('None', 1), ('None', 1), ('Answer', 1), ('Hum', 1), ('ví', 0), ('Ø', 0), ('Ő', 0)]"
layer16,"[('stadt', 3), ('Germany', 2), ('correct', 1), ('Berlin', 1), ('Answer', 1), ('Meter', 1), ('national', 0), ('shut', 0), ('settled', 0), ('Answer', 0)]","[('correct', 8), ('none', 5), ('none', 5), ('Answer', 3), ('None', 2), ('None', 2), ('answer', 1), ('correct', 1), ('Correct', 1), ('Answer', 0)]","[('alus', 1), ('uky', 1), ('atus', 1), ('otte', 1), ('èque', 1), ('kol', 0), ('lament', 0), ('ligen', 0), ('ington', 0), ('居', 0)]","[('correct', 3), ('none', 2), ('none', 1), ('None', 1), ('Answer', 1), ('Correct', 1), ('Hum', 1), ('ege', 1), ('None', 1), ('\n', 0)]"
layer17,"[('thro', 1), ('ych', 0), ('Ci', 0), ('infl', 0), ('\x80', 0), ('era', 0), ('ze', 0), ('avel', 0), ('gap', 0), ('metropol', 0)]","[('correct', 3), ('none', 2), ('ege', 1), ('Answer', 1), ('None', 1), ('Correct', 1), ('none', 0), ('\n', 0), ('Ő', 0), ('None', 0)]","[('isko', 26), ('み', 0), ('Retrie', 0), ('iska', 0), ('pron', 0), ('ACE', 0), ('-', 0), ('seconde', 0), ('second', 0), ('Cand', 0)]","[('none', 10), ('correct', 10), ('none', 4), ('Correct', 3), ('None', 3), ('None', 2), ('Answer', 2), ('correctly', 1), ('ako', 1), ('correct', 1)]"
layer18,"[('alphabet', 62), ('B', 5), ('letter', 2), ('A', 2), ('#(', 1), ('{#', 0), ('option', 0), ('letters', 0), ('#', 0), ('none', 0)]","[('none', 29), ('None', 10), ('none', 10), ('None', 5), ('alphabet', 2), ('correct', 2), ('A', 1), ('Answer', 1), ('B', 1), ('Correct', 0)]","[('alm', 1), ('endi', 1), ('hos', 1), ('Hen', 0), ('iből', 0), ('CCE', 0), ('ответ', 0), ('ала', 0), ('elsen', 0), ('bal', 0)]","[('none', 20), ('none', 6), ('Answer', 5), ('correct', 5), ('None', 4), ('None', 3), ('Correct', 2), ('alphabet', 2), ('B', 2), ('answer', 1)]"
layer19,"[('German', 81), ('Germany', 17), ('Germ', 1), ('germ', 0), ('Berlin', 0), ('немец', 0), ('Герма', 0), ('Germania', 0), ('Deutschland', 0), ('Allemagne', 0)]","[('none', 10), ('German', 8), ('Answer', 4), ('correct', 4), ('Germany', 3), ('none', 2), ('answer', 2), ('B', 2), ('alphabet', 2), ('None', 2)]","[('orton', 5), ('answer', 2), ('rangle', 1), ('correct', 1), ('mut', 1), ('Aber', 0), ('answered', 0), ('incorrect', 0), ('Answer', 0), ('invert', 0)]","[('correct', 16), ('Answer', 15), ('answer', 11), ('none', 6), ('Correct', 5), ('German', 2), ('Answer', 2), ('Germany', 1), ('correct', 1), ('none', 1)]"
layer20,"[('D', 99), ('D', 0), ('Д', 0), ('d', 0), ('DK', 0), ('Berlin', 0), ('ド', 0), ('Germany', 0), ('DT', 0), ('DM', 0)]","[('correct', 11), ('German', 11), ('D', 11), ('Germany', 10), ('answer', 6), ('Answer', 5), ('none', 3), ('Correct', 2), ('capital', 2), ('Berlin', 1)]","[('ragma', 0), ('нала', 0), ('Pope', 0), ('European', 0), ('Otto', 0), ('erei', 0), ('Einzelnach', 0), ('�', 0), ('fate', 0), ('nth', 0)]","[('German', 18), ('Germany', 18), ('D', 9), ('correct', 5), ('answer', 4), ('none', 3), ('Berlin', 2), ('Answer', 1), ('capital', 1), ('germ', 1)]"
layer21,"[('Berlin', 33), ('BER', 15), ('D', 13), ('ber', 12), ('Ber', 11), ('ber', 9), ('Ber', 2), ('Бер', 0), ('Berliner', 0), ('option', 0)]","[('D', 32), ('German', 13), ('Berlin', 11), ('Germany', 10), ('answer', 8), ('correct', 2), ('Answer', 2), ('D', 1), ('none', 0), ('capital', 0)]","[('A', 99), ('A', 0), ('А', 0), ('ABC', 0), ('ABC', 0), ('Cs', 0), ('B', 0), ('letter', 0), ('А', 0), ('X', 0)]","[('A', 94), ('D', 1), ('answer', 0), ('A', 0), ('B', 0), ('Berlin', 0), ('Answer', 0), ('Germany', 0), ('B', 0), ('German', 0)]"
layer22,"[('A', 49), ('Хронологија', 6), ('A', 5), ('letter', 3), ('Cs', 2), ('bs', 1), ('Aires', 0), ('AAAA', 0), ('B', 0), ('А', 0)]","[('A', 97), ('A', 0), ('D', 0), ('B', 0), ('answer', 0), ('Answer', 0), ('B', 0), ('Berlin', 0), ('D', 0), ('А', 0)]","[('ʔ', 1), ('totalité', 1), ('ip', 1), ('decl', 1), ('제', 0), ('ǧ', 0), ('inherit', 0), ('hai', 0), ('egründ', 0), ('城', 0)]","[('A', 17), ('D', 15), ('B', 9), ('capital', 3), ('answer', 3), ('B', 2), ('Answer', 2), ('none', 2), ('D', 1), ('Berlin', 1)]"
layer23,"[('Mu', 18), ('M', 14), ('mu', 11), ('M', 5), ('Mun', 3), ('mu', 0), ('mun', 0), ('ihe', 0), ('teck', 0), ('孝', 0)]","[('A', 20), ('D', 13), ('B', 8), ('capital', 3), ('none', 2), ('B', 1), ('answer', 1), ('D', 1), ('Answer', 1), ('Berlin', 1)]","[('Cole', 2), ('bero', 1), ('巴', 0), ('anny', 0), ('telt', 0), ('arte', 0), ('éré', 0), ('odu', 0), ('cole', 0), ('ether', 0)]","[('D', 9), ('A', 8), ('B', 6), ('capital', 6), ('B', 3), ('none', 3), ('Berlin', 3), ('D', 2), ('answer', 2), ('Answer', 1)]"
layer24,"[('Option', 23), ('Ber', 15), ('option', 10), ('Ber', 10), ('option', 9), ('Option', 7), ('Berlin', 7), ('ber', 3), ('options', 1), ('BER', 1)]","[('Berlin', 13), ('A', 8), ('D', 6), ('answer', 3), ('B', 3), ('capital', 2), ('Answer', 2), ('Ber', 2), ('option', 2), ('B', 2)]","[('A', 11), ('A', 4), ('zien', 1), ('bc', 1), ('AE', 0), ('А', 0), ('cs', 0), ('DBC', 0), ('CTYPE', 0), ('zak', 0)]","[('A', 31), ('Berlin', 10), ('A', 3), ('D', 3), ('Ber', 2), ('answer', 2), ('B', 2), ('Answer', 2), ('capital', 1), ('B', 1)]"
layer25,"[('$:', 10), ('):', 9), ('"":', 7), (']:', 7), (':""', 6), ('.:', 6), (':`', 5), (':', 4), ('.):', 2), (""':"", 1)]","[('A', 25), ('Berlin', 9), ('A', 3), ('D', 2), ('Ber', 2), ('B', 2), ('answer', 2), ('Answer', 2), ('B', 1), ('capital', 1)]","[('B', 86), ('B', 1), ('C', 0), ('Bien', 0), ('dbo', 0), ('CCE', 0), ('eur', 0), ('C', 0), ('D', 0), ('BI', 0)]","[('A', 29), ('B', 21), ('D', 6), ('B', 6), ('C', 2), ('A', 2), ('Berlin', 1), ('Answer', 1), ('C', 1), ('D', 1)]"
layer26,"[('Berlin', 98), ('Ber', 1), ('ber', 0), ('Ber', 0), ('Germany', 0), ('Germ', 0), ('Бер', 0), ('German', 0), ('BER', 0), ('Berl', 0)]","[('A', 23), ('Berlin', 21), ('B', 19), ('D', 5), ('Ber', 2), ('B', 2), ('BER', 1), ('C', 1), ('ber', 1), ('A', 1)]","[('B', 7), ('certain', 7), ('A', 2), ('a', 1), ('tte', 0), ('certain', 0), ('d', 0), ('rr', 0), ('VA', 0), ('M', 0)]","[('B', 29), ('A', 12), ('Berlin', 10), ('D', 8), ('B', 8), ('A', 3), ('Ber', 2), ('BER', 2), ('C', 1), ('C', 1)]"
layer27,"[('None', 38), ('none', 32), ('none', 21), ('None', 5), ('is', 0), ('neither', 0), ('You', 0), ('Which', 0), ('Sele', 0), ('You', 0)]","[('B', 30), ('A', 15), ('D', 8), ('B', 6), ('Berlin', 5), ('A', 2), ('none', 1), ('C', 1), ('Ber', 1), ('BER', 1)]","[('nothing', 25), ('cor', 7), ('none', 7), ('Cor', 5), ('D', 4), ('no', 3), ('Kor', 2), ('Nothing', 1), ('Cor', 1), ('D', 1)]","[('B', 28), ('D', 21), ('A', 7), ('Berlin', 6), ('none', 5), ('B', 5), ('A', 2), ('C', 1), ('C', 1), ('D', 1)]"
layer28,"[('D', 97), ('B', 1), ('C', 0), ('D', 0), ('B', 0), ('A', 0), ('A', 0), ('C', 0), ('Options', 0), ('Д', 0)]","[('D', 49), ('B', 32), ('A', 5), ('B', 3), ('A', 1), ('C', 1), ('D', 1), ('C', 1), ('Berlin', 0), ('none', 0)]","[('A', 25), ('C', 11), ('Option', 7), ('A', 6), ('B', 3), ('c', 1), ('Option', 1), ('C', 1), ('O', 1), ('M', 1)]","[('B', 22), ('D', 22), ('A', 17), ('B', 12), ('A', 8), ('C', 6), ('C', 3), ('D', 2), ('Berlin', 0), ('none', 0)]"
layer29,"[('The', 11), (' ', 8), ('M', 7), ('T', 6), ('  ', 1), ('   ', 0), ('luss', 0), ('    ', 0), ('aban', 0), ('Zyg', 0)]","[('A', 23), ('B', 22), ('D', 17), ('B', 12), ('C', 7), ('A', 7), ('C', 2), ('D', 2), ('Berlin', 0), ('none', 0)]","[('B', 34), ('A', 33), ('1', 6), ('C', 5), ('D', 4), ('2', 1), ('b', 1), ('K', 0), ('com', 0), ('ag', 0)]","[('B', 30), ('A', 19), ('A', 17), ('B', 9), ('D', 8), ('C', 5), ('D', 4), ('C', 3), ('none', 0), ('Berlin', 0)]"
layer30,"[('_', 98), ('__', 0), ('________', 0), ('__', 0), ('____', 0), ('**', 0), ('________________', 0), (' ', 0), ('___', 0), ('__.', 0)]","[('A', 25), ('B', 21), ('A', 19), ('D', 10), ('B', 9), ('D', 5), ('C', 3), ('C', 3), ('Berlin', 0), ('none', 0)]","[('', 94), ('\n', 5), (',', 0), ('.', 0), ('(', 0), ('a', 0), ('B', 0), ('.', 0), ('B', 0), ('a', 0)]","[('B', 27), ('A', 18), ('A', 16), ('B', 13), ('D', 11), ('D', 5), ('C', 2), ('C', 2), ('\n', 0), ('', 0)]"
layer31,"[('answer', 15), ('Mun', 8), (' ', 4), ('', 3), ('Bav', 2), ('München', 2), (':', 1), ('Bayern', 1), ('unicí', 0), ('answers', 0)]","[('B', 41), ('A', 19), ('B', 10), ('A', 7), ('D', 7), ('D', 6), ('C', 4), ('C', 2), ('\n', 0), ('', 0)]","[('Ber', 0), ('D', 0), ('Berl', 0), ('Düsseldorf', 0), ('Berlin', 0), ('Choice', 0), ('Bbb', 0), ('Please', 0), ('None', 0), ('Berliner', 0)]","[('B', 32), ('D', 22), ('A', 18), ('C', 8), ('B', 6), ('D', 3), ('A', 3), ('C', 1), ('\n', 0), ('Ber', 0)]"
Layer,Attention mechanism,Intermediate residual stream,MLP output,Block output
layer0,"[('пута', 7), ('archivi', 4), ('textt', 3), ('Архив', 1), ('Љ', 1), ('sterd', 1), ('висини', 1), ('Ґ', 0), ('Ћ', 0), ('embros', 0)]","[('Portail', 24), ('archivi', 17), ('textt', 2), ('ensoort', 2), ('sterd', 1), ('trightarrow', 1), ('embros', 0), ('eerd', 0), ('пута', 0), ('висини', 0)]","[('Portail', 7), ('embros', 5), ('prüng', 1), ('administ', 1), ('konn', 0), ('penas', 0), ('empre', 0), ('iellement', 0), ('férences', 0), ('ә', 0)]","[('Portail', 34), ('archivi', 9), ('embros', 2), ('пута', 1), ('eerd', 0), ('textt', 0), ('Хронологија', 0), ('sterd', 0), ('trightarrow', 0), ('Архив', 0)]"
layer1,"[('anim', 0), ('de', 0), ('cam', 0), ('bum', 0), ('gem', 0), ('bbe', 0), ('Kin', 0), ('ad', 0), ('cultiv', 0), ('refer', 0)]","[('archivi', 3), ('sterd', 3), ('Portail', 2), ('eerd', 2), ('Хронологија', 1), ('konn', 1), ('guez', 0), ('Kontrola', 0), ('idense', 0), ('mbH', 0)]","[('ówn', 1), ('alter', 0), ('berga', 0), ('ommes', 0), ('transform', 0), ('sterd', 0), ('enders', 0), ('árs', 0), ('iennes', 0), ('ois', 0)]","[('sterd', 10), ('archivi', 0), ('eerd', 0), ('berga', 0), ('ográfica', 0), ('евич', 0), ('mbH', 0), ('Portail', 0), ('listade', 0), ('Hinweis', 0)]"
layer2,"[('ose', 0), ('савез', 0), ('oteca', 0), ('publique', 0), ('phe', 0), ('powers', 0), ('pent', 0), ('pent', 0), ('othèque', 0), ('rola', 0)]","[('sterd', 6), ('Kontrola', 1), ('eerd', 0), ('hina', 0), ('idense', 0), ('estanden', 0), ('publique', 0), ('archivi', 0), ('guez', 0), ('ölker', 0)]","[('indi', 2), ('sab', 1), ('ugins', 0), ('campaign', 0), ('Dabei', 0), ('Youth', 0), ('prefer', 0), ('aram', 0), ('gresql', 0), ('istica', 0)]","[('sterd', 4), ('ográfica', 1), ('atform', 0), ('publique', 0), ('stag', 0), ('guez', 0), ('eerd', 0), ('teger', 0), ('hook', 0), ('textt', 0)]"
layer3,"[('estaven', 2), ('ível', 1), ('unicí', 1), ('totalité', 0), ('Außer', 0), ('runner', 0), ('éricaine', 0), ('raste', 0), ('chain', 0), ('osof', 0)]","[('sterd', 4), ('totalité', 2), ('ográfica', 1), ('Außer', 0), ('gepubliceerd', 0), ('archivi', 0), ('estanden', 0), ('publique', 0), ('teger', 0), ('Begriffe', 0)]","[('enger', 1), ('auer', 0), ('Wol', 0), ('öt', 0), ('ht', 0), ('interpre', 0), ('време', 0), ('igo', 0), ('arca', 0), ('asia', 0)]","[('estanden', 2), ('publique', 1), ('sterd', 1), ('teger', 1), ('totalité', 0), ('ала', 0), ('Hinweis', 0), ('eken', 0), ('finger', 0), ('ә', 0)]"
layer4,"[('yes', 4), ('satisf', 1), ('yes', 1), ('Answer', 1), ('Bian', 0), ('Picture', 0), ('Yes', 0), ('YES', 0), ('sí', 0), ('Pin', 0)]","[('sterd', 4), ('estanden', 0), ('☉', 0), ('ә', 0), ('yes', 0), ('ала', 0), ('mund', 0), ('ing', 0), ('Unterscheidung', 0), ('amos', 0)]","[('fd', 0), ('馬', 0), ('sak', 0), ('eas', 0), ('plat', 0), ('quipe', 0), ('{.', 0), ('widet', 0), ('ahl', 0), ('bridge', 0)]","[('sterd', 2), ('yes', 1), ('iada', 1), ('teger', 1), ('avas', 1), ('bit', 1), ('elm', 0), ('Lub', 0), ('quipe', 0), ('gepubliceerd', 0)]"
layer5,"[('Hint', 1), ('Hinweis', 0), ('oro', 0), ('prüng', 0), ('jön', 0), ('лій', 0), ('totalité', 0), ('Vil', 0), ('Oficina', 0), ('bazie', 0)]","[('teger', 3), ('sterd', 2), ('iada', 2), ('elm', 1), ('yes', 1), ('quipe', 1), ('geldig', 0), ('totalité', 0), ('avas', 0), ('await', 0)]","[('nja', 3), ('mbH', 1), ('usch', 1), ('�', 1), ('hnen', 0), ('lista', 0), ('<s>', 0), ('ätz', 0), ('Datos', 0), ('INCT', 0)]","[('dienst', 3), ('teger', 3), ('elm', 1), ('iada', 1), ('avas', 1), ('mbH', 0), ('Kin', 0), ('idense', 0), ('Lub', 0), ('➖', 0)]"
layer6,"[('totalité', 2), ('athers', 1), ('meck', 0), ('имен', 0), ('q', 0), ('zeg', 0), ('rott', 0), ('县', 0), ('fte', 0), ('▲', 0)]","[('totalité', 13), ('dienst', 1), ('iada', 1), ('avas', 1), ('zeich', 0), ('Düsseld', 0), ('Leopold', 0), ('AU', 0), ('▲', 0), ('ѫ', 0)]","[('olu', 1), ('┌', 1), ('ioned', 1), ('checkout', 0), ('etro', 0), ('\x83', 0), ('apsed', 0), ('ecz', 0), ('permission', 0), ('ván', 0)]","[('totalité', 6), ('geldig', 2), ('dienst', 1), ('olg', 1), ('cc', 1), ('avas', 1), ('iada', 0), ('idense', 0), ('➖', 0), ('Düsseld', 0)]"
layer7,"[('́', 2), ('Bill', 1), ('irst', 1), ('fli', 0), ('aws', 0), ('kr', 0), ('blatt', 0), ('runtime', 0), ('istr', 0), ('schnitt', 0)]","[('totalité', 11), ('geldig', 1), ('➖', 1), ('dienst', 0), ('olg', 0), ('istr', 0), ('avas', 0), ('ƒ', 0), ('uits', 0), ('burgh', 0)]","[('izio', 1), ('inture', 1), ('ظ', 0), ('ifa', 0), ('CHAP', 0), ('ably', 0), ('iar', 0), ('ifi', 0), ('Portail', 0), ('сько', 0)]","[('dienst', 2), ('none', 2), ('istr', 2), ('avas', 1), ('geldig', 1), ('totalité', 1), ('aucoup', 1), ('Guer', 0), ('verm', 0), ('ѐ', 0)]"
